회사명,거래소코드,회계년도,현재까지 발행한 주식의 총수(주),현재까지 감소한 주식의 총수(주),자기주식수(주)
(주)노루페인트,90350,Dec-10,463126,0,0
(주)노루페인트,90350,Dec-10,20000000,0,0
(주)노루페인트,90350,Dec-10,20463126,0,0
(주)노루페인트,90350,Dec-11,463126,0,0
(주)노루페인트,90350,Dec-11,20000000,0,0
(주)노루페인트,90350,Dec-11,20463126,0,0
(주)노루페인트,90350,Dec-12,20463126,0,0
(주)노루페인트,90350,Dec-12,20000000,0,0
(주)노루페인트,90350,Dec-12,463126,0,0
(주)노루페인트,90350,Dec-13,20000000,0,0
(주)노루페인트,90350,Dec-13,20463126,0,0
(주)노루페인트,90350,Dec-13,463126,0,0
(주)노루페인트,90350,Dec-14,463126,0,0
(주)노루페인트,90350,Dec-14,20000000,0,0
(주)노루페인트,90350,Dec-14,20463126,0,0
(주)노루페인트,90350,Dec-15,463126,0,0
(주)노루페인트,90350,Dec-15,20463126,0,0
(주)노루페인트,90350,Dec-15,20000000,0,0
(주)노루페인트,90350,Dec-16,463126,0,0
(주)노루페인트,90350,Dec-16,20000000,0,0
(주)노루페인트,90350,Dec-16,20463126,0,0
(주)노루페인트,90350,Dec-17,20463126,0,0
(주)노루페인트,90350,Dec-17,20000000,0,0
(주)노루페인트,90350,Dec-17,463126,0,0
(주)노루페인트,90350,Dec-18,20463126,0,0
(주)노루페인트,90350,Dec-18,463126,0,0
(주)노루페인트,90350,Dec-18,20000000,0,0
(주)노루페인트,90350,Dec-19,20000000,0,0
(주)노루페인트,90350,Dec-19,20463126,0,0
(주)노루페인트,90350,Dec-19,463126,0,0
(주)노루페인트,90350,Dec-20,20463126,0,0
(주)노루페인트,90350,Dec-20,463126,0,0
(주)노루페인트,90350,Dec-20,20000000,0,0
(주)노루페인트,90350,Dec-21,20463126,0,0
(주)노루페인트,90350,Dec-21,20000000,0,0
(주)노루페인트,90350,Dec-21,463126,0,0
(주)대동,490,Dec-10,0,0,0
(주)대동,490,Dec-10,23728210,0,3000000
(주)대동,490,Dec-10,23728210,0,3000000
(주)대동,490,Dec-11,23728210,0,3000000
(주)대동,490,Dec-11,0,0,0
(주)대동,490,Dec-11,23728210,0,3000000
(주)대동,490,Dec-12,0,0,0
(주)대동,490,Dec-12,23728210,0,3000000
(주)대동,490,Dec-12,23728210,0,3000000
(주)대동,490,Dec-13,23728210,0,3000000
(주)대동,490,Dec-13,0,0,0
(주)대동,490,Dec-13,23728210,0,3000000
(주)대동,490,Dec-14,23728210,0,3000000
(주)대동,490,Dec-14,0,0,0
(주)대동,490,Dec-14,23728210,0,3000000
(주)대동,490,Dec-15,23728210,0,3000000
(주)대동,490,Dec-15,23728210,0,3000000
(주)대동,490,Dec-15,0,0,0
(주)대동,490,Dec-16,23728210,0,3000000
(주)대동,490,Dec-16,0,0,0
(주)대동,490,Dec-16,23728210,0,3000000
(주)대동,490,Dec-17,23728210,0,3000000
(주)대동,490,Dec-17,0,0,0
(주)대동,490,Dec-17,23728210,0,3000000
(주)대동,490,Dec-18,0,0,0
