,회사명,회계년도,시장가치대장부가치비율
152,금강철강,2018,0.6540597806743965
153,금강철강,2019,0.604596390146297
154,금강철강,2020,0.5903322190511636
155,금강철강,2021,0.7982633724813101
156,대상홀딩스,2010,0.297823531821927
157,대상홀딩스,2011,0.34751932631029414
158,대상홀딩스,2012,0.5275369940676347
159,대상홀딩스,2013,0.33652509155616206
160,대상홀딩스,2014,0.6284533458328999
161,대상홀딩스,2015,0.6954663854084031
162,대상홀딩스,2016,0.35545931785616947
163,대상홀딩스,2017,0.33600549977916494
164,대상홀딩스,2018,0.2602059921341351
165,대상홀딩스,2019,0.20198167796147834
166,대상홀딩스,2020,0.2787537816079405
167,대상홀딩스,2021,0.23571076653353748
168,대정화금,2010,1.8932571173119745
169,대정화금,2011,1.7984612090134264
170,대정화금,2012,1.1972081141328912
171,대정화금,2013,1.1194461985113888
172,대정화금,2014,0.9698316890536964
173,대정화금,2015,1.169349709410444
174,대정화금,2016,1.0561164100513067
175,대정화금,2017,0.9004332436940037
176,대정화금,2018,0.8069868576460676
177,대정화금,2019,0.8865087651812777
178,대정화금,2020,2.129539976439825
179,대정화금,2021,1.1552491116298087
180,대한제당,2010,13.543714837169839
181,대한제당,2011,5.2189234603460015
182,대한제당,2012,5.3808805977174545
183,대한제당,2013,5.748416348958985
184,대한제당,2014,5.022698092960078
185,대한제당,2015,4.273568603710635
186,대한제당,2016,4.806451511277711
187,대한제당,2017,4.885245147487143
188,대한제당,2018,3.7869734713738055
189,대한제당,2019,3.870107229814333
190,대한제당,2020,4.316054656917732
191,대한제당,2021,0.5332800525114664
192,대한제분,2010,0.5591355597906965
193,대한제분,2011,0.511093000592899
194,대한제분,2012,0.3892511084402121
195,대한제분,2013,0.4271246518203045
196,대한제분,2014,0.42067578679350415
197,대한제분,2015,0.4733629362562888
198,대한제분,2016,0.45958804823785393
199,대한제분,2017,0.3960891724491754
200,대한제분,2018,0.39711336659653546
201,대한제분,2019,0.32805890592681913
202,대한제분,2020,0.35929844932429644
203,대한제분,2021,0.29650216462818785
204,세방전지,2010,1.1702101557789264
205,세방전지,2011,1.2546409480646916
206,세방전지,2012,1.1273675061338415
207,세방전지,2013,1.1838727228435013
208,세방전지,2014,0.7911271323876922
209,세방전지,2015,0.7445940493033073
210,세방전지,2016,0.6335073474529401
211,세방전지,2017,0.5622563916758954
212,세방전지,2018,0.5122994945229545
213,세방전지,2019,0.4951219766506449
214,세방전지,2020,0.8489862847198656
215,세방전지,2021,0.876733324306924
216,SK텔레콤,2010,3.0599252673876083
217,SK텔레콤,2011,2.4319168655860985
218,SK텔레콤,2012,2.596080869908363
219,SK텔레콤,2013,3.552847871477095
220,SK텔레콤,2014,3.8461597671080066
221,SK텔레콤,2015,3.067402631803522
222,SK텔레콤,2016,3.0415311738393678
223,SK텔레콤,2017,3.2407686226700636
224,SK텔레콤,2018,2.638814828596038
225,SK텔레콤,2019,2.281955270734561
226,SK텔레콤,2020,2.1348487253549657
227,SK텔레콤,2021,1.0271825931416414
228,태경산업,2010,0.5686082211456172
229,태경산업,2011,0.35597909389886717
230,태경산업,2012,0.35366927009820376
231,태경산업,2013,0.5063943674988743
232,태경산업,2014,0.627671047814104
233,태경산업,2015,0.6564438210281459
234,태경산업,2016,0.5354106815267435
235,태경산업,2017,0.5769898076592321
236,태경산업,2018,0.5255762378545563
237,태경산업,2019,0.486293129827479
238,태경산업,2020,0.4981376017727121
239,태경산업,2021,0.5080246414201027
240,태경케미컬,2010,0.7185982791157032
241,태경케미컬,2011,0.5343431735948823
242,태경케미컬,2012,0.646549672850728
243,태경케미컬,2013,0.7395528031658016
244,태경케미컬,2014,0.6788619128909796
245,태경케미컬,2015,0.7633275612664827
246,태경케미컬,2016,0.6368008530496393
247,태경케미컬,2017,0.5433595514526577
248,태경케미컬,2018,0.4983903382869793
249,태경케미컬,2019,0.5139615416334673
250,태경케미컬,2020,1.3215531371686007
251,태경케미컬,2021,1.0161457228152506
