,종목명,시장구분,사업연도,업종별 배당률,액면가,주당배당금,시가배당률,배당성향,기말주식수,총배당금액,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액
0,AJ네트웍스,KOSPI,2010,,,,,,,,6820,60,0.89,6740,6880,6640,46495,313949850,319328051900
1,AJ네트웍스,KOSPI,2011,,,,,,,,6820,60,0.89,6740,6880,6640,46495,313949850,319328051900
2,AJ네트웍스,KOSPI,2012,,,,,,,,6820,60,0.89,6740,6880,6640,46495,313949850,319328051900
3,AJ네트웍스,KOSPI,2013,,,,,,,,6820,60,0.89,6740,6880,6640,46495,313949850,319328051900
4,AJ네트웍스,KOSPI,2014,,,,,,,,6820,60,0.89,6740,6880,6640,46495,313949850,319328051900
5,AJ네트웍스,KOSPI,2015,0.84,5000,,,,9364459.0,,6820,60,0.89,6740,6880,6640,46495,313949850,319328051900
6,AJ네트웍스,KOSPI,2016,1.3,5000,60.0,1.0,16.449,9364459.0,2809337700.0,6820,60,0.89,6740,6880,6640,46495,313949850,319328051900
7,AJ네트웍스,KOSPI,2017,0.81,1000,86.0,1.2,19.503,46822295.0,4026717370.0,6820,60,0.89,6740,6880,6640,46495,313949850,319328051900
8,AJ네트웍스,KOSPI,2018,1.23,1000,100.0,2.3,8.715,46822295.0,4682229500.0,6820,60,0.89,6740,6880,6640,46495,313949850,319328051900
9,AJ네트웍스,KOSPI,2019,1.04,1000,300.0,6.1,33.342,46822295.0,14046688500.0,6820,60,0.89,6740,6880,6640,46495,313949850,319328051900
10,AJ네트웍스,KOSPI,2020,0.68,1000,210.0,4.6,-296.433,46822295.0,9832681950.0,6820,60,0.89,6740,6880,6640,46495,313949850,319328051900
11,AJ네트웍스,KOSPI,2021,0.43,1000,270.0,5.0,15.752,46822295.0,12087310320.0,6820,60,0.89,6740,6880,6640,46495,313949850,319328051900
12,AK홀딩스,KOSPI,2010,1.03,5000,1500.0,4.2,17.466,6000000.0,8534115000.0,15800,250,1.61,15700,15950,15600,7263,114747200,209311463800
13,AK홀딩스,KOSPI,2011,1.28,5000,750.0,2.1,21.538,8900000.0,6442057500.0,15800,250,1.61,15700,15950,15600,7263,114747200,209311463800
14,AK홀딩스,KOSPI,2012,1.46,5000,150.0,0.67,0.89,7458917.0,1604657100.0,15800,250,1.61,15700,15950,15600,7263,114747200,209311463800
15,AK홀딩스,KOSPI,2013,1.3,5000,200.0,0.5,2.086,11647561.0,2259099000.0,15800,250,1.61,15700,15950,15600,7263,114747200,209311463800
16,AK홀딩스,KOSPI,2014,1.08,5000,350.0,0.5,4.787,13247561.0,4513423250.0,15800,250,1.61,15700,15950,15600,7263,114747200,209311463800
17,AK홀딩스,KOSPI,2015,0.84,5000,500.0,0.8,-17.22,13247561.0,6447747500.0,15800,250,1.61,15700,15950,15600,7263,114747200,209311463800
18,AK홀딩스,KOSPI,2016,1.3,5000,550.0,1.0,5.32,13247561.0,7092522250.0,15800,250,1.61,15700,15950,15600,7263,114747200,209311463800
19,AK홀딩스,KOSPI,2017,,5000,650.0,1.0,4.521,13247561.0,8382071750.0,15800,250,1.61,15700,15950,15600,7263,114747200,209311463800
20,AK홀딩스,KOSPI,2018,,5000,750.0,1.37,4.735,13247561.0,9784121250.0,15800,250,1.61,15700,15950,15600,7263,114747200,209311463800
21,AK홀딩스,KOSPI,2019,,5000,750.0,2.2,17.052,13247561.0,9784121250.0,15800,250,1.61,15700,15950,15600,7263,114747200,209311463800
22,AK홀딩스,KOSPI,2020,,5000,400.0,1.63,-1.963,13247561.0,5218198000.0,15800,250,1.61,15700,15950,15600,7263,114747200,209311463800
23,AK홀딩스,KOSPI,2021,,5000,200.0,1.01,-1.309,13247561.0,2609099000.0,15800,250,1.61,15700,15950,15600,7263,114747200,209311463800
24,APS홀딩스,KOSDAQ,2010,0.28,500,,,,21427271.0,,7960,70,0.89,7890,8050,7700,40024,315352340,162337999160
25,APS홀딩스,KOSDAQ,2011,0.77,500,,,,21538926.0,,7960,70,0.89,7890,8050,7700,40024,315352340,162337999160
26,APS홀딩스,KOSDAQ,2012,0.77,500,,,,21620081.0,,7960,70,0.89,7890,8050,7700,40024,315352340,162337999160
27,APS홀딩스,KOSDAQ,2013,0.77,500,,,,22961863.0,,7960,70,0.89,7890,8050,7700,40024,315352340,162337999160
28,APS홀딩스,KOSDAQ,2014,0.52,500,,,,23409961.0,,7960,70,0.89,7890,8050,7700,40024,315352340,162337999160
29,APS홀딩스,KOSDAQ,2015,0.53,500,,,,23409961.0,,7960,70,0.89,7890,8050,7700,40024,315352340,162337999160
30,APS홀딩스,KOSDAQ,2016,0.62,500,,,3.493,25609961.0,960000000.0,7960,70,0.89,7890,8050,7700,40024,315352340,162337999160
31,APS홀딩스,KOSDAQ,2017,0.75,500,,,0.067,11930928.0,447235840.0,7960,70,0.89,7890,8050,7700,40024,315352340,162337999160
32,APS홀딩스,KOSDAQ,2018,1.01,500,,,19.162,20394221.0,223617920.0,7960,70,0.89,7890,8050,7700,40024,315352340,162337999160
33,APS홀딩스,KOSDAQ,2019,1.05,500,,,,20394221.0,,7960,70,0.89,7890,8050,7700,40024,315352340,162337999160
34,APS홀딩스,KOSDAQ,2020,1.04,500,,,,20394221.0,,7960,70,0.89,7890,8050,7700,40024,315352340,162337999160
35,APS홀딩스,KOSDAQ,2021,1.34,500,100.0,0.8,7.799,20394221.0,1839385200.0,7960,70,0.89,7890,8050,7700,40024,315352340,162337999160
36,AP시스템,KOSDAQ,2010,,,,,,,,16700,450,2.77,16200,16800,16150,61299,1012961350,255199730700
37,AP시스템,KOSDAQ,2011,,,,,,,,16700,450,2.77,16200,16800,16150,61299,1012961350,255199730700
38,AP시스템,KOSDAQ,2012,,,,,,,,16700,450,2.77,16200,16800,16150,61299,1012961350,255199730700
39,AP시스템,KOSDAQ,2013,,,,,,,,16700,450,2.77,16200,16800,16150,61299,1012961350,255199730700
40,AP시스템,KOSDAQ,2014,,,,,,,,16700,450,2.77,16200,16800,16150,61299,1012961350,255199730700
41,AP시스템,KOSDAQ,2015,,,,,,,,16700,450,2.77,16200,16800,16150,61299,1012961350,255199730700
42,AP시스템,KOSDAQ,2016,,,,,,,,16700,450,2.77,16200,16800,16150,61299,1012961350,255199730700
43,AP시스템,KOSDAQ,2017,0.54,500,,,2.317,13679033.0,442306880.0,16700,450,2.77,16200,16800,16150,61299,1012961350,255199730700
44,AP시스템,KOSDAQ,2018,1.2,500,150.0,0.7,9.817,14099511.0,2476534800.0,16700,450,2.77,16200,16800,16150,61299,1012961350,255199730700
45,AP시스템,KOSDAQ,2019,0.85,500,50.0,0.1,11.671,14480227.0,1103050120.0,16700,450,2.77,16200,16800,16150,61299,1012961350,255199730700
46,AP시스템,KOSDAQ,2020,0.47,500,120.0,0.5,8.452,14480227.0,2108917920.0,16700,450,2.77,16200,16800,16150,61299,1012961350,255199730700
47,AP시스템,KOSDAQ,2021,0.42,500,240.0,0.9,6.325,15281421.0,3615872160.0,16700,450,2.77,16200,16800,16150,61299,1012961350,255199730700
48,AP위성,KOSDAQ,2010,,,,,,,,10850,-100,-0.91,10800,11000,10500,203728,2198350500,163642998400
49,AP위성,KOSDAQ,2011,,,,,,,,10850,-100,-0.91,10800,11000,10500,203728,2198350500,163642998400
50,AP위성,KOSDAQ,2012,,,,,,,,10850,-100,-0.91,10800,11000,10500,203728,2198350500,163642998400
51,AP위성,KOSDAQ,2013,,,,,,,,10850,-100,-0.91,10800,11000,10500,203728,2198350500,163642998400
52,AP위성,KOSDAQ,2014,,,,,,,,10850,-100,-0.91,10800,11000,10500,203728,2198350500,163642998400
53,AP위성,KOSDAQ,2015,,,,,,,,10850,-100,-0.91,10800,11000,10500,203728,2198350500,163642998400
54,AP위성,KOSDAQ,2016,0.55,500,,,,15014804.0,,10850,-100,-0.91,10800,11000,10500,203728,2198350500,163642998400
55,AP위성,KOSDAQ,2017,0.26,500,,,,15014804.0,,10850,-100,-0.91,10800,11000,10500,203728,2198350500,163642998400
56,AP위성,KOSDAQ,2018,0.43,500,,,,15014804.0,,10850,-100,-0.91,10800,11000,10500,203728,2198350500,163642998400
57,AP위성,KOSDAQ,2019,0.34,500,70.0,1.0,138.288,15014804.0,985992070.0,10850,-100,-0.91,10800,11000,10500,203728,2198350500,163642998400
58,AP위성,KOSDAQ,2020,0.28,500,,,,15014804.0,,10850,-100,-0.91,10800,11000,10500,203728,2198350500,163642998400
59,AP위성,KOSDAQ,2021,0.28,500,70.0,0.5,53.203,15082304.0,745375120.0,10850,-100,-0.91,10800,11000,10500,203728,2198350500,163642998400
60,BGF,KOSPI,2010,,,,,,,,4075,-55,-1.33,4160,4160,4005,205900,835113580,390045923325
61,BGF,KOSPI,2011,,,,,,,,4075,-55,-1.33,4160,4160,4005,205900,835113580,390045923325
62,BGF,KOSPI,2012,,,,,,,,4075,-55,-1.33,4160,4160,4005,205900,835113580,390045923325
63,BGF,KOSPI,2013,,,,,,,,4075,-55,-1.33,4160,4160,4005,205900,835113580,390045923325
64,BGF,KOSPI,2014,0.68,1000,600.0,0.8,14.57,24640080.0,14784048000.0,4075,-55,-1.33,4160,4160,4005,205900,835113580,390045923325
65,BGF,KOSPI,2015,0.57,1000,1200.0,0.7,19.451,24773964.0,29728393200.0,4075,-55,-1.33,4160,4160,4005,205900,835113580,390045923325
66,BGF,KOSPI,2016,0.83,1000,800.0,1.0,21.47,49547625.0,39637857600.0,4075,-55,-1.33,4160,4160,4005,205900,835113580,390045923325
67,BGF,KOSPI,2017,0.9,1000,200.0,1.4,0.184,32263719.0,6451143000.0,4075,-55,-1.33,4160,4160,4005,205900,835113580,390045923325
68,BGF,KOSPI,2018,,1000,35.0,0.4,7.071,95369179.0,3337641020.0,4075,-55,-1.33,4160,4160,4005,205900,835113580,390045923325
69,BGF,KOSPI,2019,,1000,110.0,2.0,60.108,95716791.0,10527964370.0,4075,-55,-1.33,4160,4160,4005,205900,835113580,390045923325
70,BGF,KOSPI,2020,,1000,110.0,2.2,58.878,95716791.0,10527964370.0,4075,-55,-1.33,4160,4160,4005,205900,835113580,390045923325
71,BGF,KOSPI,2021,,1000,110.0,2.1,29.263,95716791.0,10527964370.0,4075,-55,-1.33,4160,4160,4005,205900,835113580,390045923325
72,BGF리테일,KOSPI,2010,,,,,,,,184000,-4500,-2.39,190000,190000,176000,48229,8838961500,3180238704000
73,BGF리테일,KOSPI,2011,,,,,,,,184000,-4500,-2.39,190000,190000,176000,48229,8838961500,3180238704000
74,BGF리테일,KOSPI,2012,,,,,,,,184000,-4500,-2.39,190000,190000,176000,48229,8838961500,3180238704000
75,BGF리테일,KOSPI,2013,,,,,,,,184000,-4500,-2.39,190000,190000,176000,48229,8838961500,3180238704000
76,BGF리테일,KOSPI,2014,,,,,,,,184000,-4500,-2.39,190000,190000,176000,48229,8838961500,3180238704000
77,BGF리테일,KOSPI,2015,,,,,,,,184000,-4500,-2.39,190000,190000,176000,48229,8838961500,3180238704000
78,BGF리테일,KOSPI,2016,,,,,,,,184000,-4500,-2.39,190000,190000,176000,48229,8838961500,3180238704000
79,BGF리테일,KOSPI,2017,0.9,1000,1000.0,0.5,61.732,17283906.0,17275016000.0,184000,-4500,-2.39,190000,190000,176000,48229,8838961500,3180238704000
80,BGF리테일,KOSPI,2018,1.44,1000,2680.0,1.3,30.027,17283906.0,46297040200.0,184000,-4500,-2.39,190000,190000,176000,48229,8838961500,3180238704000
81,BGF리테일,KOSPI,2019,1.67,1000,2700.0,1.6,30.812,17283906.0,46642540500.0,184000,-4500,-2.39,190000,190000,176000,48229,8838961500,3180238704000
82,BGF리테일,KOSPI,2020,1.53,1000,2400.0,1.7,33.787,17283906.0,41460036000.0,184000,-4500,-2.39,190000,190000,176000,48229,8838961500,3180238704000
83,BGF리테일,KOSPI,2021,1.59,1000,3000.0,2.0,35.102,17283906.0,51825045000.0,184000,-4500,-2.39,190000,190000,176000,48229,8838961500,3180238704000
84,BNGT,KOSDAQ,2010,1.56,500,,,,29764668.0,,4075,0,0.0,0,0,0,0,0,120352455875
85,BNGT,KOSDAQ,2011,1.6,500,,,,31764668.0,,4075,0,0.0,0,0,0,0,0,120352455875
86,BNGT,KOSDAQ,2012,1.58,500,,,,33034318.0,,4075,0,0.0,0,0,0,0,0,120352455875
87,BNGT,KOSDAQ,2013,1.18,500,,,,36970173.0,,4075,0,0.0,0,0,0,0,0,120352455875
88,BNGT,KOSDAQ,2014,0.97,500,,,,39882737.0,,4075,0,0.0,0,0,0,0,0,120352455875
89,BNGT,KOSDAQ,2015,0.69,500,,,,10502030.0,,4075,0,0.0,0,0,0,0,0,120352455875
90,BNGT,KOSDAQ,2016,0.77,500,,,,11965435.0,,4075,0,0.0,0,0,0,0,0,120352455875
91,BNGT,KOSDAQ,2017,0.75,500,,,,14266629.0,,4075,0,0.0,0,0,0,0,0,120352455875
92,BNGT,KOSDAQ,2018,0.88,500,,,,14571042.0,,4075,0,0.0,0,0,0,0,0,120352455875
93,BNGT,KOSDAQ,2019,1.13,500,,,,17067619.0,,4075,0,0.0,0,0,0,0,0,120352455875
94,BNGT,KOSDAQ,2020,0.9,500,,,,19828799.0,,4075,0,0.0,0,0,0,0,0,120352455875
95,BNGT,KOSDAQ,2021,0.73,500,,,,29534345.0,,4075,0,0.0,0,0,0,0,0,120352455875
96,BNK금융지주,KOSPI,2010,,,,,,,,6450,-40,-0.62,6530,6570,6450,875686,5682825640,2102282336700
97,BNK금융지주,KOSPI,2011,,5000,350.0,3.1,55.22,193379899.0,67682964650.0,6450,-40,-0.62,6530,6570,6450,875686,5682825640,2102282336700
98,BNK금융지주,KOSPI,2012,,5000,330.0,2.4,79.338,193379899.0,63815366670.0,6450,-40,-0.62,6530,6570,6450,875686,5682825640,2102282336700
99,BNK금융지주,KOSPI,2013,,5000,280.0,1.8,17.781,193379899.0,54146371720.0,6450,-40,-0.62,6530,6570,6450,875686,5682825640,2102282336700
100,BNK금융지주,KOSPI,2014,,5000,200.0,1.3,5.719,234379899.0,46875979800.0,6450,-40,-0.62,6530,6570,6450,875686,5682825640,2102282336700
101,BNK금융지주,KOSPI,2015,,5000,150.0,1.8,7.237,255935246.0,38388058650.0,6450,-40,-0.62,6530,6570,6450,875686,5682825640,2102282336700
102,BNK금융지주,KOSPI,2016,,5000,230.0,2.6,14.468,325935246.0,74961689930.0,6450,-40,-0.62,6530,6570,6450,875686,5682825640,2102282336700
103,BNK금융지주,KOSPI,2017,,5000,230.0,2.4,17.64,325935246.0,74961689930.0,6450,-40,-0.62,6530,6570,6450,875686,5682825640,2102282336700
104,BNK금융지주,KOSPI,2018,,5000,300.0,3.9,18.169,325935246.0,97776117300.0,6450,-40,-0.62,6530,6570,6450,875686,5682825640,2102282336700
105,BNK금융지주,KOSPI,2019,,5000,360.0,4.6,19.59,325935246.0,117331340760.0,6450,-40,-0.62,6530,6570,6450,875686,5682825640,2102282336700
106,BNK금융지주,KOSPI,2020,,5000,320.0,5.4,18.455,325935246.0,103818134080.0,6450,-40,-0.62,6530,6570,6450,875686,5682825640,2102282336700
107,BNK금융지주,KOSPI,2021,,5000,560.0,6.3,21.778,325935246.0,181681734640.0,6450,-40,-0.62,6530,6570,6450,875686,5682825640,2102282336700
108,BYC,KOSPI,2010,1.06,5000,850.0,0.53,3.277,624615.0,719902450.0,404500,-500,-0.12,405000,405000,400500,18,7230000,252656767500
109,BYC,KOSPI,2011,1.16,5000,530915950.0,0.56,2.622,624615.0,719902450.0,404500,-500,-0.12,405000,405000,400500,18,7230000,252656767500
110,BYC,KOSPI,2012,1.15,5000,850.0,0.5,2.776,624615.0,719902450.0,404500,-500,-0.12,405000,405000,400500,18,7230000,252656767500
111,BYC,KOSPI,2013,0.83,5000,750.0,0.4,4.102,624615.0,636443250.0,404500,-500,-0.12,405000,405000,400500,18,7230000,252656767500
112,BYC,KOSPI,2014,0.17,5000,800.0,0.3,3.56,624615.0,678172850.0,404500,-500,-0.12,405000,405000,400500,18,7230000,252656767500
113,BYC,KOSPI,2015,0.63,5000,850.0,0.2,5.227,624615.0,687718450.0,404500,-500,-0.12,405000,405000,400500,18,7230000,252656767500
114,BYC,KOSPI,2016,0.94,5000,800.0,0.2,3.866,624615.0,678172850.0,404500,-500,-0.12,405000,405000,400500,18,7230000,252656767500
115,BYC,KOSPI,2017,1.04,5000,850.0,0.3,11.63,624615.0,719902450.0,404500,-500,-0.12,405000,405000,400500,18,7230000,252656767500
116,BYC,KOSPI,2018,1.32,5000,1000.0,0.4,9.295,624615.0,845091250.0,404500,-500,-0.12,405000,405000,400500,18,7230000,252656767500
117,BYC,KOSPI,2019,1.32,5000,1100.0,0.5,3.342,624615.0,928550450.0,404500,-500,-0.12,405000,405000,400500,18,7230000,252656767500
118,BYC,KOSPI,2020,1.59,5000,1100.0,0.39,5.078,624615.0,928550450.0,404500,-500,-0.12,405000,405000,400500,18,7230000,252656767500
119,BYC,KOSPI,2021,0.53,5000,1500.0,0.32,4.228,624615.0,1262387250.0,404500,-500,-0.12,405000,405000,400500,18,7230000,252656767500
120,CBI,KOSDAQ,2010,1.18,500,50.0,2.6,21.065,6042030.0,281219950.0,1270,-25,-1.93,1275,1295,1255,224044,284467645,85928240640
121,CBI,KOSDAQ,2011,1.66,500,50.0,2.9,9.958,6042030.0,281219950.0,1270,-25,-1.93,1275,1295,1255,224044,284467645,85928240640
122,CBI,KOSDAQ,2012,1.38,500,50.0,1.5,16.265,6042030.0,281219950.0,1270,-25,-1.93,1275,1295,1255,224044,284467645,85928240640
123,CBI,KOSDAQ,2013,1.04,500,50.0,2.7,32.103,6042030.0,281219950.0,1270,-25,-1.93,1275,1295,1255,224044,284467645,85928240640
124,CBI,KOSDAQ,2014,1.12,500,50.0,2.7,50.218,6042030.0,281219950.0,1270,-25,-1.93,1275,1295,1255,224044,284467645,85928240640
125,CBI,KOSDAQ,2015,0.95,500,25.0,0.9,0.0,6923438.0,162645175.0,1270,-25,-1.93,1275,1295,1255,224044,284467645,85928240640
126,CBI,KOSDAQ,2016,1.0,500,,,,7804845.0,,1270,-25,-1.93,1275,1295,1255,224044,284467645,85928240640
127,CBI,KOSDAQ,2017,0.9,500,,,,8178771.0,,1270,-25,-1.93,1275,1295,1255,224044,284467645,85928240640
128,CBI,KOSDAQ,2018,0.65,500,,,,8178771.0,,1270,-25,-1.93,1275,1295,1255,224044,284467645,85928240640
129,CBI,KOSDAQ,2019,0.41,500,,,,8178771.0,,1270,-25,-1.93,1275,1295,1255,224044,284467645,85928240640
130,CBI,KOSDAQ,2020,0.36,500,,,,8178771.0,,1270,-25,-1.93,1275,1295,1255,224044,284467645,85928240640
131,CBI,KOSDAQ,2021,0.36,100,,,,52809535.0,,1270,-25,-1.93,1275,1295,1255,224044,284467645,85928240640
132,CJ,KOSPI,2010,1.31,5000,800.0,1.0,13.862,28973231.0,22451376100.0,77700,1700,2.24,77000,78500,76300,30313,2357974500,2267052744600
133,CJ,KOSPI,2011,1.48,5000,650.0,0.9,4.181,28992063.0,18494705700.0,77700,1700,2.24,77000,78500,76300,30313,2357974500,2267052744600
134,CJ,KOSPI,2012,1.46,5000,650.0,0.5,18.5,29015122.0,18509692100.0,77700,1700,2.24,77000,78500,76300,30313,2357974500,2267052744600
135,CJ,KOSPI,2013,1.3,5000,950.0,0.9,8.377,29040572.0,27024668300.0,77700,1700,2.24,77000,78500,76300,30313,2357974500,2267052744600
136,CJ,KOSPI,2014,1.08,5000,950.0,0.6,5.321,29084427.0,27066324800.0,77700,1700,2.24,77000,78500,76300,30313,2357974500,2267052744600
137,CJ,KOSPI,2015,0.84,5000,1350.0,0.5,6.983,29133748.0,38481689950.0,77700,1700,2.24,77000,78500,76300,30313,2357974500,2267052744600
138,CJ,KOSPI,2016,1.3,5000,1350.0,0.7,6.764,29176998.0,38540072000.0,77700,1700,2.24,77000,78500,76300,30313,2357974500,2267052744600
139,CJ,KOSPI,2017,,5000,1450.0,0.8,3.638,29176998.0,41386522200.0,77700,1700,2.24,77000,78500,76300,30313,2357974500,2267052744600
140,CJ,KOSPI,2018,,5000,1450.0,1.1,4.655,29176998.0,40969251350.0,77700,1700,2.24,77000,78500,76300,30313,2357974500,2267052744600
141,CJ,KOSPI,2019,,5000,1850.0,1.9,19.19,29176998.0,62145199700.0,77700,1700,2.24,77000,78500,76300,30313,2357974500,2267052744600
142,CJ,KOSPI,2020,,5000,2000.0,2.3,32.928,29176998.0,67174837150.0,77700,1700,2.24,77000,78500,76300,30313,2357974500,2267052744600
143,CJ,KOSPI,2021,,5000,2300.0,2.7,9.571,29176998.0,77234117150.0,77700,1700,2.24,77000,78500,76300,30313,2357974500,2267052744600
144,CJ CGV,KOSPI,2010,1.31,500,250.0,0.9,15.457,20617458.0,5154364500.0,21400,800,3.88,20550,21400,20500,205499,4328769650,874605095800
145,CJ CGV,KOSPI,2011,1.48,500,300.0,1.1,16.019,20617458.0,6185237400.0,21400,800,3.88,20550,21400,20500,205499,4328769650,874605095800
146,CJ CGV,KOSPI,2012,1.46,500,350.0,1.1,9.92,20617458.0,7216110300.0,21400,800,3.88,20550,21400,20500,205499,4328769650,874605095800
147,CJ CGV,KOSPI,2013,1.3,500,350.0,0.8,61.049,21161313.0,7406459550.0,21400,800,3.88,20550,21400,20500,205499,4328769650,874605095800
148,CJ CGV,KOSPI,2014,1.08,500,350.0,0.7,46.233,21161313.0,7406459550.0,21400,800,3.88,20550,21400,20500,205499,4328769650,874605095800
149,CJ CGV,KOSPI,2015,0.84,500,350.0,0.3,14.189,21161313.0,7406459550.0,21400,800,3.88,20550,21400,20500,205499,4328769650,874605095800
150,CJ CGV,KOSPI,2016,1.3,500,350.0,0.5,131.741,21161313.0,7406459550.0,21400,800,3.88,20550,21400,20500,205499,4328769650,874605095800
151,CJ CGV,KOSPI,2017,0.81,500,350.0,0.5,73.799,21161313.0,7406459550.0,21400,800,3.88,20550,21400,20500,205499,4328769650,874605095800
152,CJ CGV,KOSPI,2018,1.23,500,200.0,0.5,-2.245,21161313.0,4232262600.0,21400,800,3.88,20550,21400,20500,205499,4328769650,874605095800
153,CJ CGV,KOSPI,2019,1.04,500,,,,21161313.0,,21400,800,3.88,20550,21400,20500,205499,4328769650,874605095800
154,CJ CGV,KOSPI,2020,0.68,500,,,,35100000.0,,21400,800,3.88,20550,21400,20500,205499,4328769650,874605095800
155,CJ CGV,KOSPI,2021,0.43,500,,,,37953412.0,,21400,800,3.88,20550,21400,20500,205499,4328769650,874605095800
156,CJ ENM,KOSDAQ,2010,0.89,5000,1200.0,0.5,7.614,6070578.0,7065817200.0,103400,6700,6.93,97900,104000,97900,152531,15525396000,2267474523600
157,CJ ENM,KOSDAQ,2011,1.09,5000,2000.0,0.8,13.611,6203265.0,12033890000.0,103400,6700,6.93,97900,104000,97900,152531,15525396000,2267474523600
158,CJ ENM,KOSDAQ,2012,1.06,5000,2000.0,0.7,6.417,6203638.0,12034636000.0,103400,6700,6.93,97900,104000,97900,152531,15525396000,2267474523600
159,CJ ENM,KOSDAQ,2013,0.62,5000,2000.0,0.5,7.228,6204865.0,12037904000.0,103400,6700,6.93,97900,104000,97900,152531,15525396000,2267474523600
160,CJ ENM,KOSDAQ,2014,0.84,5000,2500.0,0.9,14.228,6206878.0,15051862500.0,103400,6700,6.93,97900,104000,97900,152531,15525396000,2267474523600
161,CJ ENM,KOSDAQ,2015,1.19,5000,2500.0,1.3,13.456,6215518.0,15072995000.0,103400,6700,6.93,97900,104000,97900,152531,15525396000,2267474523600
162,CJ ENM,KOSDAQ,2016,1.08,5000,,,,6215518.0,,103400,6700,6.93,97900,104000,97900,152531,15525396000,2267474523600
163,CJ ENM,KOSDAQ,2017,0.98,5000,3000.0,1.2,12.61,6215518.0,18087594000.0,103400,6700,6.93,97900,104000,97900,152531,15525396000,2267474523600
164,CJ ENM,KOSDAQ,2018,1.07,5000,1200.0,0.58,12.788,21926384.0,23557245600.0,103400,6700,6.93,97900,104000,97900,152531,15525396000,2267474523600
165,CJ ENM,KOSDAQ,2019,1.43,5000,1400.0,0.9,46.894,21929154.0,27487500600.0,103400,6700,6.93,97900,104000,97900,152531,15525396000,2267474523600
166,CJ ENM,KOSDAQ,2020,1.4,5000,1600.0,1.2,50.537,21929154.0,33167390400.0,103400,6700,6.93,97900,104000,97900,152531,15525396000,2267474523600
167,CJ ENM,KOSDAQ,2021,0.89,5000,2100.0,1.5,19.13,21929154.0,43532199900.0,103400,6700,6.93,97900,104000,97900,152531,15525396000,2267474523600
168,CJ 바이오사이언스,KOSDAQ,2010,,,,,,,,31850,-1100,-3.34,32950,34400,31850,36781,1213582500,187235703200
169,CJ 바이오사이언스,KOSDAQ,2011,,,,,,,,31850,-1100,-3.34,32950,34400,31850,36781,1213582500,187235703200
170,CJ 바이오사이언스,KOSDAQ,2012,,,,,,,,31850,-1100,-3.34,32950,34400,31850,36781,1213582500,187235703200
171,CJ 바이오사이언스,KOSDAQ,2013,,,,,,,,31850,-1100,-3.34,32950,34400,31850,36781,1213582500,187235703200
172,CJ 바이오사이언스,KOSDAQ,2014,,,,,,,,31850,-1100,-3.34,32950,34400,31850,36781,1213582500,187235703200
173,CJ 바이오사이언스,KOSDAQ,2015,,,,,,,,31850,-1100,-3.34,32950,34400,31850,36781,1213582500,187235703200
174,CJ 바이오사이언스,KOSDAQ,2016,,,,,,,,31850,-1100,-3.34,32950,34400,31850,36781,1213582500,187235703200
175,CJ 바이오사이언스,KOSDAQ,2017,,,,,,,,31850,-1100,-3.34,32950,34400,31850,36781,1213582500,187235703200
176,CJ 바이오사이언스,KOSDAQ,2018,,,,,,,,31850,-1100,-3.34,32950,34400,31850,36781,1213582500,187235703200
177,CJ 바이오사이언스,KOSDAQ,2019,0.64,500,,,,3808948.0,,31850,-1100,-3.34,32950,34400,31850,36781,1213582500,187235703200
178,CJ 바이오사이언스,KOSDAQ,2020,0.48,500,,,,3892348.0,,31850,-1100,-3.34,32950,34400,31850,36781,1213582500,187235703200
179,CJ 바이오사이언스,KOSDAQ,2021,0.5,500,,,,5873672.0,,31850,-1100,-3.34,32950,34400,31850,36781,1213582500,187235703200
180,CJ대한통운,KOSPI,2010,0.54,5000,,,,22812344.0,,115000,2500,2.22,114000,117000,113500,38124,4389202000,2623419560000
181,CJ대한통운,KOSPI,2011,1.14,5000,,,,22812344.0,,115000,2500,2.22,114000,117000,113500,38124,4389202000,2623419560000
182,CJ대한통운,KOSPI,2012,0.41,5000,,,,22812344.0,,115000,2500,2.22,114000,117000,113500,38124,4389202000,2623419560000
183,CJ대한통운,KOSPI,2013,0.4,5000,,,,22812344.0,,115000,2500,2.22,114000,117000,113500,38124,4389202000,2623419560000
184,CJ대한통운,KOSPI,2014,0.28,5000,,,,22812344.0,,115000,2500,2.22,114000,117000,113500,38124,4389202000,2623419560000
185,CJ대한통운,KOSPI,2015,0.46,5000,,,,22812344.0,,115000,2500,2.22,114000,117000,113500,38124,4389202000,2623419560000
186,CJ대한통운,KOSPI,2016,0.87,5000,,,,22812344.0,,115000,2500,2.22,114000,117000,113500,38124,4389202000,2623419560000
187,CJ대한통운,KOSPI,2017,0.83,5000,,,,22812344.0,,115000,2500,2.22,114000,117000,113500,38124,4389202000,2623419560000
188,CJ대한통운,KOSPI,2018,1.02,5000,,,,22812344.0,,115000,2500,2.22,114000,117000,113500,38124,4389202000,2623419560000
189,CJ대한통운,KOSPI,2019,1.02,5000,,,,22812344.0,,115000,2500,2.22,114000,117000,113500,38124,4389202000,2623419560000
190,CJ대한통운,KOSPI,2020,0.57,5000,,,,22812344.0,,115000,2500,2.22,114000,117000,113500,38124,4389202000,2623419560000
191,CJ대한통운,KOSPI,2021,0.4,5000,,,,22812344.0,,115000,2500,2.22,114000,117000,113500,38124,4389202000,2623419560000
