,회사명,회계년도,자산총계,자본총계,부채총계,매출액증가율,영업활동현금흐름,보통주총배당금,상장일,종가,최대주주지분율,외국인지분율,소액주주주식수,우선주자본금,발행주식 보통주,ROA
165,대상홀딩스,2019,2.8963E+12,1.2093E+12,1.687E+12,4.55,1.98064E+11,7242508000,2005-08-17,6740,67.3,4.95,9413401,913482000,36212538,5
166,대상홀딩스,2020,3.06016E+12,1.32598E+12,1.73418E+12,5.68,1.44252E+11,7966758000,2005-08-17,10200,67.3,5.82,11018182,913482000,36212538,5.53
167,대상홀딩스,2021,3.62609E+12,1.49114E+12,2.13496E+12,12.03,23259927000,8691009000,2005-08-17,9700,67.3,4,11272534,913482000,36212538,4.27
168,대정화금,2010,64030764000,48613051000,15417713000,20.49,4647603000,2463182000,2010-12-20,12800,53.4,1.19,2062198,,5537272,9.58
169,대정화금,2011,70646746000,54573786000,16072960000,25.46,6053432000,2317000000,2010-12-20,13650,52.73,0.38,2203469,,5793026,10.12
170,대정화금,2012,68188733000,56035661000,12153072000,-1.53,6351821000,1585000000,2010-12-20,9330,52.73,0.94,2609409,,5793026,5.26
171,대정화금,2013,89439265000,65837472000,23601793000,4.24,6069119000,1448257000,2010-12-20,10250,52.73,0.75,2716359,,5793026,12.43
172,대정화금,2014,98651066000,71100842000,27550224000,5.03,5924074000,1448257000,2010-12-20,9590,52.73,0.52,2778626,,5793026,6.93
173,대정화금,2015,1.00214E+11,79937663000,20276021000,-4.44,11683489000,1512182000,2010-12-20,13000,50.91,0.54,2778626,,6048727,7.7
174,대정화금,2016,1.12214E+11,86125398000,26088493000,5.28,7432678000,1512182000,2010-12-20,12650,50.92,1.05,2887241,,6048727,7.08
175,대정화금,2017,1.12266E+11,98221395000,14044107000,9.11,8881111000,1674580000,2010-12-20,12300,50.49,1.22,2751400,,6202147,6.53
176,대정화금,2018,1.28672E+11,1.14496E+11,14176696000,11.03,8923089000,2130117000,2010-12-20,12850,52.02,1.87,3026919,,7100391,8.33
177,대정화금,2019,1.51327E+11,1.21258E+11,30069420000,7.82,10766523000,2130117000,2010-12-20,14950,52.02,3.9,3003671,,7100391,4.33
178,대정화금,2020,1.61004E+11,1.27969E+11,33035042000,0.73,8986317000,2135457000,2010-12-20,37900,51.76,0.62,3192670,,7135391,5.71
179,대정화금,2021,1.62971E+11,1.35063E+11,27907715000,10.9,9464957000,2151957000,2010-12-20,21700,51.37,0.76,3332926,,7190391,5.21
180,대한제당,2010,1.53724E+12,4.02959E+11,1.13428E+12,0.87,54619894000,3444460000,1968-12-17,60600,46.87,2.23,1475459,1620690000,3754360,0.63
181,대한제당,2011,1.59583E+12,4.13244E+11,1.18259E+12,6.76,2617464000,2496154000,1968-12-17,23950,49.54,4.43,2497497,1620690000,7508720,1.21
182,대한제당,2012,1.62072E+12,4.34194E+11,1.18652E+12,5.48,-27344396000,4210229000,1968-12-17,25950,49.17,3.63,2406492,1620690000,7508720,1.81
183,대한제당,2013,1.57005E+12,4.43986E+11,1.12606E+12,-8.2,1.05713E+11,3328205000,1968-12-17,28350,48.85,4.19,1528002,1620690000,7508720,0.65
184,대한제당,2014,1.56133E+12,4.47508E+11,1.11383E+12,-3.15,-12338169000,4393231000,1968-12-17,24950,49.4,4.77,2132820,1944830000,8840002,0.42
185,대한제당,2015,1.54168E+12,4.24867E+11,1.11681E+12,-1.15,-7328788000,3594461000,1968-12-17,20150,48.96,3.34,2240116,1944830000,8840002,-1.13
186,대한제당,2016,1.21059E+12,4.49826E+11,7.60761E+11,-4.97,86912335000,5367500000,1968-12-17,24000,49.31,2.68,2216330,1944830000,8840002,1.64
187,대한제당,2017,1.15287E+12,4.51782E+11,7.01088E+11,0.81,10536903000,4541731000,1968-12-17,24500,49.08,2.67,2038585,1944830000,8840002,0.91
188,대한제당,2018,1.13545E+12,4.5197E+11,6.83477E+11,-5.06,12613990000,4541731000,1968-12-17,19000,49.18,2.33,2146467,1944830000,8840002,0.85
189,대한제당,2019,1.14315E+12,4.64321E+11,6.78825E+11,-0.47,8509710000,5668442000,1968-12-17,19950,49.13,1.83,1938339,1944830000,8840002,1.27
190,대한제당,2020,1.14624E+12,4.78569E+11,6.67673E+11,0.84,64757973000,7455883000,1968-12-17,22950,48.41,1.9,2048507,1620690000,8969658,1.98
191,대한제당,2021,1.18229E+12,5.11199E+11,6.71091E+11,0,-11839308000,9866624000,1968-12-17,3020,48.38,2.4,28440225,3241380000,89696580,1.71
192,대한제분,2010,7.92871E+11,5.47077E+11,2.45794E+11,1.22,48265771000,5338918000,1970-11-25,181000,35.82,13.01,710747,0,1690000,5.79
193,대한제분,2011,8.4515E+11,5.58822E+11,2.86328E+11,3.41,7712144000,5339000000,1970-11-25,169000,35.82,12.21,663809,0,1690000,0.64
194,대한제분,2012,8.9969E+11,6.03492E+11,2.96198E+11,18.4,20664453000,4107000000,1970-11-25,139000,36.7,8.23,818261,0,1690000,3.64
195,대한제분,2013,8.97265E+11,6.07352E+11,2.89913E+11,-2.84,60212350000,3285488000,1970-11-25,153500,36.82,8.9,817177,0,1690000,2.05
196,대한제분,2014,9.00382E+11,6.24697E+11,2.75685E+11,0.57,71566460000,4106860000,1970-11-25,155500,39.43,14.89,801917,0,1690000,4.1
197,대한제분,2015,8.95426E+11,6.56917E+11,2.38509E+11,-5.04,53616382000,3285488000,1970-11-25,184000,41.58,15.55,734391,0,1690000,3.81
198,대한제분,2016,8.67495E+11,6.61897E+11,2.05598E+11,-2.22,86171246000,3285488000,1970-11-25,180000,41.03,12.62,701259,0,1690000,3.11
199,대한제분,2017,8.73462E+11,7.10408E+11,1.63054E+11,0.41,43364428000,3290448000,1970-11-25,166500,41.9,13.41,677647,0,1690000,5.86
200,대한제분,2018,9.1969E+11,7.49005E+11,1.70685E+11,6.63,12634599000,4113060000,1970-11-25,176000,41.9,13.55,609173,0,1690000,5.74
201,대한제분,2019,1.00511E+12,7.59848E+11,2.4526E+11,8.01,3331984000,3290448000,1970-11-25,147500,41.76,13.73,578182,0,1690000,1.77
202,대한제분,2020,1.08488E+12,7.80799E+11,3.04081E+11,3.9,47687236000,3290448000,1970-11-25,166000,42.59,10.47,606525,0,1690000,1.99
203,대한제분,2021,1.3216E+12,8.80618E+11,4.4098E+11,14.54,28657927000,4113060000,1970-11-25,154500,42.43,8.13,714850,0,1690000,7.26
204,세방전지,2010,5.93935E+11,3.92408E+11,2.01526E+11,25.99,1.11987E+11,4200000000,1987-11-28,32800,44.74,25.5,4182648,,14000000,16.78
205,세방전지,2011,7.12634E+11,4.90419E+11,2.22215E+11,20.71,82962269000,4900000000,1987-11-28,43950,44.74,26.91,3988759,,14000000,16.13
206,세방전지,2012,7.72556E+11,5.85523E+11,1.87033E+11,-11.27,1.45855E+11,4900000000,1987-11-28,47150,41.42,26.32,4418979,,14000000,13.18
207,세방전지,2013,8.70158E+11,6.48043E+11,2.22115E+11,8.56,56648993000,4200000000,1987-11-28,54800,41.42,25.22,3352230,,14000000,8.53
208,세방전지,2014,9.27726E+11,6.99003E+11,2.28723E+11,4,76015357000,4168312000,1987-11-28,39500,41.48,28.82,4295692,,14000000,6.83
209,세방전지,2015,1.00138E+12,7.6807E+11,2.33315E+11,0,67799586000,4810112000,1987-11-28,40850,41.5,34.1,4415643,0,14000000,7.85
210,세방전지,2016,1.08648E+12,8.2651E+11,2.59971E+11,0.37,79426030000,4810112000,1987-11-28,37400,41.5,36.52,4537064,0,14000000,6.01
211,세방전지,2017,1.14535E+12,8.90163E+11,2.5519E+11,15.76,83221265000,5497271000,1987-11-28,35750,41.48,36.64,3588458,0,14000000,5.97
212,세방전지,2018,1.26793E+12,9.82433E+11,2.85497E+11,6.28,1.4894E+11,6872188000,1987-11-28,35950,41.49,36.21,3647046,0,14000000,8
213,세방전지,2019,1.51069E+12,1.05469E+12,4.55999E+11,-3.55,54566525000,6872188000,1987-11-28,37300,41.48,37.73,3731419,0,14000000,5.64
214,세방전지,2020,1.51434E+12,1.13618E+12,3.78161E+11,9.99,1.85197E+11,6701015000,1987-11-28,68900,41.54,27.53,4089786,0,14000000,4.41
215,세방전지,2021,1.68441E+12,1.212E+12,4.72409E+11,7.92,11592198000,8043666000,1987-11-28,75900,41.55,26.11,3976003,0,14000000,5.33
216,SK텔레콤,2010,2.31324E+13,1.2408E+13,1.07244E+13,6.62,4.3434E+12,6.69543E+11,1989-11-07,173500,23.23,49,22610527,0,80745711,7.63
217,SK텔레콤,2011,2.4366E+13,1.27327E+13,1.16333E+13,2.71,6.30639E+12,6.56533E+11,1989-11-07,141500,25.22,40.96,24843976,0,80745711,6.66
218,SK텔레콤,2012,2.55956E+13,1.28548E+13,1.27408E+13,2.27,3.99966E+12,6.55133E+11,1989-11-07,152500,25.22,44.14,25939500,0,80745711,4.47
219,SK텔레콤,2013,2.65765E+13,1.41666E+13,1.241E+13,1.85,3.55857E+12,6.66374E+11,1989-11-07,230000,25.22,48.01,30867631,0,80745711,6.17
220,SK텔레콤,2014,2.79412E+13,1.52483E+13,1.2693E+13,3.38,3.67739E+12,6.66802E+11,1989-11-07,268000,25.23,43.47,32509480,0,80745711,6.6
221,SK텔레콤,2015,2.85814E+13,1.53741E+13,1.32073E+13,-0.16,3.77813E+12,7.08112E+11,1989-11-07,215500,25.22,39.38,33220219,0,80745711,5.36
222,SK텔레콤,2016,3.12977E+13,1.61164E+13,1.51812E+13,-0.26,4.24317E+12,7.06092E+11,1989-11-07,224000,25.22,40.78,34275422,0,80745711,5.54
223,SK텔레콤,2017,3.34287E+13,1.80292E+13,1.53995E+13,2.51,3.85582E+12,7.06092E+11,1989-11-07,267000,25.22,41.43,33953935,0,80745711,8.21
224,SK텔레콤,2018,4.23691E+13,2.23493E+13,2.00199E+13,-3.69,4.33258E+12,7.17438E+11,1989-11-07,269500,26.78,41.83,33196466,0,80745711,8.26
225,SK텔레콤,2019,4.46116E+13,2.28235E+13,2.17881E+13,5.15,3.98608E+12,7.30098E+11,1989-11-07,238000,26.78,37.19,33249477,0,80745711,1.98
226,SK텔레콤,2020,4.7907E+13,2.43962E+13,2.35107E+13,4.96,5.82188E+12,7.15081E+11,1989-11-07,238000,26.78,33.94,31513010,0,80745711,3.24
227,SK텔레콤,2021,3.09113E+13,1.23351E+13,1.85761E+13,0,5.03128E+12,7.1699E+11,1989-11-07,57900,30.02,44.56,112345220,0,218833144,7.83
228,태경산업,2010,3.84415E+11,2.40571E+11,1.43844E+11,15.48,34167794000,4384313000,1996-01-30,4680,61.48,2.47,7107304,0,29228750,8.92
229,태경산업,2011,4.22191E+11,2.59872E+11,1.62319E+11,19.5,32449599000,4384000000,1996-01-30,3165,61.52,2.34,8819471,0,29228750,6.34
230,태경산업,2012,4.2878E+11,2.76032E+11,1.52748E+11,1.62,30065522000,4384000000,1996-01-30,3340,61.69,2.02,8515938,0,29228750,5.77
231,태경산업,2013,4.35097E+11,2.8167E+11,1.53427E+11,9.58,34314722000,4384312000,1996-01-30,4880,61.69,7.8,7163129,0,29228750,1.77
232,태경산업,2014,4.31308E+11,2.70089E+11,1.61219E+11,-8.56,24053636000,4384313000,1996-01-30,5800,61.69,6.69,6392036,0,29228750,1.67
233,태경산업,2015,4.67026E+11,2.5736E+11,2.09667E+11,-13.2,23114076000,5261175000,1996-01-30,5780,61.69,4.98,5524349,0,29228750,-1.85
234,태경산업,2016,4.98398E+11,2.62584E+11,2.35814E+11,25.67,17418271000,5845750000,1996-01-30,4810,61.95,4.21,5669719,0,29228750,0.9
235,태경산업,2017,4.7456E+11,2.63418E+11,2.11142E+11,26.77,39875269000,5845750000,1996-01-30,5200,61.94,3.46,5834837,0,29228750,1.59
236,태경산업,2018,5.42741E+11,3.10319E+11,2.32422E+11,-0.05,18276637000,6365828000,1996-01-30,5580,63.47,5.13,5181618,0,29228750,2.84
237,태경산업,2019,5.61358E+11,3.43201E+11,2.18157E+11,-7.79,59780169000,10686738000,1996-01-30,5710,63.74,3.85,6180649,0,29228750,4.63
238,태경산업,2020,5.41292E+11,3.45602E+11,1.9569E+11,-17.12,26642658000,6844000000,1996-01-30,5890,63.54,3.41,6217160,0,29228750,1.58
239,태경산업,2021,5.84726E+11,3.85479E+11,1.99248E+11,20,61684300000,7625616000,1996-01-30,6700,61.97,2.51,8837039,0,29228750,5.02
240,태경케미컬,2010,85655196000,72076432000,13578764000,0,11372215000,1740000000,2003-01-28,4465,57.43,1.42,3726923,0,11600000,16.14
241,태경케미컬,2011,84348411000,71313721000,13034690000,34.69,7202510000,1740000000,2003-01-28,3285,57.43,0.51,3992186,0,11600000,9.21
242,태경케미컬,2012,90176361000,77327392000,12848969000,4.32,8920709000,1740000000,2003-01-28,4310,57.43,3.28,3799434,0,11600000,8.25
243,태경케미컬,2013,1.01277E+11,86582053000,14694603000,-7.07,9282497000,1740000000,2003-01-28,5520,57.43,3.88,3654012,0,11600000,4.36
244,태경케미컬,2014,1.13104E+11,94664318000,18439657000,4,11142902000,1740000000,2003-01-28,5540,57.43,2.58,3926010,0,11600000,5.7
245,태경케미컬,2015,1.17932E+11,97714276000,20217782000,-5.66,4362723000,1740000000,2003-01-28,6430,57.43,1.08,3973117,0,11600000,4.64
246,태경케미컬,2016,1.13087E+11,95634294000,17452560000,0.84,4768519000,1740000000,2003-01-28,5250,57.43,0.2,3860138,0,11600000,3.31
247,태경케미컬,2017,1.10661E+11,97456647000,13204198000,-4.77,6340579000,1740000000,2003-01-28,4565,57.43,0.35,3964460,0,11600000,1.47
248,태경케미컬,2018,1.23194E+11,1.07996E+11,15198729000,-2.96,4865881000,1728514000,2003-01-28,4640,57.43,1.38,4225666,0,11600000,2.49
249,태경케미컬,2019,1.35621E+11,1.18491E+11,17130138000,-11.82,33178255000,1715316000,2003-01-28,5250,59.11,4.02,3727867,0,11600000,7.59
250,태경케미컬,2020,1.40679E+11,1.24202E+11,16477000000,12.5,8776365000,2266780000,2003-01-28,14150,58.76,1.67,3828889,0,11600000,5.6
251,태경케미컬,2021,1.60746E+11,1.40984E+11,19762173000,14.89,13387497000,2493458000,2003-01-28,12350,58.76,2.1,3650034,0,11600000,7.24
