,roa,cashflow,g,lvrg,주식수익률,시장가치대장부가치비율,주식수익률변동성,roa변동성,외국인지분율,dps,시가배당률,dy변화,price
204,8.21,0.115344599,2.51,0.460667032,0.191963362,1.195788212,0.027272516,0.670024875,41.43,3245,3.29,-0.139304172,98518
205,8.26,0.102258014,-3.69,0.472511807,0.009377646,0.973675646,0.031809891,1.596026316,41.83,3297,3.32,-0.010582109,99441
206,1.98,0.089350752,5.15,0.488395395,-0.116884234,0.84200404,0.021557417,1.556159803,37.19,3356,3.82,0.099171188,87818
207,3.24,0.121524621,4.96,0.490757092,0,0.787724286,0.04062445,3.611412466,33.94,3286,3.74,0.003846159,87818
208,7.83,0.162765073,0,0.60094852,0.409994155,1.027185758,0.040676227,3.322308434,44.56,3295,5.69,0.250034018,57900
209,6.34,0.076859997,19.5,0.384468167,-0.323717949,0.355979073,0.039972124,0.640494601,2.34,154,4.87,0.309996563,3165
210,5.77,0.07011876,1.62,0.356238631,0.055292259,0.35366923,0.026279184,1.627953726,2.02,154,4.61,-0.044530955,3340
211,1.77,0.078866832,9.58,0.352627115,0.461077844,0.506395072,0.033490469,1.678481457,7.8,154,3.16,-0.299285256,4880
212,1.67,0.055769047,-8.56,0.373790887,0.18852459,0.627669953,0.023993693,2.490307879,6.69,154,2.66,-0.125490797,5800
213,-1.85,0.049492054,-13.2,0.448940744,-0.003448276,0.656443018,0.023235187,2.338803113,4.98,185,3.20,0.135270826,5780
214,0.9,0.034948517,25.67,0.473143953,-0.167820069,0.535410716,0.018934968,2.061746832,4.21,205,4.26,0.227513551,4810
215,1.59,0.084025769,26.77,0.444921612,0.081081081,0.576989803,0.017353354,1.850486423,3.46,205,3.94,-0.061957875,5200
216,2.84,0.033674694,-0.05,0.42823741,0.073076923,0.525576665,0.059334038,1.819899265,5.13,223,4.00,0.018386626,5580
217,4.63,0.106492059,-7.79,0.388623659,0.023297491,0.486292763,0.037192723,0.98337853,3.85,375,6.57,0.414867461,5710
218,1.58,0.049220491,-17.12,0.361523909,0.031523643,0.498137561,0.049436733,1.527972513,3.41,240,4.07,-0.398802858,5890
219,5.02,0.105492658,20,0.340754473,0.137521222,0.508024108,0.051570433,1.532655647,2.51,267,3.99,-0.005994024,6700
220,9.21,0.08538999,34.69,0.154533913,-0.264277716,0.534343174,0.063125615,3.114674943,0.51,154,4.69,0.244922997,3285
221,8.25,0.098925138,4.32,0.142487109,0.312024353,0.646549673,0.067778406,3.611735502,3.28,154,3.57,-0.217772008,4310
222,4.36,0.091654542,-7.07,0.14509319,0.280742459,0.739552803,0.047043705,4.305008711,3.88,154,2.79,-0.185899378,5520
223,5.7,0.09851908,4,0.163032757,0.003623188,0.678861913,0.038901232,2.568274388,2.58,154,2.78,-0.002691792,5540
224,4.64,0.036993547,-5.66,0.171435929,0.160649819,0.763327561,0.04026098,1.976115719,1.08,154,2.40,-0.108059573,6430
225,3.31,0.042166818,0.84,0.154328614,-0.183514774,0.636800853,0.028353033,0.706823882,0.2,154,2.93,0.147694879,5250
226,1.47,0.057297322,-4.77,0.119321152,-0.13047619,0.543359551,0.02203526,1.197539143,0.35,154,3.37,0.105619549,4565
227,2.49,0.039497711,-2.96,0.123372315,0.016429354,0.498388829,0.032839582,1.591822854,1.38,153,3.30,-0.01408474,4640
228,7.59,0.24463951,-11.82,0.12630889,0.131465517,0.513963086,0.065410916,0.921809814,4.02,151,2.88,-0.09153481,5250
229,5.6,0.062385751,12.5,0.117124802,1.695238095,1.321556819,0.129265915,3.278841259,1.67,200,1.41,-0.471040436,14150
230,7.24,0.083283547,14.89,0.122940372,-0.127208481,1.016143676,0.08683066,2.570415012,2.1,220,1.78,0.14282418,12350
