회사명,회계년도,roa변동성
태경케미컬,2012,3.6117355015744614
태경케미컬,2013,4.30500871079258
태경케미컬,2014,2.5682743882485246
태경케미컬,2015,1.9761157186089406
태경케미컬,2016,0.70682388188289
태경케미컬,2017,1.197539143410351
태경케미컬,2018,1.5918228544659097
태경케미컬,2019,0.9218098140795258
태경케미컬,2020,3.278841258737604
태경케미컬,2021,2.5704150118868605
한섬,2011,1.0848655830716214
한섬,2012,1.3200505040843415
한섬,2013,2.1742814905158885
한섬,2014,3.649251064716341
한섬,2015,2.196026715077339
한섬,2016,1.9580943116544125
한섬,2017,1.8655919525269626
한섬,2018,1.298627480586085
한섬,2019,0.682348884369303
한섬,2020,1.01692346483566
한섬,2021,0.3609709129556398
한화,2011,0.9529428104561154
한화,2012,0.9787236586493655
한화,2013,0.9976138197385466
한화,2014,0.9171877306927592
한화,2015,1.1550036074979737
한화,2016,0.2451530134426248
한화,2017,0.5237365750069397
한화,2018,0.43615746392023746
한화,2019,0.21126602503321093
한화,2020,0.3499999999999998
한화,2021,0.18339392937971852
현대백화점,2011,0.23158871590242386
현대백화점,2012,0.1637070554374497
현대백화점,2013,1.0622617379911599
현대백화점,2014,1.5213590415590046
현대백화점,2015,1.0202614044122869
현대백화점,2016,0.7226571340084674
현대백화점,2017,0.22188585654190002
현대백화점,2018,0.2615976554431109
현대백화점,2019,0.4331281565541532
현대백화점,2020,0.612943716828876
현대백화점,2021,1.4852721411691958
