,회사명,회계년도,log(age),roa,cashflow,g,lvrg,주식수익률,시장가치대장부가치비율,최대주주지분율,주식수익률변동성,roa변동성,외국인지분율,소액주주지분율,총배당금,dps,시가배당률,dy변화,log시총,price
69,LF,2019,2.6390573296152584,3.41,0.0633362707012035,8.5,0.4243007202756989,-0.255533199195171,0.3887347830461216,39.95,0.0405274348795648,0.8405553719614673,30.47,0.48123047195622437,14620000000.0,500.0,2.7,0.2063927408893946,27.016574203912267,18500
70,LF,2020,2.70805020110221,1.17,0.12325968767140967,-13.03,0.429540541412577,-0.2054054054054054,0.30388993368306444,44.81,0.0556070721557352,0.8082903768654437,22.96,0.41710721614227086,14230000000.0,500.0,3.4,0.1732717212740366,26.78665096561268,14700
71,LF,2021,2.772588722239781,5.42,0.12232344538278096,11.34,0.4103551949125196,0.1734693877551021,0.33662580003603915,47.74,0.0350264429451572,1.9288684074693327,23.97,0.45528464432284543,17076000000.0,600.0,3.48,0.0180185055026782,26.94661561530536,17250
73,유니드,2011,2.0794415416798357,8.3,-0.03656544395488887,18.73,0.506605884222531,-0.072594259988745,0.7083715434215595,55.6,0.0404961389449657,4.118887390222429,5.8,0.2707695242069597,4939000000.0,750.0,1.47,-0.1943941380282239,26.541855147656324,51100
74,유니드,2012,2.1972245773362196,0.5,0.11709508683615591,-5.03,0.44034862563783833,-0.2524535669058674,0.5331350330944766,55.66,0.0420800297034725,3.614281855823275,6.04,0.3022012373750374,4880000000.0,749.9,1.96,0.1809711176960831,26.250906166059195,38200
75,유니드,2013,2.302585092994046,4.17,0.05961522297852631,5.17,0.43885061959922445,0.5497794247397212,0.7886437812555633,55.66,0.04767958708596,6.4923057023936686,5.44,0.2467618790327026,6585069000.0,1000.0,1.69,-0.0956480747222212,26.688992192336627,59200
76,유니드,2014,2.3978952727983707,5.34,0.0752718037589536,-1.87,0.3631245880977694,-0.0287158700157128,0.7150020063561362,54.3,0.0291593769840654,3.902260028923413,5.15,0.34079627715366384,7243576000.0,1100.0,1.91,0.0786118875696535,26.659855598249973,57500
77,유니드,2015,2.4849066497880004,7.59,-0.00342396774722466,5.84,0.41436810987548345,0.0714620650848729,0.6690939628253523,47.27,0.0345199187102009,2.5253184617654383,7.18,0.306621837978466,9778827000.0,1100.1,2.41,0.1585592101120241,26.730273523923977,45700
78,유니드,2016,2.5649493574615367,4.65,0.17474158849041824,4.61,0.3964949655132884,-0.0218818380743982,0.6290162472971561,46.79,0.0431343377119267,1.738188712424522,7.75,0.3136253362404713,9777886000.0,1100.0,2.46,0.0145562977742075,26.70814872764334,44700
79,유니드,2017,2.6390573296152584,3.8,-0.01706073305484436,2.9,0.41653056641063646,0.041387024608501,0.6371523858830123,46.71,0.0255775314448971,1.5374329253661818,7.21,0.3255960763311568,9777886000.0,1100.0,2.36,-0.02932761509452,26.748702229746893,46550
80,유니드,2018,2.70805020110221,3.23,0.04942238141492634,6.77,0.41050941665317575,-0.0977443609022556,0.5696643653679204,45.96,0.0460057495855922,1.9887265607250664,5.77,0.38117456067559347,9778827000.0,1100.0,2.62,0.0745330518625668,26.645844844307184,42000
81,유니드,2019,2.772588722239781,6.17,0.06734621895585763,7.51,0.34142935454199147,0.1130952380952381,0.586335896200528,45.63,0.0217137654092927,0.7145861273026191,6.0,0.3887034900391379,10667812000.0,1200.0,2.57,-0.013908430046132,26.75298948175851,46750
82,유니드,2020,2.833213344056216,6.99,0.1408792012776702,1.75,0.3022841031772232,0.0331550802139037,0.5490799425318224,46.58,0.0493949568629983,1.55913437522236,11.53,0.4202771634999628,12224580000.0,1400.0,2.9,0.088410957344053,26.785606786682344,48300
83,유니드,2021,2.8903717578961645,13.54,0.09035252391093039,0.0,0.2631278242351841,1.0807453416149069,0.8996448678922677,45.44,0.0779069972424581,1.9771022566709464,14.52,0.4855053120735653,14844133000.0,1700.0,1.69,-0.3714353595218529,27.518332953522947,100500
85,유한양행,2011,3.912023005428146,7.24,0.055079167015455795,2.36,0.15017693121371006,-0.2651197604790419,1.274674877811988,15.63,0.0487310593444047,0.8072174428244224,35.01,0.4278102955145847,12914286000.0,1250.0,0.98,0.2256719976675684,27.9830500141924,127500
86,유한양행,2012,3.9318256327243257,5.95,0.051586042848590245,14.31,0.15313952162385608,0.3568445711957628,1.6253807671670046,15.62,0.0394065990916019,2.1752241263833008,25.97,0.5043648329269388,12899430000.0,1250.0,0.72,-0.1407725538810821,28.2882252440917,173000
87,유한양행,2013,3.9512437185814275,5.93,0.05269454414552468,21.53,0.18872434724598242,0.0808842848027624,1.699599615037152,15.56,0.0379547602271746,2.5008198655640888,24.6,0.4788624050508288,15273018000.0,1500.0,0.8,0.0454623740767573,28.366042266448503,187000
88,유한양행,2014,3.970291913552122,5.81,0.05840804779791704,7.83,0.2104661596440528,-0.0935481630668796,1.4830058846342073,15.56,0.0286165560948244,0.7506219643291263,24.83,0.48002151257659015,17624731000.0,1750.0,1.03,0.1202491281515769,28.267786576414423,169500
89,유한양행,2015,3.9889840465642745,7.21,0.06713449234974712,10.93,0.2746267942329272,0.6076463377260191,2.2300851810150504,15.52,0.0556029873201438,0.0757187779438755,32.18,0.5071811405216351,20074690000.0,2000.0,0.73,-0.1599143845440084,28.74257226369722,272500
90,유한양행,2016,4.007333185232471,8.21,0.036239619441430344,17.02,0.2685264475009042,-0.2356669684983081,1.4878821466320828,15.52,0.0516757260088467,0.7759725081040669,29.0,0.49697082621313554,20074690000.0,2000.0,1.0,0.1450257720502576,28.43074788592384,199500
91,유한양행,2017,4.02535169073515,5.3,0.06021234848448682,10.71,0.23313839411458606,0.1455605437086917,1.5916572511792217,15.52,0.0373691150443475,1.2055427546683366,23.79,0.5416719813034506,21279010000.0,2000.0,0.91,-0.0460439385014068,28.56900728025949,219000
92,유한양행,2018,4.04305126783455,2.73,0.04298978889599367,3.87,0.24016680390650516,-0.0241665532725541,1.5127073932149995,15.57,0.0589018316110656,1.4785240388080676,21.87,0.49704030205037875,22251156000.0,2000.0,0.98,0.0359936026479054,28.54603619169933,204500
93,유한양행,2019,4.060443010546419,1.71,0.031166357925562063,-2.53,0.22067305875684867,0.2080486376439747,1.8327092995837857,15.6,0.0306149991798558,2.741757343991863,20.36,0.43238978439186,23310570000.0,2000.0,0.85,-0.0679112056162104,28.73686972499494,236500
94,유한양행,2020,4.07753744390572,8.44,0.012045125589090544,9.42,0.22854206357164344,0.6592330955514001,2.7209096463784426,15.66,0.049472238271719,1.849927926523978,20.3,0.5254849730341606,24469858000.0,400.0,0.53,-0.1899179036858893,29.24463956393396,75100
95,유한양행,2021,4.0943445622221,4.02,0.040181859802501003,0.0,0.21427098680498902,-0.1359759575918634,2.2459814985825313,15.74,0.032896429824857,3.62715223465094,16.89,0.4495985799314275,25608803000.0,400.0,0.64,0.0694285064317629,29.100120693302134,62100
97,한섬,2011,2.772588722239781,11.64,0.07226397978480435,11.96,0.11343217786753355,0.6229508196721312,1.0388420245398773,34.64,0.0518585201317533,1.0848655830716214,26.72,0.3396882257409663,10326000000.0,470.0,1.58,-0.177140198051957,27.31837809488751,29700
98,한섬,2012,2.833213344056216,7.69,0.07624518547935767,-2.45,0.13088331732975647,-0.0084175084175084,0.955162805519599,34.64,0.0545280918604529,1.3200505040843415,21.86,0.36062200568412506,6591000000.0,300.0,1.02,-0.2446918875204127,27.309924959176453,29450
99,한섬,2013,2.8903717578961645,4.35,0.03168966669659514,-5.15,0.20658127076287672,0.0713073005093378,0.9770626629063307,34.64,0.0383783615301676,2.1742814905158885,18.86,0.35924198132358914,6590878000.0,300.0,0.95,-0.0352681388374579,27.37880463806608,31550
100,한섬,2014,2.9444389791664403,3.55,0.006709917576127604,11.49,0.2132851255437686,0.0316957210776545,0.9721590316564525,34.64,0.0373823353876315,3.649251064716341,14.67,0.3146411693057247,6590878000.0,300.0,0.92,-0.0155041865359651,27.41000841773344,32550
101,한섬,2015,2.995732273553991,7.27,0.0478346936878506,17.5,0.13170425005039318,0.2473118279569892,1.2028103078299863,34.64,0.0412544673222011,2.196026715077339,17.02,0.26530174583840843,6590878000.0,300.0,0.74,-0.0984400728132526,27.630999115686546,40600
102,한섬,2016,3.044522437723423,5.66,0.017341892256411244,15.44,0.15190458758020076,-0.1416256157635468,0.9750228319838609,34.64,0.0288397686949837,1.9580943116544125,21.15,0.22261071863581,6590878000.0,300.0,0.86,0.0666913744986722,27.47828418628539,34850
103,한섬,2017,3.091042453358316,4.7,0.05810525286080478,72.57,0.26096368993907065,-0.097560975609756,0.836994716198256,34.64,0.0420640777595597,1.8655919525269624,16.68,0.3642324401136825,7689358000.0,350.0,1.11,0.1261114597628653,27.375630032225303,31450
104,한섬,2018,3.1354942159291497,6.02,0.1669891291872305,5.74,0.18483906934037286,0.1526232114467409,0.8979404958378465,34.64,0.0434822126876235,1.298627480586085,26.36,0.313926431181486,8787838000.0,400.0,1.1,-0.0047506027585978,27.517670430379543,36250
105,한섬,2019,3.1780538303479458,6.7,0.10305370040192197,-3.03,0.21009488984920371,-0.1296551724137931,0.743222705752953,34.64,0.0456926019600806,0.682348884369303,30.75,0.32266479902557854,9886317000.0,450.0,1.43,0.1459539126230797,27.37880463806608,31550
106,한섬,2020,3.2188758248682006,6.15,0.10384765109068918,-5.07,0.217242481960877,-0.0412044374009509,0.6616675399412094,34.64,0.07816820128567,1.01692346483566,27.89,0.31567844092570035,9886317000.0,450.0,1.49,0.0243914531241591,27.33672723355571,30250
107,한섬,2021,3.258096538021482,7.16,0.11052932411950574,0.0,0.20337105351041693,0.1768595041322314,0.7068799277664017,34.64,0.0464531991086713,0.3609709129556398,28.46,0.42934632561916364,13181756000.0,600.0,1.69,0.0772584831371314,27.49957668693684,35600
109,한화,2011,3.58351893845611,0.63,0.04398490987844069,-15.8,0.663413108711418,-0.2901450615245768,0.4914297894963132,36.14,0.0632703992887434,0.9529428104561154,19.02,0.4662392181511601,31085431000.0,450.0,1.36,0.0344861760711693,28.54124631569903,33150
110,한화,2012,3.6109179126442243,2.06,0.050085721128997694,-5.6,0.6621326912652691,0.0316608781939964,0.4784641603638544,36.04,0.0366771442627159,0.9787236586493656,23.84,0.4330518517955246,31085353000.0,450.0,1.32,-0.0170944333593,28.57242924313572,34200
111,한화,2013,3.6375861597263857,0.35,0.056674070796460176,236.65,0.911504424778761,0.1462021701884637,0.2727390518704191,36.04,0.0277822477355427,0.9976138197385466,29.74,0.49194788305859216,27631494000.0,400.0,1.02,-0.1384696742651052,28.708880345863577,39200
