,회사명,회계년도,자산총계,자본총계,부채총계,매출액증가율,영업활동현금흐름,보통주총배당금,상장일,종가,최대주주지분율,외국인지분율,소액주주주식수,우선주자본금,발행주식 보통주,ROA
34,삼천리,2020,3859947628000.0,1390806224000,2469141404000.0,-7.16,100270562000,10272075000,1976-12-23,81400,39.18,16.72,1363004,0.0,4055025,0.7
35,삼천리,2021,4245308851000.0,1460127303000,2785181548000.0,17.1,340891943000,10272075000,1976-12-23,90800,39.19,20.41,1492072,0.0,4055025,1.75
36,NI스틸,2010,131949844000.0,52971751000,78978093000.0,11.37,26130244000,1421334000,1975-06-16,2355,56.94,0.21,12241687,,28600117,4.95
37,NI스틸,2011,143559344000.0,57551005000,86008339000.0,14.82,2680582000,1421000000,1975-06-16,1820,57.64,0.2,11328660,,28600117,4.67
38,NI스틸,2012,142242311000.0,62905405000,79336906000.0,-1.81,22687495000,1421000000,1975-06-16,1710,57.9,0.58,11136884,,28600117,4.94
39,NI스틸,2013,153991972000.0,68842829000,85149143000.0,15.18,25757767000,1421334000,1975-06-16,1855,57.9,0.23,10246278,,28600117,5.03
40,NI스틸,2014,169173823000.0,72547044000,96626779000.0,4.33,20432319000,1421334000,1975-06-16,2330,57.9,1.58,10118650,,28600117,3.28
41,NI스틸,2015,176627843000.0,78380632000,98247212000.0,-6.34,30478729000,1421342000,1975-06-16,2645,57.9,1.57,11967446,,28600117,4.11
42,NI스틸,2016,207262893000.0,86854093000,120408800000.0,-3.57,25384882000,1421342000,1975-06-16,3135,58.46,1.9,9390053,,28600117,5.33
43,NI스틸,2017,251330239000.0,98124275000,153205964000.0,31.73,24347506000,1421342000,1975-06-16,2930,58.45,1.67,10488309,,28600117,4.79
44,NI스틸,2018,243908883000.0,106298897000,137609986000.0,0.09,31426601000,1430006000,1975-06-16,2270,58.11,1.31,11981730,,28600117,4.12
45,NI스틸,2019,258675167000.0,110884711000,147790456000.0,-1.66,14348218000,1430006000,1975-06-16,2210,58.11,2.53,11981730,,28600117,2.55
46,NI스틸,2020,287376146000.0,121439949000,165936197000.0,29.92,34156335000,1430006000,1975-06-16,2565,59.16,2.42,11373082,,28600117,4.44
47,NI스틸,2021,341056807000.0,141853067000,199203740000.0,28.89,28000901000,2145009000,1975-06-16,3375,58.96,4.08,10891995,,28600117,7.02
48,LS,2010,8816873000000.0,2723841000000,6093032000000.0,-22.93,-200966000000,27767071000,1977-06-30,106500,33.43,14.57,13852327,0.0,32200000,3.38
49,LS,2011,9957828000000.0,2786068000000,7171760000000.0,19.23,-134090000000,34709000000,1977-06-30,76000,33.45,12.94,14228930,0.0,32200000,1.29
50,LS,2012,10088230000000.0,2890298000000,7197932000000.0,-3.81,363721000000,34709000000,1977-06-30,94300,33.43,12.54,14295136,0.0,32200000,2.13
51,LS,2013,10006806000000.0,3007137000000,6999669000000.0,-3.67,498326000000,34709000000,1977-06-30,80900,33.43,16.78,14013516,0.0,32200000,1.64
52,LS,2014,10335736000000.0,3033108000000,7302628000000.0,-4.88,409172000000,34709000000,1977-06-30,54300,33.42,20.04,14237818,0.0,32200000,0.85
53,LS,2015,9881465000000.0,2953587000000,6927878000000.0,-8.14,464096000000,34708839000,1977-06-30,40350,33.43,10.94,15004851,0.0,32200000,-0.73
54,LS,2016,9713037000000.0,3255234000000,6457803000000.0,-3.78,807927000000,34708839000,1977-06-30,59300,33.42,20.74,14038386,0.0,32200000,2.2
55,LS,2017,9978904000000.0,3632110000000,6346794000000.0,-1.1,237436000000,34708839000,1977-06-30,72500,33.42,19.36,15005479,0.0,32200000,3.71
56,LS,2018,10490289000000.0,4359561000000,6130728000000.0,6.25,49863000000,34708839000,1977-06-30,49100,33.23,17.73,14486691,0.0,32200000,4.76
57,LS,2019,10763512000000.0,4271328000000,6492184000000.0,0.65,303727000000,40262253000,1977-06-30,47800,32.32,13.78,13985442,0.0,32200000,0.87
58,LS,2020,11660540000000.0,4448497000000,7212043000000.0,2.63,701304000000,40262253000,1977-06-30,71400,35.21,11.85,14729296,0.0,32200000,1.74
59,LS,2021,12625931000000.0,4710266000000,7915665000000.0,25.32,-133177000000,40262253000,1977-06-30,54100,32.23,13.92,15109132,0.0,32200000,2.9
60,LF,2010,976873609000.0,741627309000,235246299000.0,0.0,139394674000,11696000000,2006-12-01,31350,38.25,19.76,12460267,0.0,29240000,9.85
61,LF,2011,1172742302000.0,824935983000,347806319000.0,0.0,-61072078000,11696000000,2006-12-01,40400,38.66,21.21,15375479,0.0,29240000,7.99
62,LF,2012,1208059897000.0,874708113000,333351783000.0,1.89,179479282000,11696000000,2006-12-01,31300,38.62,12.22,13455877,0.0,29240000,4.77
63,LF,2013,1291580454000.0,914947992000,376632462000.0,1.33,172141652000,11696000000,2006-12-01,33700,39.65,27.81,12090471,0.0,29240000,5.19
64,LF,2014,1402966835000.0,982963474000,420003361000.0,-1.74,102548362000,14620000000,2006-12-01,29900,39.69,38.01,10923737,0.0,29240000,6.02
65,LF,2015,1474852964000.0,1017555480000,457297484000.0,7.59,51651981000,14620000000,2006-12-01,27000,39.62,30.87,11419911,0.0,29240000,3.52
66,LF,2016,1581137589000.0,1052185230000,528952359000.0,-2.66,141299870000,14620000000,2006-12-01,21550,40.13,25.89,12085145,0.0,29240000,3.35
67,LF,2017,1594829433000.0,1103322258000,491507174000.0,4.76,119459296000,14620000000,2006-12-01,31300,39.89,37.57,14132559,0.0,29240000,4.41
68,LF,2018,1651840925000.0,1183428503000,468412422000.0,6.53,124688338000,14620000000,2006-12-01,24850,39.97,37.98,14931888,0.0,29240000,5.01
69,LF,2019,2417125014000.0,1391539546000,1025585468000.0,8.5,153091649000,14620000000,2006-12-01,18500,39.95,30.47,14071179,0.0,29240000,3.41
70,LF,2020,2479439884000.0,1414420667000,1065019216000.0,-13.03,305614753000,14230000000,2006-12-01,14700,44.81,22.96,12196215,0.0,29240000,1.17
71,LF,2021,2541137895000.0,1498369503000,1042768391000.0,11.34,310840898000,17076000000,2006-12-01,17250,47.74,23.97,13312523,0.0,29240000,5.42
72,유니드,2010,634716151000.0,415584524000,219131627000.0,4.58,75153841000,7243576000,2004-12-03,55100,55.6,4.49,1952582,0.0,8889843,13.39
73,유니드,2011,962778158000.0,475029204000,487748953000.0,18.73,-35204405000,4939000000,2004-12-03,51100,55.6,5.8,1783036,0.0,8889843,8.3
74,유니드,2012,843081791000.0,471831482000,371250309000.0,-5.03,98720760000,4880000000,2004-12-03,38200,55.66,6.04,1990016,0.0,8889843,0.5
75,유니드,2013,880892350000.0,494311930000,386580420000.0,5.17,52514573000,6585069000,2004-12-03,59200,55.66,5.44,1624944,0.0,8889843,4.17
76,유니드,2014,831508123000.0,529567498000,301940625000.0,-1.87,62589107000,7243576000,2004-12-03,57500,54.3,5.15,2244167,0.0,8889843,5.34
77,유니드,2015,1036809019000.0,607188056000,429620963000.0,5.84,-3550004000,9778827000,2004-12-03,45700,47.27,7.18,2725820,0.0,8889843,7.59
78,유니드,2016,1046784997000.0,631742243000,415042754000.0,4.61,182916488000,9777886000,2004-12-03,44700,46.79,7.75,2788080,0.0,8889843,4.65
79,유니드,2017,1113148608000.0,649487265000,463661343000.0,2.9,-18991155000,9777886000,2004-12-03,46550,46.71,7.21,2894498,0.0,8889843,3.8
80,유니드,2018,1111856122000.0,655427112000,456429010000.0,6.77,54950769000,9778827000,2004-12-03,42000,45.96,5.77,3388582,0.0,8889843,3.23
81,유니드,2019,1076285814000.0,708808899000,367476915000.0,7.51,72484062000,10667812000,2004-12-03,46750,45.63,6.0,3455513,0.0,8889843,6.17
82,유니드,2020,1120794923000.0,781997903000,338797020000.0,1.75,157896474000,12224580000,2004-12-03,48300,46.58,11.53,3736198,0.0,8889843,6.99
83,유니드,2021,1347710903000.0,993090904000,354619999000.0,0.0,121769308000,14844133000,2004-12-03,100500,45.44,14.52,4316066,0.0,8889843,13.54
84,유한양행,2010,1287900175000.0,1096635568000,191264607000.0,2.6,148761814000,10294159000,1962-11-01,173500,15.62,39.66,4607275,1180940000.0,73231476,10.78
85,유한양행,2011,1314066151000.0,1116723282000,197342869000.0,2.36,72377881000,12914286000,1962-11-01,127500,15.63,35.01,4771174,1180940000.0,73231476,7.24
86,유한양행,2012,1403084367000.0,1188217352000,214867014000.0,14.31,72379345000,12899430000,1962-11-01,173000,15.62,25.97,5624952,1180940000.0,73231476,5.95
87,유한양행,2013,1513968939000.0,1228245700000,285723239000.0,21.53,79777959000,15273018000,1962-11-01,187000,15.56,24.6,5340535,1180940000.0,73231476,5.93
88,유한양행,2014,1615971978000.0,1275864680000,340107298000.0,7.83,94385653000,17624731000,1962-11-01,169500,15.56,24.83,5353462,1180940000.0,73231476,5.81
89,유한양행,2015,1880328618000.0,1363939912000,516388706000.0,10.93,126234691000,20074690000,1962-11-01,272500,15.52,32.18,5656361,1180940000.0,73231476,7.21
90,유한양행,2016,2045941041000.0,1496552355000,549388686000.0,17.02,74144087000,20074690000,1962-11-01,199500,15.52,29.0,5542490,1180940000.0,73231476,8.21
91,유한양행,2017,2094673424000.0,1606324995000,488348428000.0,10.71,126125108000,21279010000,1962-11-01,219000,15.52,23.79,6319089,1180940000.0,73231476,5.3
92,유한양행,2018,2173812633000.0,1651735504000,522077130000.0,3.87,93451633000,22251156000,1962-11-01,204500,15.57,21.87,6068541,1180940000.0,73231476,2.73
93,유한양행,2019,2117200258000.0,1649991372000,467208887000.0,-2.53,65985413000,23310570000,1962-11-01,236500,15.6,20.36,5524694,1180940000.0,73231476,1.71
94,유한양행,2020,2393522101000.0,1846502194000,547019907000.0,9.42,28830249000,24469858000,1962-11-01,75100,15.66,20.3,35132249,1180940000.0,73231476,8.44
95,유한양행,2021,2463811805000.0,1935889088000,527922717000.0,0.0,99000468000,25608803000,1962-11-01,62100,15.74,16.89,31459743,1180940000.0,73231476,4.02
96,한섬,2010,706707985000.0,624620054000,82087932000.0,15.55,79099981000,8349631000,1996-07-03,18300,34.64,25.95,8571366,0.0,24630000,11.24
97,한섬,2011,794253533000.0,704159573000,90093961000.0,11.96,57395955000,10326000000,1996-07-03,29700,34.64,26.72,8366521,0.0,24630000,11.64
98,한섬,2012,873763192000.0,759402503000,114360689000.0,-2.45,66620222000,6591000000,1996-07-03,29450,34.64,21.86,8882120,0.0,24630000,7.69
99,한섬,2013,1002393310000.0,795318746000,207074565000.0,-5.15,31765405000,6590878000,1996-07-03,31550,34.64,18.86,8848130,0.0,24630000,4.35
100,한섬,2014,1048239684000.0,824666094000,223573590000.0,11.49,7033604000,6590878000,1996-07-03,32550,34.64,14.67,7749612,0.0,24630000,3.55
101,한섬,2015,957470937000.0,831368237000,126102700000.0,17.5,45800332000,6590878000,1996-07-03,40600,34.64,17.02,6534382,0.0,24630000,7.27
102,한섬,2016,1038024262000.0,880343775000,157680487000.0,15.44,18001231000,6590878000,1996-07-03,34850,34.64,21.15,5482902,0.0,24630000,5.66
103,한섬,2017,1252267494000.0,925470427000,326797067000.0,72.57,72763465000,7689358000,1996-07-03,31450,34.64,16.68,8971045,0.0,24630000,4.7
104,한섬,2018,1219779752000.0,994316590000,225463162000.0,5.74,203689536000,8787838000,1996-07-03,36250,34.64,26.36,7732008,0.0,24630000,6.02
105,한섬,2019,1323644545000.0,1045554282000,278090262000.0,-3.03,136406347000,9886317000,1996-07-03,31550,34.64,30.75,7947234,0.0,24630000,6.7
106,한섬,2020,1438544149000.0,1126032243000,312511906000.0,-5.07,149389203000,9886317000,1996-07-03,30250,34.64,27.89,7775160,0.0,24630000,6.15
107,한섬,2021,1557084758000.0,1240419894000,316664864000.0,0.0,172103397000,13181756000,1996-07-03,35600,34.64,28.46,10574800,0.0,24630000,7.16
108,한화,2010,14624386019000.0,5106166226000,9518219793000.0,-51.78,-801296089000,41447241000,1976-06-24,46700,36.04,15.58,36209283,2396470000.0,74958735,2.55
109,한화,2011,15029730755000.0,5058834878000,9970895877000.0,-15.8,661080178000,31085431000,1976-06-24,33150,36.14,19.02,34948702,2396470000.0,74958735,0.63
110,한화,2012,15865391957000.0,5360349380000,10505042577000.0,-5.6,794630160000,31085353000,1976-06-24,34200,36.04,23.84,32461019,2396470000.0,74958735,2.06
111,한화,2013,113000000000000.0,10775956137000,103000000000000.0,236.65,6404166676000,27631494000,1976-06-24,39200,36.04,29.74,36875791,2396470000.0,74958735,0.35
112,한화,2014,124000000000000.0,12115238443000,112000000000000.0,-3.27,4579017163000,34539368000,1976-06-24,31250,36.04,23.92,31450503,2396470000.0,74958735,-0.14
113,한화,2015,146000000000000.0,13645666382000,132000000000000.0,10.46,9620650597000,34539368000,1976-06-24,39400,36.04,25.98,34641395,2396470000.0,74958735,0.09
114,한화,2016,155000000000000.0,14227936000000,141000000000000.0,13.88,6097289000000,41447241000,1976-06-24,35050,36.05,24.51,51334946,114756470000.0,74958735,0.86
115,한화,2017,160000000000000.0,15964746000000,144000000000000.0,6.97,5138487000000,41447241000,1976-06-24,41500,36.05,25.65,52742110,114756000000.0,74958735,0.83
116,한화,2018,170000000000000.0,16953035000000,153000000000000.0,-3.3,2749201000000,48355114000,1976-06-24,31350,36.06,21.14,37620828,114756000000.0,74958735,0.48
117,한화,2019,182000000000000.0,18263971000000,164000000000000.0,3.43,2517921000000,48355114000,1976-06-24,25000,38.09,17.9,36076445,114756000000.0,74958735,0.13
118,한화,2020,191000000000000.0,18507198000000,173000000000000.0,1.02,3442933000000,48229106000,1976-06-24,28300,38.14,16.63,30617029,114756000000.0,74958735,0.4
119,한화,2021,202000000000000.0,21047257000000,181000000000000.0,3.75,7228121000000,51515893000,1976-06-24,31400,43.62,14.72,32820290,114756000000.0,74958735,1.1
120,현대백화점,2010,3916637735000.0,2446952612000,1469685123000.0,-52.96,453109150000,13577736000,2002-11-25,139500,37.41,48.78,11875139,0.0,23402441,8.92
121,현대백화점,2011,4720062645000.0,2892392873000,1827669772000.0,13.26,346923214000,14973000000,2002-11-25,163000,36.2,43.71,11094366,0.0,23402441,9.14
122,현대백화점,2012,5400075749000.0,3236535946000,2163539803000.0,5.62,431781104000,14973000000,2002-11-25,159000,36.16,36.97,10664170,0.0,23402441,7.2
123,현대백화점,2013,5600706253000.0,3546101814000,2054604439000.0,0.91,346347475000,14972871000,2002-11-25,161000,36.15,41.64,10872333,0.0,23402441,6.14
124,현대백화점,2014,5683921344000.0,3788972215000,1894949129000.0,1.18,398515539000,16124630000,2002-11-25,123000,36.08,34.04,11855289,0.0,23402441,5.16
125,현대백화점,2015,6160846844000.0,4030879875000,2129966969000.0,6.77,401136225000,15953830000,2002-11-25,126500,36.08,33.76,11525870,0.0,23402441,4.73
126,현대백화점,2016,6587262226000.0,4310593745000,2276668481000.0,10.55,442017130000,15904830000,2002-11-25,109000,36.08,34.45,10537738,0.0,23402441,5.04
127,현대백화점,2017,6777281518000.0,4617729285000,2159552233000.0,0.89,437234382000,18045749000,2002-11-25,104500,36.08,25.42,11691849,0.0,23402441,4.52
128,현대백화점,2018,6988562089000.0,4829092429000,2159469660000.0,0.76,435324558000,20301467000,2002-11-25,90400,36.08,30.26,11909202,0.0,23402441,4.18
129,현대백화점,2019,7623094297000.0,4979286423000,2643807874000.0,18.08,377485321000,22323186000,2002-11-25,83100,36.08,29.13,11894605,0.0,23402441,3.33
130,현대백화점,2020,8707032548000.0,5032291555000,3674740993000.0,3.37,259368187000,22089186000,2002-11-25,71400,36.08,13.65,11911170,0.0,23402441,1.29
131,현대백화점,2021,8969196456000.0,5225628071000,3743568385000.0,57.16,500164435000,24040705000,2002-11-25,75100,36.08,17.98,11176425,0.0,23402441,2.64
132,고려산업,2010,119380626000.0,51833580000,67547046000.0,0.0,-1891426000,473789000,1991-01-14,3375,51.6,0.0,1444846,0.0,24939425,5.25
133,고려산업,2011,124894379000.0,56065197000,68829182000.0,0.0,4450090000,724000000,1991-01-14,3415,53.4,0.03,1357906,0.0,24939425,3.5
134,고려산업,2012,148320365000.0,62084126000,86236239000.0,8.05,-8456112000,724000000,1991-01-14,5490,53.4,0.29,1377327,0.0,24939425,5.69
135,고려산업,2013,148377505000.0,66536454000,81841051000.0,5.9,4484188000,603486000,1991-01-14,1150,53.4,0.15,7601615,0.0,24939425,3.2
136,고려산업,2014,156033056000.0,76117815000,79915241000.0,-8.55,16939311000,1086274000,1991-01-14,1940,53.4,2.08,9385545,0.0,24939425,5.94
137,고려산업,2015,159959339000.0,79342019000,80617321000.0,0.18,9550784000,724183000,1991-01-14,2055,53.4,1.18,9362512,0.0,24939425,3.42
138,고려산업,2016,167843756000.0,85020283000,82823473000.0,-7.09,15777188000,724183000,1991-01-14,6670,51.2,0.93,11035818,0.0,24939425,4.18
139,고려산업,2017,183124063000.0,88758115000,94365948000.0,1.3,1003574000,863500000,1991-01-14,2690,47.4,1.4,11569214,0.0,24939425,2.89
140,고려산업,2018,213622767000.0,92389590000,121233176000.0,-9.22,-5720631000,740143000,1991-01-14,2170,47.4,2.13,11351780,0.0,24939425,1.87
141,고려산업,2019,206489850000.0,95822999000,110666851000.0,21.48,10447484000,740143000,1991-01-14,3360,47.4,6.18,10870270,0.0,24939425,2.25
142,고려산업,2020,216577001000.0,102639222000,113937779000.0,-1.01,-3095279000,863500000,1991-01-14,4900,47.4,1.04,11824440,0.0,24939425,3.2
143,고려산업,2021,238594901000.0,106840607000,131754294000.0,12.06,14794040000,986857000,1991-01-14,2910,47.4,1.75,12228326,0.0,24939425,1.99
144,금강철강,2010,104301321000.0,75372858000,28928464000.0,0.0,-5833932000,1693002000,2002-01-04,2350,53.23,0.34,5353758,0.0,18720000,6.02
145,금강철강,2011,125756658000.0,82945701000,42810957000.0,14.4,7034980000,1735000000,2002-01-04,2645,53.23,0.95,4128844,0.0,18720000,7.7
146,금강철강,2012,128350997000.0,90698417000,37652580000.0,-11.49,9752237000,1759000000,2002-01-04,2365,53.23,0.07,5911978,0.0,18720000,6.66
147,금강철강,2013,130946263000.0,95973215000,34973048000.0,-3.77,12348039000,1751281000,2002-01-04,2550,53.23,0.24,5500102,0.0,18720000,5.94
148,금강철강,2014,127849883000.0,99911939000,27937945000.0,-18.72,17008188000,1751281000,2002-01-04,2800,53.23,0.12,6330356,0.0,18720000,4.53
149,금강철강,2015,131914340000.0,104704227000,27210113000.0,-20.48,5386660000,1749781000,2002-01-04,4300,53.23,1.2,6154815,0.0,18720000,5.21
150,금강철강,2016,134873993000.0,108918749000,25955244000.0,2.01,8171671000,1760068000,2002-01-04,5350,53.23,1.06,6599792,0.0,18720000,4.23
151,금강철강,2017,129983802000.0,107467707000,22516096000.0,21.2,-7321577000,1720051000,2002-01-04,3675,53.31,1.92,5760533,0.0,18720000,2.25
152,금강철강,2018,133399433000.0,109046913000,24352520000.0,-1.1,15230573000,1671130000,2002-01-04,3810,53.31,1.91,5694421,0.0,18720000,3.99
153,금강철강,2019,136604950000.0,110072771000,26532179000.0,-12.16,4950039000,1656884000,2002-01-04,3555,53.31,2.18,5289780,0.0,18720000,3.25
154,금강철강,2020,138737729000.0,110829797000,27907932000.0,2.24,3105150000,1620300000,2002-01-04,3495,53.31,1.97,5151391,0.0,18720000,2.07
155,금강철강,2021,150912147000.0,119599625000,31312522000.0,34.84,13629518000,1944360000,2002-01-04,5100,52.23,1.37,3724025,0.0,18720000,7.04
156,대상홀딩스,2010,553960726000.0,397298795000,156661931000.0,-92.85,11232473000,5431881000,2005-08-17,3260,66.25,3.64,10574581,913482000.0,36212538,1.88
157,대상홀딩스,2011,576988559000.0,415120197000,161868363000.0,140.74,13813276000,5431880000,2005-08-17,3975,66.25,3.62,9537673,913482000.0,36212538,4.82
158,대상홀딩스,2012,603349879000.0,440238583000,163111296000.0,16.47,26657481000,4345504000,2005-08-17,6400,67.77,3.61,8708156,913482000.0,36212538,6.44
159,대상홀딩스,2013,2089472920000.0,896205761000,1193267159000.0,761.39,198753280000,4345505000,2005-08-17,8320,68.21,3.78,9984046,913482000.0,36212538,6.29
160,대상홀딩스,2014,2180120102000.0,968957717000,1211162384000.0,4.12,183223903000,6156131000,2005-08-17,16800,66.55,5.64,8915563,913482000.0,36212538,4.36
161,대상홀딩스,2015,2480427275000.0,998043059000,1482384216000.0,3.13,116454892000,6156131000,2005-08-17,19150,66.53,4.56,8138777,913482000.0,36212538,2.27
162,대상홀딩스,2016,2689293818000.0,1050229459000,1639064360000.0,8.73,78200218000,6156131000,2005-08-17,10300,66.53,4.97,9365802,913482000.0,36212538,2.6
163,대상홀딩스,2017,2651135199000.0,1073261266000,1577873933000.0,1.98,185335464000,6518257000,2005-08-17,9950,66.53,5.29,10187118,913482000.0,36212538,2.22
164,대상홀딩스,2018,2629588765000.0,1094779716000,1534809049000.0,0.42,142677579000,6880382000,2005-08-17,7860,66.9,5.39,9461345,913482000.0,36212538,1.73
165,대상홀딩스,2019,2896302562000.0,1209302820000,1686999742000.0,4.55,198064096000,7242508000,2005-08-17,6740,67.3,4.95,9413401,913482000.0,36212538,5.0
166,대상홀딩스,2020,3060158355000.0,1325982098000,1734176256000.0,5.68,144251558000,7966758000,2005-08-17,10200,67.3,5.82,11018182,913482000.0,36212538,5.53
167,대상홀딩스,2021,3626092434000.0,1491136537000,2134955897000.0,12.03,23259927000,8691009000,2005-08-17,9700,67.3,4.0,11272534,913482000.0,36212538,4.27
168,대정화금,2010,64030764000.0,48613051000,15417713000.0,20.49,4647603000,2463182000,2010-12-20,12800,53.4,1.19,2062198,,7190391,9.58
169,대정화금,2011,70646746000.0,54573786000,16072960000.0,25.46,6053432000,2317000000,2010-12-20,13650,52.73,0.38,2203469,,7190391,10.12
170,대정화금,2012,68188733000.0,56035661000,12153072000.0,-1.53,6351821000,1585000000,2010-12-20,9330,52.73,0.94,2609409,,7190391,5.26
171,대정화금,2013,89439265000.0,65837472000,23601793000.0,4.24,6069119000,1448257000,2010-12-20,10250,52.73,0.75,2716359,,7190391,12.43
172,대정화금,2014,98651066000.0,71100842000,27550224000.0,5.03,5924074000,1448257000,2010-12-20,9590,52.73,0.52,2778626,,7190391,6.93
173,대정화금,2015,100213685000.0,79937663000,20276021000.0,-4.44,11683489000,1512182000,2010-12-20,13000,50.91,0.54,2778626,,7190391,7.7
174,대정화금,2016,112213891000.0,86125398000,26088493000.0,5.28,7432678000,1512182000,2010-12-20,12650,50.92,1.05,2887241,,7190391,7.08
