,회사명,회계년도,dps,시가배당률,dy변화,log시총,price
230,태경산업,2012,150.0,4.49,-0.04453095481003566,25.304389457860488,3340
231,태경산업,2013,150.0,3.07,-0.2992852560669357,25.683563870736933,4880
232,태경산업,2014,150.0,2.59,-0.1254907969543162,25.85627656842425,5800
233,태경산업,2015,180.0,3.11,0.1352708260079556,25.852822333556162,5780
234,태경산업,2016,200.0,4.16,0.22751355098532833,25.669115734989546,4810
235,태경산업,2017,200.0,3.85,-0.06195787454407964,25.747077276459258,5200
236,태경산업,2018,220.0,3.94,0.018386626250439297,25.817607427265095,5580
237,태경산업,2019,370.0,6.48,0.4148674607865548,25.840637674539796,5710
238,태경산업,2020,237.0,4.02,-0.3988028582827481,25.87167464853537,5890
239,태경산업,2021,267.4,3.99,-0.0059940239402103135,26.000526177268796,6700
240,태경케미컬,2010,150.0,3.36,-0.13496385240248454,24.670540149387193,4465
241,태경케미컬,2011,150.0,4.57,0.24492299657824979,24.363637586995303,3285
242,태경케미컬,2012,150.0,3.48,-0.21777200751229886,24.635208839174386,4310
243,태경케미컬,2013,150.0,2.72,-0.18589937814183854,24.882648795347734,5520
244,태경케미컬,2014,150.0,2.71,-0.0026917916657114294,24.886265435817922,5540
245,태경케미컬,2015,150.0,2.33,-0.10805957262699128,25.035245473308258,6430
246,태경케미컬,2016,150.0,2.86,0.14769487948438687,24.83249901166226,5250
247,태경케미컬,2017,150.0,3.29,0.10561954946318619,24.69268944910566,4565
248,태경케미컬,2018,150.0,3.23,-0.014084739881738972,24.708985301296895,4640
249,태경케미컬,2019,150.0,2.86,-0.09153480958144722,24.83249901166226,5250
250,태경케미컬,2020,200.0,1.41,-0.4710404359741759,25.823985559147978,14150
251,태경케미컬,2021,220.0,1.78,0.14282418019998222,25.687926998132717,12350
