종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"014160","대영포장","KOSPI",,"2190","-35","-1.57","2190","2205","2180","403789","884380280","237384062310","108394549"
"047040","대우건설","KOSPI",,"6010","-160","-2.59","5990","6080","5980","1475172","8886413110","2497892054380","415622638"
"009320","대우부품","KOSPI",,"2395","95","4.13","2270","2395","2250","1582064","3834192095","114113068125","47646375"
"042660","대우조선해양","KOSPI",,"20500","-600","-2.84","20450","20900","20200","666769","13696140250","2199458714500","107290669"
"003090","대웅","KOSPI",,"28400","-800","-2.74","28600","28900","28250","35024","998833250","1651232232000","58141980"
"069620","대웅제약","KOSPI",,"162000","-5500","-3.28","165500","166000","162000","28798","4720501500","1877025150000","11586575"
"007680","대원","KOSDAQ","우량기업부","9420","-300","-3.09","9580","9650","9380","38613","365362580","126665785080","13446474"
"000430","대원강업","KOSPI",,"3380","-60","-1.74","3395","3415","3310","55359","185749035","209560000000","62000000"
"048910","대원미디어","KOSDAQ","우량기업부","14750","-350","-2.32","14400","14950","14400","61014","893956500","185539453500","12578946"
"005710","대원산업","KOSDAQ","우량기업부","6150","-140","-2.23","6270","6270","6080","35973","221876030","123231240000","20037600"
"006340","대원전선","KOSPI",,"1875","-30","-1.57","1845","1915","1840","1140999","2140014710","133156813125","71016967"
"006345","대원전선우","KOSPI",,"2985","-5","-0.17","2975","3010","2975","15482","46142870","7824282000","2621200"
"003220","대원제약","KOSPI",,"16900","-400","-2.31","16750","17300","16750","110052","1862558400","369143928400","21842836"
"024890","대원화성","KOSPI",,"3130","-90","-2.80","3135","3215","3120","847574","2679853555","129109845760","41249152"
"290380","대유","KOSDAQ","중견기업부","5670","-130","-2.24","5620","5800","5600","484757","2753384170","139605878160","24621848"
"002880","대유에이텍","KOSPI",,"1050","-35","-3.23","1050","1065","1040","477988","501461345","120848819700","115094114"
"290120","대유에이피","KOSDAQ","중견기업부","6440","-140","-2.13","6540","6540","6300","19431","124934820","74026016120","11494723"
"000300","대유플러스","KOSPI",,"1105","-25","-2.21","1090","1125","1085","446664","491989310","133703645270","120998774"
"120240","대정화금","KOSDAQ","우량기업부","19050","-500","-2.56","19050","19200","18800","41509","788674000","136976948550","7190391"
"003310","대주산업","KOSDAQ","중견기업부","4325","215","5.23","3920","4730","3830","74831573","331953692920","153071913750","35392350"
"114920","대주이엔티","KONEX","일반기업부","1965","-140","-6.65","1835","2380","1825","505","924130","6817567500","3469500"
"078600","대주전자재료","KOSDAQ","우량기업부","96600","6500","7.21","87700","98500","86900","1228324","116775843600","1495425283800","15480593"
"012800","대창","KOSPI",,"1895","-50","-2.57","1875","1910","1870","402500","761235035","172711245605","91140499"
"015230","대창단조","KOSPI",,"6520","-130","-1.95","6430","6720","6340","2271100","14824810180","186290939600","28572230"
"096350","대창솔루션","KOSDAQ","벤처기업부","492","-11","-2.19","495","499","491","992858","490384337","80570416428","163761009"
"140520","대창스틸","KOSDAQ","중견기업부","3810","0","0.00","3630","3815","3630","165049","616856700","80426215830","21109243"
"131220","대한과학","KOSDAQ","벤처기업부","8960","-470","-4.98","9090","9260","8730","191671","1727022490","66792230400","7454490"
"010170","대한광통신","KOSDAQ","중견기업부","2450","85","3.59","2315","2495","2260","1050374","2550376465","180666981250","73741625"
"060900","대한그린파워","KOSDAQ","중견기업부","965","-10","-1.03","950","981","944","523373","503368364","166739266825","172786805"
"054670","대한뉴팜","KOSDAQ","우량기업부","11650","-200","-1.69","11600","11800","11550","109524","1276090500","167234818000","14354920"
"001070","대한방직","KOSPI",,"47500","0","0.00","47400","47500","46000","9739","454399950","251750000000","5300000"
"023910","대한약품","KOSDAQ","우량기업부","28450","-500","-1.73","28850","28850","28450","7206","206235850","170700000000","6000000"
"006650","대한유화","KOSPI",,"145500","-2500","-1.69","144500","146500","143500","12533","1820791000","945750000000","6500000"
"001440","대한전선","KOSPI",,"2100","-10","-0.47","2040","2165","2035","53637995","113293480590","2613393318900","1244473009"
"084010","대한제강","KOSPI",,"19700","-100","-0.51","19300","19900","19200","85792","1671952000","485540659800","24646734"
"001790","대한제당","KOSPI",,"4200","-315","-6.98","4350","4460","4165","5077950","21714849830","376725636000","89696580"
"001795","대한제당우","KOSPI",,"4195","-175","-4.00","4220","4340","4150","666177","2808619635","27195178200","6482760"
"001130","대한제분","KOSPI",,"169500","-6000","-3.42","170000","172500","168500","18743","3188272000","286455000000","1690000"
"003490","대한항공","KOSPI",,"28750","-700","-2.38","28750","29000","28700","1305884","37632762800","9999848718750","347820825"
"003495","대한항공우","KOSPI",,"35100","-800","-2.23","34500","35750","34500","2076","72935250","38988869400","1110794"
"005880","대한해운","KOSPI",,"3045","45","1.50","2930","3045","2915","3131553","9360639610","971895365700","319177460"
"003830","대한화섬","KOSPI",,"129000","1000","0.78","126500","129500","125500","615","78473000","171312000000","1328000"
"016090","대현","KOSPI",,"2520","-95","-3.63","2535","2565","2505","486292","1228736545","111591421200","44282310"
"069460","대호에이엘","KOSPI",,"3025","-10","-0.33","2995","3035","2960","127772","382117195","157310644975","52003519"
"021040","대호특수강","KOSDAQ","중견기업부","795","-12","-1.49","801","801","790","219636","174723809","59941839300","75398540"
"021045","대호특수강우","KOSDAQ","중견기업부","1450","-15","-1.02","1495","1495","1440","2229","3240415","6151575700","4242466"
"067080","대화제약","KOSDAQ","우량기업부","7520","-150","-1.96","7660","7660","7430","26244","197147600","139997208000","18616650"
"298540","더네이쳐홀딩스","KOSDAQ","우량기업부","31750","50","0.16","30900","32100","29900","148501","4571464900","461792828000","14544656"
"192080","더블유게임즈","KOSPI",,"42350","-1550","-3.53","42500","42900","42250","59613","2534464550","778160159700","18374502"
"299170","더블유에스아이","KOSDAQ","중견기업부","2600","10","0.39","2510","2600","2485","60001","151383900","78072703800","30027963"
"012510","더존비즈온","KOSPI",,"37500","-400","-1.06","36750","37650","36550","63605","2360168150","1139354400000","30382784"
"302920","더콘텐츠온","KONEX","일반기업부","10950","0","0.00","10950","10950","10950","1","10950","49848331050","4552359"
"213420","덕산네오룩스","KOSDAQ","우량기업부","43350","-500","-1.14","42350","43350","42300","101605","4348415600","1076431609650","24831179"
"317330","덕산테코피아","KOSDAQ","우량기업부","21000","-350","-1.64","20450","21200","20250","250221","5164706250","385925988000","18377428"
"077360","덕산하이메탈","KOSDAQ","우량기업부","8640","-40","-0.46","8470","8640","8410","159717","1359087600","392575697280","45437002"
"004830","덕성","KOSPI",,"7790","-60","-0.76","7650","7800","7520","112762","866440950","122147200000","15680000"
"004835","덕성우","KOSPI",,"10050","-250","-2.43","10200","10200","9980","25032","250931430","13989600000","1392000"
"090410","덕신하우징","KOSDAQ","중견기업부","2735","-120","-4.20","2725","2820","2725","2145408","5911950105","126039999825","46084095"
"024900","덕양산업","KOSPI",,"3185","-5","-0.16","3175","3220","3055","158928","501163895","103719461300","32564980"
"263600","덕우전자","KOSDAQ","우량기업부","7600","-200","-2.56","7580","7680","7570","95443","726003250","121070356000","15930310"
"194480","데브시스터즈","KOSDAQ","우량기업부","46100","-1550","-3.25","46450","47150","45800","76574","3549956400","545232076000","11827160"
"348840","데이드림엔터","KONEX","일반기업부","9300","100","1.09","9300","9300","9300","108","1004400","7835250000","842500"
"263800","데이타솔루션","KOSDAQ","중견기업부","6240","-220","-3.41","6200","6320","6200","100569","628500110","100592419200","16120580"
"199150","데이터스트림즈","KONEX","일반기업부","15200","-250","-1.62","15400","15400","15100","902","13665100","63684549600","4189773"
"206560","덱스터","KOSDAQ","기술성장기업부","14600","-400","-2.67","14500","14750","14250","179822","2605048650","370990905600","25410336"
"261200","덴티스","KOSDAQ","벤처기업부","8900","-190","-2.09","9010","9070","8430","48081","426869530","131345221000","14757890"
"145720","덴티움","KOSPI",,"71200","300","0.42","69300","72000","69200","101138","7147901200","788100696000","11068830"
"227420","도부마스크","KONEX","일반기업부","3400","20","0.59","3375","3400","3250","4676","15426450","29293050200","8615603"
"067990","도이치모터스","KOSDAQ","우량기업부","10400","-300","-2.80","10300","10500","10250","272936","2834276000","321309289600","30895124"
"002150","도화엔지니어링","KOSPI",,"11400","-50","-0.44","11200","12200","11050","5926918","69492424200","384408000000","33720000"
"006620","동구바이오제약","KOSDAQ","우량기업부","7280","-20","-0.27","7180","7290","7140","38088","274882980","207225141760","28464992"
"100130","동국S&C","KOSDAQ","우량기업부","5050","30","0.60","4930","5090","4880","230152","1147117310","288572150000","57143000"
"005160","동국산업","KOSDAQ","우량기업부","3375","-45","-1.32","3370","3420","3345","31328","105454760","183075126750","54244482"
"075970","동국알앤에스","KOSDAQ","중견기업부","4525","-120","-2.58","4530","4610","4455","269272","1222837035","83260000000","18400000"
"001230","동국제강","KOSPI",,"16800","-850","-4.82","17100","17200","16600","1147877","19328633600","1603269981600","95432737"
"086450","동국제약","KOSDAQ","우량기업부","21000","-450","-2.10","21100","21550","20850","91776","1941269950","933660000000","44460000"
"023450","동남합성","KOSPI",,"59500","100","0.17","59400","59600","59000","1080","64188700","214795000000","3610000"
"004140","동방","KOSPI",,"3210","-105","-3.17","3250","3250","3175","190789","611952365","153989368860","47971766"
"099410","동방선기","KOSDAQ","중견기업부","3800","15","0.40","3680","3860","3610","171066","638193785","51455807600","13541002"
"007590","동방아그로","KOSPI",,"7720","40","0.52","7600","7790","7490","29554","225482700","105127694440","13617577"
"005960","동부건설","KOSPI",,"12800","-150","-1.16","12750","12950","12650","38211","489680200","292792960000","22874450"
"005965","동부건설우","KOSPI",,"30000","-600","-1.96","30600","30600","30000","1698","51221350","6771960000","225732"
"026960","동서","KOSPI",,"26450","-250","-0.94","26500","26750","26200","53433","1411494900","2637065000000","99700000"
"002210","동성제약","KOSPI",,"7980","-20","-0.25","7740","7990","7740","17775","140308680","208285740600","26100970"
"102260","동성케미컬","KOSPI",,"4480","-70","-1.54","4525","4535","4440","169014","753798810","222609981440","49689728"
"033500","동성화인텍","KOSDAQ","우량기업부","10500","-100","-0.94","10300","10650","10300","297700","3112525100","307934802000","29327124"
"025950","동신건설","KOSDAQ","중견기업부","22150","-1050","-4.53","22100","22550","21800","75698","1676041250","186060000000","8400000"
"000640","동아쏘시오홀딩스","KOSPI",,"102000","1500","1.49","100000","102000","99800","1578","159081800","647589126000","6348913"
"170900","동아에스티","KOSPI",,"64400","-900","-1.38","64500","64700","63300","17748","1137454400","543955244000","8446510"
"088130","동아엘텍","KOSDAQ","우량기업부","8630","-70","-0.80","8570","8700","8490","15406","131809540","92021154940","10662938"
"028100","동아지질","KOSPI",,"18100","-400","-2.16","18350","18350","17750","52068","936369100","254352892600","14052646"
"282690","동아타이어","KOSPI",,"12900","-50","-0.39","12850","13000","12750","26633","342794850","177155893500","13733015"
"041930","동아화성","KOSDAQ","우량기업부","10450","-500","-4.57","10600","10700","10400","124895","1313829500","165110000000","15800000"
"001520","동양","KOSPI",,"1395","-55","-3.79","1415","1415","1390","1131060","1583473355","332964267885","238684063"
"001527","동양2우B","KOSPI",,"16700","200","1.21","16100","16800","16000","1198","19490800","5153102300","308569"
"001529","동양3우B","KOSPI",,"32000","-650","-1.99","32650","32650","31900","867","27757050","2871104000","89722"
"084670","동양고속","KOSPI",,"17800","-400","-2.20","18000","18200","17600","1648","29408100","51541128200","2895569"
"082640","동양생명","KOSPI",,"5820","-200","-3.32","5920","5990","5800","204753","1202652420","939106964700","161358585"
"060380","동양에스텍","KOSDAQ","우량기업부","3195","-50","-1.54","3210","3210","3145","124117","394479670","62941500000","19700000"
"001525","동양우","KOSPI",,"8090","0","0.00","7960","8100","7960","1725","13761380","4997443790","617731"
"079960","동양이엔피","KOSDAQ","우량기업부","16100","-50","-0.31","15900","16100","15800","14816","236377150","126546000000","7860000"
"008970","동양철관","KOSPI",,"1240","-45","-3.50","1245","1255","1205","1437530","1784051405","147417759600","118885290"
"228340","동양파일","KOSDAQ","중견기업부","4190","-85","-1.99","4275","4275","4125","28697","119368645","83800000000","20000000"
"092780","동양피스톤","KOSPI",,"6200","-20","-0.32","6060","6200","6050","49296","301156800","81644452000","13168460"
"088910","동우팜투테이블","KOSDAQ","중견기업부","3375","-90","-2.60","3425","3540","3310","972990","3316937305","87182203500","25831764"
"094170","동운아나텍","KOSDAQ","벤처기업부","6010","-50","-0.83","5810","6090","5810","238668","1425897240","105640811060","17577506"
"049770","동원F&B","KOSPI",,"163500","-500","-0.30","164000","166500","162500","2006","327815500","630966774000","3859124"
"013120","동원개발","KOSDAQ","우량기업부","4975","-35","-0.70","4960","4985","4880","107212","530337395","451770297500","90808100"
"018500","동원금속","KOSPI",,"1025","27","2.71","976","1025","967","535951","534113939","47923806325","46754933"
"006040","동원산업","KOSPI",,"244000","2500","1.04","264500","268500","242000","99167","25093128500","897344404000","3677641"
"030720","동원수산","KOSPI",,"12000","-400","-3.23","11900","12250","11800","164650","1980387000","55845660000","4653805"
"014820","동원시스템즈","KOSPI",,"55700","-1300","-2.28","56600","56600","55300","22449","1252476100","1625794492700","29188411"
"014825","동원시스템즈우","KOSPI",,"34950","-450","-1.27","35400","35400","34250","116","4012000","9274262100","265358"
"163560","동일고무벨트","KOSPI",,"8390","150","1.82","8000","9180","7910","1920561","16722315620","116621000000","13900000"
"109860","동일금속","KOSDAQ","우량기업부","16100","-50","-0.31","15950","16500","15600","32548","524421200","146510000000","9100000"
"032960","동일기연","KOSDAQ","중견기업부","12650","-100","-0.78","12750","12850","12500","13011","164641800","45984647500","3635150"
"004890","동일산업","KOSPI",,"164500","-1500","-0.90","161000","164500","156500","3323","535797500","398947867500","2425215"
"002690","동일제강","KOSPI",,"4350","-120","-2.68","4235","4355","4200","701048","3057588030","88306566000","20300360"
"023790","동일철강","KOSDAQ","중견기업부","2890","-70","-2.36","2875","2955","2815","81770","236104480","46195048940","15984446"
"005290","동진쎄미켐","KOSDAQ","우량기업부","41700","650","1.58","39800","43650","39650","2904720","121751548250","2143984399800","51414494"
"025900","동화기업","KOSDAQ","우량기업부","85900","2200","2.63","81100","85900","80000","245862","20519370000","1735281104300","20201177"
"000020","동화약품","KOSPI",,"11900","-100","-0.83","11750","11950","11600","93821","1103460700","332384493000","27931470"
"000150","두산","KOSPI",,"77300","-1300","-1.65","76500","78300","75500","160346","12345615300","1277292445500","16523835"
"000157","두산2우B","KOSPI",,"99700","-2300","-2.25","99900","101500","99100","2179","217908700","89035888600","893038"
"241560","두산밥캣","KOSPI",,"36700","-850","-2.26","36800","37150","36400","511254","18776138750","3679144392200","100249166"
"034020","두산에너빌리티","KOSPI",,"19800","-50","-0.25","19150","20000","19100","3526501","69333008400","12515028312600","632072137"
"000155","두산우","KOSPI",,"62000","-2200","-3.43","62300","64100","62000","974","60898900","247780644000","3996462"
"336260","두산퓨얼셀","KOSPI",,"35500","-1450","-3.92","36150","36400","35400","575720","20585766150","2325027273000","65493726"
"33626K","두산퓨얼셀1우","KOSPI",,"11800","-350","-2.88","12000","12000","11750","38654","457896800","157697560000","13364200"
"33626L","두산퓨얼셀2우B","KOSPI",,"14800","-350","-2.31","14850","15300","14700","12460","186762950","44197240000","2986300"
"016740","두올","KOSPI",,"3735","-50","-1.32","3660","3740","3660","111966","414016715","123504049800","33066680"
"073190","듀오백","KOSDAQ","중견기업부","2925","-20","-0.68","2910","2940","2835","13215","38181015","35006517000","11968040"
"176750","듀켐바이오","KONEX","일반기업부","7750","180","2.38","7570","7790","7500","6679","50330910","209147800750","26986813"
"030350","드래곤플라이","KOSDAQ","중견기업부","2050","-35","-1.68","2005","2050","2000","624767","1262362355","84739521600","41336352"
"203650","드림시큐리티","KOSDAQ","벤처기업부","3995","-35","-0.87","3960","4005","3915","139689","554281035","202169987230","50605754"
"223250","드림씨아이에스","KOSDAQ","중견기업부","11250","-150","-1.32","11150","11300","11100","2396","26815500","66664350000","5925720"
"060570","드림어스컴퍼니","KOSDAQ","중견기업부","4220","-40","-0.94","4180","4230","4155","36208","151666055","239948554340","56859847"
"192650","드림텍","KOSPI",,"10800","-50","-0.46","10600","10800","10500","251768","2684377800","726092564400","67230793"
"217620","디딤","KOSDAQ","중견기업부","1290","-25","-1.90","1270","1300","1230","111520","140364165","53730734280","41651732"
"016670","디모아","KOSDAQ","관리종목(소속부없음)","973","0","0.00","0","0","0","0","0","97551057352","100258024"
"187870","디바이스이엔지","KOSDAQ","우량기업부","22300","0","0.00","21650","22600","21650","12472","275499400","156916380700","7036609"
"066670","디스플레이텍","KOSDAQ","우량기업부","7780","-140","-1.77","7680","8030","7600","368393","2880256340","145423122040","18691918"
"024090","디씨엠","KOSPI",,"25050","-1750","-6.53","26000","26300","24950","100556","2544702000","285570000000","11400000"
"003160","디아이","KOSPI",,"8020","-70","-0.87","7900","8080","7810","95369","759587540","252604215700","31496785"
"092200","디아이씨","KOSPI",,"5240","20","0.38","5070","5240","5040","232705","1197663680","203776101560","38888569"
"110990","디아이티","KOSDAQ","우량기업부","8390","-50","-0.59","8430","8440","8230","22880","190492430","158571000000","18900000"
"078590","디아크","KOSDAQ","관리종목(소속부없음)","2380","0","0.00","0","0","0","0","0","197556560040","83006958"
"263690","디알젬","KOSDAQ","우량기업부","9880","-20","-0.20","9860","9990","9750","9933","98146630","111897026800","11325610"
"214680","디알텍","KOSDAQ","벤처기업부","1635","90","5.83","1510","1675","1500","4742804","7682024670","94167360660","57594716"
"377190","디앤디플랫폼리츠","KOSPI",,"5290","-10","-0.19","5320","5320","5270","24916","131502090","340676000000","64400000"
"263720","디앤씨미디어","KOSDAQ","중견기업부","24150","-850","-3.40","24300","24400","23950","28122","678438400","296443930650","12275111"
"376300","디어유","KOSDAQ","기술성장기업부","36700","-1100","-2.91","36750","37350","35950","218583","7996616850","806561992200","21977166"
"141020","디에스앤엘","KOSDAQ","투자주의환기종목(소속부없음)","1335","0","0.00","0","0","0","0","0","43790846220","32802132"
"109740","디에스케이","KOSDAQ","벤처기업부","6330","-80","-1.25","6410","6410","6280","17259","108949400","171067680300","27024910"
"131030","디에이치피코리아","KOSDAQ","우량기업부","7190","-50","-0.69","7240","7240","7130","17159","122783690","116141234780","16153162"
"196490","디에이테크놀로지","KOSDAQ","투자주의환기종목(소속부없음)","4570","0","0.00","4565","4645","4430","101758","462235190","112816486970","24686321"
"066900","디에이피","KOSDAQ","우량기업부","4130","-20","-0.48","4105","4130","4035","45956","187217025","93934797390","22744503"
"180400","디엑스앤브이엑스","KOSDAQ","관리종목(소속부없음)","7740","0","0.00","0","0","0","0","0","222082929900","28692885"
"127120","디엔에이링크","KOSDAQ","기술성장기업부","4025","-50","-1.23","3900","4155","3720","232600","909313645","65984610300","16393692"
"092070","디엔에프","KOSDAQ","우량기업부","21200","-50","-0.24","20600","21300","20450","57571","1203712850","245323389600","11571858"
"039840","디오","KOSDAQ","우량기업부","31750","-850","-2.61","31500","32200","31050","73547","2324192300","500834310750","15774309"
"013570","디와이","KOSPI",,"8710","300","3.57","8280","9000","8220","1293182","11213416240","229244003430","26319633"
"219550","디와이디","KOSDAQ","관리종목(소속부없음)","3785","85","2.30","3670","3800","3510","616730","2283970140","103354133540","27306244"
"310870","디와이씨","KOSDAQ","벤처기업부","1885","-25","-1.31","1875","1925","1875","35126","66494040","37902205835","20107271"
"210540","디와이파워","KOSPI",,"15300","250","1.66","14600","15500","14450","456454","6911542600","168938132400","11041708"
"104460","디와이피엔에프","KOSDAQ","우량기업부","38300","500","1.32","37400","38350","36850","29640","1119679950","410331837500","10713625"
"079810","디이엔티","KOSDAQ","중견기업부","8070","-50","-0.62","8040","8260","7860","104166","839613790","119874225210","14854303"
"113810","디젠스","KOSDAQ","벤처기업부","1040","-50","-4.59","1080","1085","1010","986143","1018105985","33933173040","32628051"
"043360","디지아이","KOSDAQ","벤처기업부","3830","-30","-0.78","3860","3860","3670","121261","458776165","34470000000","9000000"
"197140","디지캡","KOSDAQ","벤처기업부","4410","-90","-2.00","4450","4450","4295","73743","321439585","42149232090","9557649"
"068930","디지털대성","KOSDAQ","우량기업부","7900","-50","-0.63","7890","7940","7800","59324","466453000","235244138100","29777739"
"033130","디지틀조선","KOSDAQ","중견기업부","2975","-70","-2.30","2975","2985","2910","172409","508587070","110417919325","37115267"
"105740","디케이락","KOSDAQ","우량기업부","11450","-450","-3.78","11550","11750","11400","35793","412356500","97232392400","8491912"
"263020","디케이앤디","KOSDAQ","벤처기업부","3565","-30","-0.83","3550","3625","3455","76250","270595235","55351630260","15526404"
"290550","디케이티","KOSDAQ","우량기업부","12850","-100","-0.77","12550","13050","12550","118484","1520486400","211545258100","16462666"
"007340","디티알오토모티브","KOSPI",,"72900","-2000","-2.67","72700","74300","72700","23680","1735664400","728562964500","9994005"
"187220","디티앤씨","KOSDAQ","벤처기업부","6110","-220","-3.48","6260","6260","6110","59426","365522340","71474908310","11698021"
"163430","디피코","KONEX","일반기업부","7620","0","0.00","0","0","0","0","0","58100953140","7624797"
"131180","딜리","KOSDAQ","벤처기업부","1950","-65","-3.23","1975","1975","1910","203533","394282510","57232500000","29350000"
"315640","딥노이드","KOSDAQ","기술성장기업부","9880","-720","-6.79","10050","10300","9880","199207","1988431120","91664130480","9277746"
"317120","라닉스","KOSDAQ","기술성장기업부","7280","-40","-0.55","7190","7310","7120","24178","174080150","70313880000","9658500"
"042510","라온시큐어","KOSDAQ","중견기업부","3325","-65","-1.92","3330","3340","3285","85322","283095900","128566930450","38666746"
"232680","라온테크","KOSDAQ","기술성장기업부","17900","-150","-0.83","17600","17900","17300","61802","1081044050","220872288600","12339234"
"300120","라온피플","KOSDAQ","벤처기업부","12100","-350","-2.81","12150","12250","11950","27188","327713200","127705287600","10554156"
"171120","라이온켐텍","KOSDAQ","중견기업부","8100","0","0.00","8000","8100","7930","5644","45189720","153037965600","18893576"
"069540","라이트론","KOSDAQ","벤처기업부","4510","10","0.22","4440","4520","4390","119357","533750320","117539421560","26061956"
"285770","라이프사이언스테크놀로지","KONEX","일반기업부","1390","0","0.00","0","0","0","0","0","4928078200","3545380"
"347700","라이프시맨틱스","KOSDAQ","기술성장기업부","7100","-90","-1.25","7070","7460","6960","33289","237188410","72618445000","10227950"
"214260","라파스","KOSDAQ","기술성장기업부","36500","50","0.14","35350","37100","35350","38760","1411666450","314535684000","8617416"
"403360","라피치","KONEX","일반기업부","13000","0","0.00","13000","13000","12800","201","2603000","37752000000","2904000"
"115390","락앤락","KOSPI",,"9400","-240","-2.49","9560","9570","9340","77061","724038530","484573891600","51550414"
"200350","래몽래인","KOSDAQ","기술성장기업부","16650","-700","-4.03","17000","17200","16200","70034","1158696950","104204341350","6258519"
"171010","램테크놀러지","KOSDAQ","벤처기업부","7570","-200","-2.57","7500","7570","7370","337665","2517036920","104738951490","13836057"
"084650","랩지노믹스","KOSDAQ","우량기업부","7130","-100","-1.38","7020","7460","7010","992474","7112911190","242360271990","33991623"
"217500","러셀","KOSDAQ","벤처기업부","4260","-55","-1.27","4200","4285","4190","139016","588025270","135519120000","31812000"
"092590","럭스피아","KONEX","일반기업부","3450","375","12.20","3450","3450","3450","1","3450","25154288100","7291098"
"141080","레고켐바이오","KOSDAQ","기술성장기업부","37000","-1200","-3.14","36950","37500","36750","123518","4577526200","899220546000","24303258"
"060300","레드로버","KOSDAQ","관리종목(소속부없음)","1830","0","0.00","0","0","0","0","0","53493273510","29231297"
"038390","레드캡투어","KOSDAQ","우량기업부","20900","-500","-2.34","21200","21200","20700","6770","141179100","179520132000","8589480"
"294140","레몬","KOSDAQ","기술성장기업부","4195","-50","-1.18","4190","4210","4090","23388","96608665","155215000000","37000000"
"228670","레이","KOSDAQ","우량기업부","16950","-1100","-6.09","17400","17500","16700","291630","4962476300","225545751300","13306534"
"228850","레이언스","KOSDAQ","우량기업부","11400","-250","-2.15","11350","11500","11250","23183","263392550","189137559600","16591014"
"281740","레이크머티리얼즈","KOSDAQ","우량기업부","5060","-10","-0.20","4940","5210","4910","1366054","6946842225","332596572880","65730548"
"277810","레인보우로보틱스","KOSDAQ","기술성장기업부","19800","-250","-1.25","19650","19900","19300","49593","974436150","319477237200","16135214"
"179720","렌딩머신","KONEX","일반기업부","6400","-390","-5.74","6400","6400","6400","1","6400","6717331200","1049583"
"215100","로보로보","KOSDAQ","벤처기업부","9110","-170","-1.83","9010","9230","8960","1410100","12815041330","185374415940","20348454"
"090360","로보스타","KOSDAQ","중견기업부","21750","-500","-2.25","21600","21900","21350","58146","1262719650","212062500000","9750000"
"238500","로보쓰리","KONEX","일반기업부","1230","-10","-0.81","1200","1300","1115","61379","71916950","20682948150","16815405"
"108490","로보티즈","KOSDAQ","기술성장기업부","20050","-150","-0.74","19600","20500","19500","214513","4307021100","238639571150","11902223"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)","369","-15","-3.91","371","376","363","7339281","2693796840","66477727467","180156443"
"223220","로지스몬","KONEX","일반기업부","587","4","0.69","587","587","587","1","587","23731118600","40427800"
"067730","로지시스","KOSDAQ","중견기업부","6820","-40","-0.58","6890","6970","6650","436204","2975544420","65976148040","9673922"
"071280","로체시스템즈","KOSDAQ","우량기업부","6190","80","1.31","6010","6330","5860","569842","3539055800","94685972570","15296603"
"032350","롯데관광개발","KOSPI",,"14850","-250","-1.66","14800","15050","14500","373440","5486391450","1072229904900","72204034"
"089860","롯데렌탈","KOSPI",,"36800","-1400","-3.66","37150","37200","36400","176824","6493287350","1348133518400","36634063"
"330590","롯데리츠","KOSPI",,"5770","-50","-0.86","5760","5820","5740","146932","846727890","1401930460680","242968884"
"000400","롯데손해보험","KOSPI",,"1810","-70","-3.72","1850","1855","1770","984973","1770259000","561708739200","310336320"
"023530","롯데쇼핑","KOSPI",,"97000","-4000","-3.96","99000","99500","96600","118352","11547703000","2744009235000","28288755"
"004000","롯데정밀화학","KOSPI",,"82000","-900","-1.09","81000","83000","80100","88761","7277840900","2115600000000","25800000"
"286940","롯데정보통신","KOSPI",,"28950","-1300","-4.30","29450","29750","28750","117330","3411965250","445723782450","15396331"
"280360","롯데제과","KOSPI",,"112000","-2000","-1.75","112000","113000","110500","4722","527428000","718672304000","6416717"
"004990","롯데지주","KOSPI",,"33500","-700","-2.05","33300","33750","33000","119974","4019689250","3514459439500","104909237"
"00499K","롯데지주우","KOSPI",,"50000","-500","-0.99","50500","50500","49300","179","8946100","40280150000","805603"
"005300","롯데칠성","KOSPI",,"182500","0","0.00","179500","184500","177000","33621","6090337500","1693396330000","9278884"
"005305","롯데칠성우","KOSPI",,"75500","-1900","-2.45","76600","77000","75000","8591","649133500","58535905000","775310"
"011170","롯데케미칼","KOSPI",,"196500","1500","0.77","191500","197500","190500","98983","19348457000","6735119833500","34275419"
"002270","롯데푸드","KOSPI",,"313000","-4000","-1.26","314000","314500","308500","3699","1149952000","378434215000","1209055"
"071840","롯데하이마트","KOSPI",,"21400","-100","-0.47","21250","21750","21000","22829","483403000","505205036800","23607712"
"038060","루멘스","KOSDAQ","중견기업부","1400","-35","-2.44","1400","1415","1350","397990","555599765","67344296600","48103069"
"162120","루켄테크놀러지스","KONEX","일반기업부","5830","130","2.28","5460","5880","5450","10755","60265280","64071326880","10989936"
"253610","루트락","KONEX","일반기업부","2300","-345","-13.04","2250","2900","2250","5357","12234670","17876848900","7772543"
"085370","루트로닉","KOSDAQ","중견기업부","21000","-250","-1.18","20600","21250","20350","443473","9239153900","552629721000","26315701"
"08537M","루트로닉3우C","KOSDAQ","중견기업부","31200","-600","-1.89","30100","31750","28700","593","17870300","7654358400","245332"
"060240","룽투코리아","KOSDAQ","벤처기업부","5270","-430","-7.54","5500","5550","5260","1293855","6948144850","134012326680","25429284"
"058470","리노공업","KOSDAQ","우량기업부","168000","-2000","-1.18","164800","169300","164000","47821","8022442000","2560718160000","15242370"
"039980","리노스","KOSDAQ","중견기업부","1115","-10","-0.89","1105","1115","1090","211348","232874655","50970659540","45713596"
