번호,종목코드,종목명,시장구분,사업연도,결산월,업종,업종별 배당률,주식배당,현금배당_액면가,현금배당_주당배당금,현금배당_시가배당률,현금배당_배당성향,현금배당_기말주식수,현금배당_총배당금액
"59","078150","HB테크놀러지","KOSDAQ","2018","12","기계·장비","0.91",,"500","20","0.7","18.96","78990426","1538589020"
"60","012630","HDC","KOSPI","2018","12","기타금융",,,"5000","150","0.8","0.926","59741721","8628309750"
"61","039570","HDC랩스","KOSPI","2018","12","건설업","1.03",,"500",,,,"16460000",
"62","089470","HDC현대EP","KOSPI","2018","12","화학","2.03",,"500","60","1.4","21.822","31900000","1854000000"
"63","294870","HDC현대산업개발","KOSPI","2018","12","건설업","1.03",,"5000","500","1","9.556","43938220","21964375000"
"64","267250","HD현대","KOSPI","2018","12","기타금융",,,"5000","18500","5.06","95.252","16286617","270501191000"
"65","097230","HJ중공업","KOSPI","2018","12","건설업","1.03",,"5000",,,,"106052508",
"66","195940","HK이노엔","KOSDAQ","2018","12","-",,,,,,,,
"67","028300","HLB","KOSDAQ","2018","12","운송장비·부품","0.65",,"500",,,,"39171492",
"68","003580","HLB글로벌","KOSPI","2018","12","광업",,,"500",,,,"22510021",
"69","343090","HLB사이언스","KONEX","2018","12","-",,,,,,,,
"70","067630","HLB생명과학","KOSDAQ","2018","12","기타서비스","0.47",,"500",,,,"36298625",
"71","047920","HLB제약","KOSDAQ","2018","12","기타서비스","0.47",,"500",,,,"13848373",
"72","115450","HLB테라퓨틱스","KOSDAQ","2018","12","소프트웨어","0.86",,"500",,,,"24491837",
"73","011200","HMM","KOSPI","2018","12","운수창고업","1.02",,"5000",,,,"311805827",
"74","036640","HRS","KOSDAQ","2018","12","화학","1",,"500","30","1","-6.559","16354800","490644000"
"75","082740","HSD엔진","KOSPI","2018","12","기계","1.38",,"1000",,,,"32947142",
"76","335870","IBKS제12호스팩","KOSDAQ","2018","12","-",,,,,,,,
"77","351340","IBKS제13호스팩","KOSDAQ","2018","12","-",,,,,,,,
"78","388790","IBKS제16호스팩","KOSDAQ","2018","12","-",,,,,,,,
"79","405350","IBKS제17호스팩","KOSDAQ","2018","12","-",,,,,,,,
"80","095340","ISC","KOSDAQ","2018","12","반도체","1.2","0.02","500","150","1.7","16.828","13869854","2044907250"
"81","099520","ITX-AI","KOSDAQ","2018","12","통신장비","0.43",,"500",,,,"16466131",
"82","175330","JB금융지주","KOSPI","2018","12","기타금융",,,"5000","180","3.2","10.897","196982894","34981933680"
"83","234080","JW생명과학","KOSPI","2018","12","의약품","0.19",,"2500","500","2.32","50.046","15834554","7917277000"
"84","067290","JW신약","KOSDAQ","2018","12","제약","0.33",,"500","60","0.91","-33.137","41667166","2492862420"
"85","001060","JW중외제약","KOSPI","2018","12","의약품","0.19",,"2500","325","0.8","86.32","19805460","6954775650"
"86","096760","JW홀딩스","KOSPI","2018","12","기타금융",,,"500","85","1.19","14.723","63258557","5364976535"
"87","035900","JYP Ent.","KOSDAQ","2018","12","오락·문화","0.14",,"500","122","0.399","16.563","35355216","4020605892"
"88","318000","KBG","KOSDAQ","2018","12","-",,,,,,,,
"89","024840","KBI메탈","KOSDAQ","2018","12","금속","1.26",,"500",,,,"31241496",
"90","105560","KB금융","KOSPI","2018","12","기타금융",,,"5000","1920","4","24.812","418111537","759736452480"
"91","024120","KB오토시스","KOSDAQ","2018","12","운송장비·부품","0.65",,"500","280","5.2","25.255","11500000","3220000000"
"92","021320","KCC건설","KOSDAQ","2018","12","건설","1.77",,"5000","130","1.8","11.523","21400000","2782000000"
"93","036670","KCI","KOSDAQ","2018","12","화학","1",,"500","180","2.3","21.821","11270000","1936836000"
"94","009440","KC그린홀딩스","KOSPI","2018","12","기타금융",,,"500","80","2.07","9.43","22434980","1769998400"
"95","112190","KC산업","KONEX","2018","12","-",,,"500",,,,"6627571",
"96","119650","KC코트렐","KOSPI","2018","12","기계","1.38",,"500","80","1.92","47.294","13000000","1040000000"
"97","044180","KD","KOSDAQ","2018","12","건설","1.77",,"100",,,,"355691714",
"98","092220","KEC","KOSPI","2018","12","전기전자","1.92",,"500",,,,"112451621",
"99","151860","KG ETS","KOSDAQ","2018","12","기타서비스","0.47",,"500","100","3","31.125","36000000","3506541800"
"100","046440","KG모빌리언스","KOSDAQ","2018","12","소프트웨어","0.86",,"500","200","2.7","47.857","29906957","5799835400"
"101","016380","KG스틸","KOSPI","2018","12","철강금속","2.47",,"5000",,,,"27233424",
"102","035600","KG이니시스","KOSDAQ","2018","12","소프트웨어","0.86",,"500","300","1.9","20.779","27904434","8285546400"
"103","001390","KG케미칼","KOSPI","2018","12","화학","2.03",,"5000","350","2","15.447","12455526","4289115600"
"104","226360","KH 건설","KOSDAQ","2018","12","건설","1.77",,"100","60","2.3","51.454","27022574","1583759820"
"105","111870","KH 전자","KOSDAQ","2018","12","일반전기전자","0.77",,"500",,,,"45572000",
"106","033180","KH 필룩스","KOSPI","2018","12","전기전자","1.92",,"500",,,,"53826895",
"107","060720","KH바텍","KOSDAQ","2018","12","IT부품","0.56",,"500",,,,"20350017",
"108","001940","KISCO홀딩스","KOSPI","2018","12","기타금융",,,"1000","280","2.1","11.792","18476380","4282801600"
"109","122450","KMH","KOSDAQ","2018","12","방송서비스","1.07",,"500","120","1.6","3.994","21783233","2678222760"
"110","052900","KMH하이텍","KOSDAQ","2018","12","반도체","1.2",,"500",,,,"46885499",
"111","058400","KNN","KOSDAQ","2018","12","방송서비스","1.07",,"500","25","2.9","0.042","132429720","3310743000"
"112","114450","KPX생명과학","KOSDAQ","2018","12","제약","0.33",,"500",,,,"15000000",
"113","025000","KPX케미칼","KOSPI","2018","12","화학","2.03",,"5000","2000","3.9","79.148","4840000","9510442000"
"114","092230","KPX홀딩스","KOSPI","2018","12","기타금융",,,"5000","2600","4.2","72.047","4224646","10623329600"
"115","000040","KR모터스","KOSPI","2018","12","운수장비","1.73",,"500",,,,"128982090",
"116","044450","KSS해운","KOSPI","2018","12","운수창고업","1.02",,"500","230","3.51","24.754","23185880","5152869170"
"117","058850","KTcs","KOSPI","2018","12","서비스업","1.23",,"500","90","3.54","33.007","42685000","3763170000"
"118","058860","KTis","KOSPI","2018","12","서비스업","1.23",,"500","80","3.13","34.25","34802000","2706123200"
"119","060370","KT서브마린","KOSDAQ","2018","12","건설","1.77",,"1000","30","0.92","-14.387","21900000","616623750"
"120","093050","LF","KOSPI","2018","12","섬유의복","1.32",,"5000","500","2","17.974","29240000","14620000000"
"121","003550","LG","KOSPI","2018","12","기타금융",,,"5000","2000","2.8","18.679","172557131","351707811350"
"122","034220","LG디스플레이","KOSPI","2018","12","전기전자","1.92",,"5000",,,,"357815700",
"123","051900","LG생활건강","KOSPI","2018","12","화학","2.03",,"5000","9250","0.8","22.404","15618197","155098229200"
"124","373220","LG에너지솔루션","KOSPI","2018","12","-",,,,,,,,
"125","032640","LG유플러스","KOSPI","2018","12","통신업","2.99",,"5000","400","2.3","36.263","436611361","174644543200"
"126","011070","LG이노텍","KOSPI","2018","12","전기전자","1.92",,"5000","300","0.35","4.353","23667107","7099352100"
"127","066570","LG전자","KOSPI","2018","12","전기전자","1.92",,"5000","750","1.2","9.228","163647814","135908521500"
"128","037560","LG헬로비전","KOSPI","2018","12","서비스업","1.23",,"2500","75","0.8","14.634","77446865","5808514875"
"129","051910","LG화학","KOSPI","2018","12","화학","2.03",,"5000","6000","1.7","30.281","70592343","460057775650"
"130","079550","LIG넥스원","KOSPI","2018","12","기계","1.38",,"5000","500","1.5","246.747","22000000","11000000000"
"131","006260","LS","KOSPI","2018","12","기타금융",,,"5000","1250","2.5","7.117","32200000","34708838750"
"132","000680","LS네트웍스","KOSPI","2018","12","유통업","1.44",,"5000",,,,"78803016",
"133","229640","LS전선아시아","KOSPI","2018","12","기타금융",,,"500","160","2.8","45.675","30624879","4899980640"
"134","108320","LX세미콘","KOSDAQ","2018","12","반도체","1.2",,"500","830","2.5","27.572","16264300","13499369000"
"135","001120","LX인터내셔널","KOSPI","2018","12","유통업","1.44",,"5000","250","1.6","-26.853","38760000","9664812250"
"136","108670","LX하우시스","KOSPI","2018","12","화학","2.03",,"5000","250","0.4","-4.793","8967670","2546430100"
"137","383800","LX홀딩스","KOSPI","2018","12","-",,,,,,,,
"138","023150","MH에탄올","KOSPI","2018","12","음식료품","1.18",,"500","350","6","-19.513","7378526","2347984100"
"139","035420","NAVER","KOSPI","2018","12","서비스업","1.23",,"100","314","0.3","7.31","164813395","45901490260"
"140","160550","NEW","KOSDAQ","2018","12","오락·문화","0.14",,"500",,,,"27906106",
"141","053290","NE능률","KOSDAQ","2018","12","출판·매체복제","0.37",,"500",,,,"13497842",
"142","104200","NHN벅스","KOSDAQ","2018","12","디지털컨텐츠","0.36",,"500",,,,"14827550",
"143","060250","NHN한국사이버결제","KOSDAQ","2018","12","소프트웨어","0.86","0.05","500","150","1.2","18.842","21917493","3161702250"
"144","005940","NH투자증권","KOSPI","2018","12","증권","3.02",,"5000","500","3.7","41.666","281408887","150609806200"
"145","034310","NICE","KOSPI","2018","12","서비스업","1.23",,"500","180","1","6.867","37882300","6818814000"
"146","030190","NICE평가정보","KOSDAQ","2018","12","기타서비스","0.47",,"500","190","1.75","29.653","60714820","11358730670"
"147","008260","NI스틸","KOSPI","2018","12","철강금속","2.47",,"500","50","2.18","14.014","28600117","1430005850"
"148","010060","OCI","KOSPI","2018","12","화학","2.03",,"5000","850","0.78","19.526","23849371","20271965350"
"149","178920","PI첨단소재","KOSPI","2018","12","화학","1",,"500","830","2.6","69.672","29366322","24374047260"
"150","024940","PN풍년","KOSDAQ","2018","12","금속","1.26",,"500","25","1.09","19.63","10000000","234967000"
"151","005490","POSCO홀딩스","KOSPI","2018","12","철강금속","2.47",,"5000","10000","4","42.282","87186835","800011320000"
"152","218410","RFHIC","KOSDAQ","2018","12","일반전기전자","0.77",,"500","200","0.88","17.673","22445959","4489191800"
"153","327260","RF머트리얼즈","KOSDAQ","2018","12","-",,,,,,,,
"154","091340","S&K폴리텍","KOSDAQ","2018","12","IT부품","0.56",,"500",,,,"11703721",
"155","010950","S-Oil","KOSPI","2018","12","화학","2.03",,"2500","750","0.7","33.876","112582792","87411425425"
"156","019550","SBI인베스트먼트","KOSDAQ","2018","12","금융","1.01",,"500",,,,"162066575",
"157","034120","SBS","KOSPI","2018","12","서비스업","1.23",,"5000",,,,"18252582",
"158","046140","SBS콘텐츠허브","KOSDAQ","2018","12","오락·문화","0.14",,"500","75","1.5","19.503","21463555","1609766625"
"159","151910","SBW생명과학","KOSDAQ","2018","12","IT부품","0.56",,"100",,,,"109013645",
"160","036120","SCI평가정보","KOSDAQ","2018","12","기타서비스","0.47",,"500",,,,"35500000",
"161","099220","SDN","KOSDAQ","2018","12","유통","0.34",,"500",,,,"40500178",
"162","036540","SFA반도체","KOSDAQ","2018","12","반도체","1.2",,"500",,,,"141121631",
"163","255220","SG","KOSDAQ","2018","12","비금속","0.81",,"100","60","0.58","7.33","12506024","705082980"
"164","040610","SG&G","KOSDAQ","2018","12","운송장비·부품","0.65",,"500",,,,"34087196",
"165","049470","SGA","KOSDAQ","2018","12","소프트웨어","0.86",,"500",,,,"96724499",
"166","184230","SGA솔루션즈","KOSDAQ","2018","12","소프트웨어","0.86",,"100",,,,"33905098",
"167","005090","SGC에너지","KOSPI","2018","12","비금속광물","2.41",,"5000","750","2.7","-17.261","4854418","1987399500"
"168","016250","SGC이테크건설","KOSDAQ","2018","12","건설","1.77",,"5000","1000","1.2","3.694","2800000","2627077000"
"169","001380","SG글로벌","KOSPI","2018","12","운수장비","1.73",,"500",,,,"44964143",
"170","004060","SG세계물산","KOSPI","2018","12","유통업","1.44",,"500",,,,"202424960",
"171","001770","SHD","KOSPI","2018","12","철강금속","2.47",,"5000","100","0.4","18.69","1214878","121487800"
"172","002360","SH에너지화학","KOSPI","2018","12","화학","2.03",,"500","23","2.1","125.326","111133730","2549125631"
"173","009160","SIMPAC","KOSPI","2018","12","기계","1.38",,"500","60","2.4","5.249","65429516","3632593800"
"174","034730","SK","KOSPI","2018","12","기타금융",,,"200","5000","1.9","4.584","70360297","281971537850"
"175","337450","SK5호스팩","KOSDAQ","2018","12","-",,,,,,,,
"176","340350","SK6호스팩","KOSDAQ","2018","12","-",,,,,,,,
"177","011790","SKC","KOSPI","2018","12","화학","2.03",,"5000","1000","2.8","25.113","37534555","35420554000"
"178","018670","SK가스","KOSPI","2018","12","유통업","1.44","0.01","5000","3000","4.1","47.412","9054167","26284440000"
"179","001740","SK네트웍스","KOSPI","2018","12","유통업","1.44",,"2500","120","2.43","376.697","248187647","28881341190"
"180","006120","SK디스커버리","KOSPI","2018","12","기타금융",,,"5000","600","2.3","12.589","19037855","12297473000"
"181","210980","SK디앤디","KOSPI","2018","12","서비스업","1.23",,"1000","600","2.26","21.739","16155000","11393714400"
"182","068400","SK렌터카","KOSPI","2018","12","서비스업","1.23",,"500",,,,"22146300",
"183","302440","SK바이오사이언스","KOSPI","2018","12","-",,,,,,,,
"184","402340","SK스퀘어","KOSPI","2018","12","-",,,,,,,,
"185","260870","SK시그넷","KONEX","2018","12","-",,,"500",,,,"4757601",
"186","361610","SK아이이테크놀로지","KOSPI","2018","12","-",,,,,,,,
"187","096770","SK이노베이션","KOSPI","2018","12","기타금융",,,"5000","8000","4.4","41.424","92465564","708343019300"
"188","001510","SK증권","KOSPI","2018","12","증권","3.02",,"500","10","1.58","33.492","472590171","4671749740"
"189","285130","SK케미칼","KOSPI","2018","12","화학","2.03",,"5000","400","0.6","-32.174","11579852","5283047500"
"190","017670","SK텔레콤","KOSPI","2018","12","통신업","2.99",,"500","10000","3.7","22.907","80745711","717437612000"
"191","000660","SK하이닉스","KOSPI","2018","12","전기전자","1.92",,"5000","1500","2.5","6.602","728002365","1026002692500"
"192","048550","SM C&C","KOSDAQ","2018","12","오락·문화","0.14",,"500",,,,"94061026",
"193","063440","SM Life Design","KOSDAQ","2018","12","출판·매체복제","0.37",,"500",,,,"44190228",
"194","064960","SNT모티브","KOSPI","2018","12","운수장비","1.73",,"5000","1200","4.2","27.923","14623136","15979065600"
"195","100840","SNT에너지","KOSPI","2018","12","기계","1.38","0.03","500",,,,"7297150",
"196","003570","SNT중공업","KOSPI","2018","12","운수장비","1.73","0.03","2500","200","2.7","26.214","32473439","5195058000"
"197","036530","SNT홀딩스","KOSPI","2018","12","기타금융",,,"500","400","3.3","8.554","16303886","6307382800"
"198","005610","SPC삼립","KOSPI","2018","12","음식료품","1.18",,"5000","1004","0.8","12.721","8629009","5364232132"
"199","011810","STX","KOSPI","2018","12","유통업","1.44",,"2500",,,,"19726902",
"200","077970","STX엔진","KOSPI","2018","12","기계","1.38",,"2500",,,,"23008904",
"201","071970","STX중공업","KOSPI","2018","12","기계","1.38",,"2500",,,,"28081731",
"202","002820","SUN&L","KOSPI","2018","12","종이목재","1.52",,"1000","70","1.3","-9.264","12607989","851657870"
"203","002710","TCC스틸","KOSPI","2018","12","철강금속","2.47",,"1000","80","4.1","17.498","22342500","1706905680"
"204","089230","THE E&M","KOSDAQ","2018","12","인터넷","0.42",,"100",,,,"91860980",
"205","161570","THE MIDONG","KOSDAQ","2018","12","정보기기","0.88",,"500",,,,"13791786",
"206","192410","THQ","KOSDAQ","2018","12","통신장비","0.43",,"500",,,,"24435800",
"207","032540","TJ미디어","KOSDAQ","2018","12","일반전기전자","0.77",,"500",,,,"13931609",
"208","022220","TKG애강","KOSDAQ","2018","12","화학","1",,"500",,,,"51794579",
"209","048770","TPC","KOSDAQ","2018","12","기계·장비","0.91",,"500","25","0.67","7.777","12900000","322500000"
"210","246690","TS인베스트먼트","KOSDAQ","2018","12","금융","1.01",,"500","20","0.86","10.831","22421004","448420080"
"211","317240","TS트릴리온","KOSDAQ","2018","12","-",,,,,,,,
"212","002900","TYM","KOSPI","2018","12","기계","1.38",,"500","10","0.5","-2.158","65388900","491262870"
"213","038340","UCI","KOSDAQ","2018","12","기타서비스","0.47",,"500",,,,"13434453",
"214","073570","WI","KOSDAQ","2018","12","반도체","1.2",,"500",,,,"11248306",
"215","024070","WISCOM","KOSPI","2018","12","화학","2.03","0.02","500","0","0","0","15025920","0"
"216","057030","YBM넷","KOSDAQ","2018","12","기타서비스","0.47",,"500","100","3.2","437.415","16312697","1618434700"
"217","037270","YG PLUS","KOSPI","2018","12","기타제조업",,,"500",,,,"58170704",
"218","040300","YTN","KOSDAQ","2018","12","방송서비스","1.07",,"1000","20","1","121.563","42000000","840000000"
"219","051390","YW","KOSDAQ","2018","12","유통","0.34",,"500","100","2.6","42.359","11355368","914525800"
"220","052220","iMBC","KOSDAQ","2018","12","디지털컨텐츠","0.36",,"500",,,,"23000000",
"221","079940","가비아","KOSDAQ","2018","12","인터넷","0.42",,"500","30","0.49","2.549","13535684","391059540"
"222","078890","가온미디어","KOSDAQ","2018","12","통신장비","0.43",,"500","100","1.2","27.567","14514801","1426043700"
"223","000500","가온전선","KOSPI","2018","12","전기전자","1.92",,"5000","600","3.5","2380.132","4160347","2356330200"
"224","399720","가온칩스","KOSDAQ","2018","12","-",,,,,,,,
"225","036620","감성코퍼레이션","KOSDAQ","2018","12","유통","0.34",,"500",,,,"37610189",
"226","000860","강남제비스코","KOSPI","2018","12","화학","2.03",,"1000","550","2.2","9.204","6500000","3575000000"
"227","217730","강스템바이오텍","KOSDAQ","2018","12","제약","0.33",,"500",,,,"20824937",
"228","035250","강원랜드","KOSPI","2018","12","서비스업","1.23",,"500","900","2.7","61.387","213940500","182465098200"
"229","114190","강원에너지","KOSDAQ","2018","12","금속","1.26",,"500",,,,"15366896",
"230","094480","갤럭시아머니트리","KOSDAQ","2018","12","소프트웨어","0.86",,"500","35","1.2","27.486","39229838","1326186120"
"231","011420","갤럭시아에스엠","KOSPI","2018","12","서비스업","1.23",,"500",,,,"27549644",
"232","039240","경남스틸","KOSDAQ","2018","12","금속","1.26",,"100","70","3.3","32.552","25000000","1750000000"
"233","053950","경남제약","KOSDAQ","2018","12","제약","0.33",,"500",,,,"12299983",
"234","002100","경농","KOSPI","2018","12","화학","2.03",,"500","250","2.5","91.557","21691750","4466162500"
"235","009450","경동나비엔","KOSPI","2018","12","전기전자","1.92",,"1000","250","0.6","12.752","12739510","3155962500"
"236","267290","경동도시가스","KOSPI","2018","12","전기가스업","2.06",,"2500","875","2.6","12.071","4717063","4124203125"
"237","012320","경동인베스트","KOSPI","2018","12","기타금융",,,"5000","500","1.3","3.81","2365023","1136564000"
"238","011040","경동제약","KOSDAQ","2018","12","제약","0.33",,"500","300","2.6","133.574","26550000","7103476200"
"239","000050","경방","KOSPI","2018","12","섬유의복","1.32",,"500","125","1.1","16.7","27415270","3371474625"
"240","214390","경보제약","KOSPI","2018","12","의약품","0.19",,"500","200","2","36.454","23906860","4781372000"
"241","012610","경인양행","KOSPI","2018","12","화학","2.03",,"500","50","0.8","14.547","40396365","2007820450"
"242","009140","경인전자","KOSPI","2018","12","전기전자","1.92",,"5000","250","1.1","-49.107","1570797","334420500"
"243","024910","경창산업","KOSDAQ","2018","12","운송장비·부품","0.65",,"500","10","0.7","-2.588","35819005","353689800"
"244","013580","계룡건설산업","KOSPI","2018","12","건설업","1.03",,"5000","500","2.3","4.685","8930907","4428898500"
"245","012200","계양전기","KOSPI","2018","12","기계","1.38",,"500","60","1.7","21.457","32600000","2047000000"
"246","002140","고려산업","KOSPI","2018","12","음식료품","1.18",,"1000","30","1.3","19.934","24939425","740142600"
"247","198440","고려시멘트","KOSDAQ","2018","12","비금속","0.81",,"100","35","1.3","24.092","31979960","1119298600"
"248","049720","고려신용정보","KOSDAQ","2018","12","기타서비스","0.47",,"500","220","5.7","65.432","14300000","3058278520"
"249","010130","고려아연","KOSPI","2018","12","철강금속","2.47",,"5000","11000","2.47","36.352","18870000","194416640000"
"250","002240","고려제강","KOSPI","2018","12","철강금속","2.47",,"1000","350","1.5","373.03","20000000","6998034400"
"251","014570","고려제약","KOSDAQ","2018","12","제약","0.33",,"500","100","1.45","16.617","11000000","1090398000"
"252","348150","고바이오랩","KOSDAQ","2018","12","-",,,,,,,,
"253","098460","고영","KOSDAQ","2018","12","기계·장비","0.91",,"500","650","0.8","20.768","13687951","8787061400"
"254","035290","골드앤에스","KOSDAQ","2018","12","출판·매체복제","0.37",,"500",,,,"22761247",
"255","038530","골드퍼시픽","KOSDAQ","2018","12","유통","0.34",,"500",,,,"17136344",
"256","900280","골든센츄리","KOSDAQ","2018","12","금융","1.01",,"0.2","51.53","3","3.193","93400000","611094000"
"257","215000","골프존","KOSDAQ","2018","12","소프트웨어","0.86",,"500","1850","5.3","56.83","6275415","11604069500"
"258","121440","골프존뉴딘홀딩스","KOSDAQ","2018","12","금융","1.01",,"500","117","3","-66.465","42836818","5002826634"
"259","183410","골프존데카","KONEX","2018","12","-",,,"500",,,,"11746172",
"260","366030","공구우먼","KOSDAQ","2018","12","-",,,,,,,,
"261","076340","관악산업","KONEX","2018","12","-",,,"500","60","1.2","6.173","4871460","292287600"
"262","009290","광동제약","KOSPI","2018","12","의약품","0.19",,"1000","80","1.2","14.628","52420851","3214448960"
"263","014200","광림","KOSDAQ","2018","12","운송장비·부품","0.65",,"500",,,,"49624189",
"264","017040","광명전기","KOSPI","2018","12","전기전자","1.92",,"500",,,,"43337615",
"265","029480","광무","KOSDAQ","2018","12","통신장비","0.43",,"500",,,,"32795285",
"266","017900","광전자","KOSPI","2018","12","전기전자","1.92",,"500","50","2.5","41.309","57943763","2618188150"
"267","037710","광주신세계","KOSPI","2018","12","유통업","1.44",,"5000","3000","1.68","10.645","1600000","4800000000"
"268","026910","광진실업","KOSDAQ","2018","12","금속","1.26",,"500","25","0.7","59.976","6405405","160135125"
