번호,종목코드,종목명,시장구분,사업연도,결산월,업종,업종별 배당률,주식배당,현금배당_액면가,현금배당_주당배당금,현금배당_시가배당률,현금배당_배당성향,현금배당_기말주식수,현금배당_총배당금액
"480","298540","더네이쳐홀딩스","KOSDAQ","2018","12","-",,,,,,,,
"481","192080","더블유게임즈","KOSPI","2018","12","디지털컨텐츠","0.36",,"500","350","0.6","6.719","18247298","5896912700"
"482","299170","더블유에스아이","KOSDAQ","2018","12","금융","1.01",,"100",,,,"4330000",
"483","012510","더존비즈온","KOSPI","2018","12","서비스업","1.23",,"500","450","0.9","30.751","29672700","13073661000"
"484","302920","더콘텐츠온","KONEX","2018","12","-",,,"500",,,"2.042","2599980","4880960"
"485","213420","덕산네오룩스","KOSDAQ","2018","12","반도체","1.2",,"200",,,,"24010012",
"486","317330","덕산테코피아","KOSDAQ","2018","12","-",,,,,,,,
"487","077360","덕산하이메탈","KOSDAQ","2018","12","일반전기전자","0.77",,"200",,,,"22718501",
"488","004830","덕성","KOSPI","2018","12","화학","2.03",,"500","20","0.6","-15.657","15680000","316588580"
"489","090410","덕신하우징","KOSDAQ","2018","12","금속","1.26",,"100","30","2.2","13.447","40060000","1152284400"
"490","024900","덕양산업","KOSPI","2018","12","운수장비","1.73",,"500","20","1.6","-28.97","32564980","647185600"
"491","263600","덕우전자","KOSDAQ","2018","12","일반전기전자","0.77",,"500","200","2.6","-109.94","8110066","1593031000"
"492","194480","데브시스터즈","KOSDAQ","2018","12","디지털컨텐츠","0.36",,"500",,,,"11204370",
"493","348840","데이드림엔터","KONEX","2018","12","-",,,,,,,,
"494","263800","데이타솔루션","KOSDAQ","2018","12","정보기기","0.88",,"500",,,,"15718580",
"495","199150","데이터스트림즈","KONEX","2018","12","-",,,"500",,,,"4079598",
"496","206560","덱스터","KOSDAQ","2018","12","오락·문화","0.14",,"500",,,,"24637529",
"497","261200","덴티스","KOSDAQ","2018","12","금융","1.01",,"100",,,,"4260000",
"498","145720","덴티움","KOSPI","2018","12","의료정밀","0.77",,"500","150","0.27","3.776","11068830","1293583650"
"499","227420","도부마스크","KONEX","2018","12","-",,,"500",,,,"7587936",
"500","067990","도이치모터스","KOSDAQ","2018","12","유통","0.34",,"500",,,,"26263308",
"501","002150","도화엔지니어링","KOSPI","2018","12","서비스업","1.23",,"500","220","2.5","53.445","33720000","7372768700"
"502","006620","동구바이오제약","KOSDAQ","2018","12","제약","0.33",,"500",,,,"9604000",
"503","100130","동국S&C","KOSDAQ","2018","12","금속","1.26",,"500","80","2.6","-38.954","57143000","4458697840"
"504","005160","동국산업","KOSDAQ","2018","12","금속","1.26",,"1000","130","5","328.503","54244482","6698173430"
"505","075970","동국알앤에스","KOSDAQ","2018","12","비금속","0.81",,"1000","80","3.4","48.105","18400000","1472000000"
"506","001230","동국제강","KOSPI","2018","12","철강금속","2.47",,"5000",,,,"95432737",
"507","086450","동국제약","KOSDAQ","2018","12","제약","0.33",,"2500","520","0.9","9.408","8892000","4650748960"
"508","023450","동남합성","KOSPI","2018","12","화학","2.03",,"5000","3400","5.6","76.64","1320922","4488032400"
"509","004140","동방","KOSPI","2018","12","운수창고업","1.02",,"1000","10","0.7","1.494","33465588","236012050"
"510","099410","동방선기","KOSDAQ","2018","12","운송장비·부품","0.65",,"500",,,,"13541002",
"511","007590","동방아그로","KOSPI","2018","12","화학","2.03",,"500","250","3.6","47.135","13617577","2900693850"
"512","005960","동부건설","KOSPI","2018","12","건설업","1.03",,"5000","300","4","8.57","20867152","6337688900"
"513","026960","동서","KOSPI","2018","12","유통업","1.44",,"500","700","3.7","57.37","99700000","69070766100"
"514","002210","동성제약","KOSPI","2018","12","의약품","0.19",,"1000",,,,"24756574",
"515","102260","동성케미컬","KOSPI","2018","12","서비스업","1.23",,"1000","200","4","-182.392","45444970","8798602400"
"516","033500","동성화인텍","KOSDAQ","2018","12","화학","1",,"500",,,,"26983609",
"517","025950","동신건설","KOSDAQ","2018","12","건설","1.77",,"500","150","2.5","87.893","8400000","864864140"
"518","000640","동아쏘시오홀딩스","KOSPI","2018","12","기타금융",,,"5000","1000","0.9","-3.745","6138294","6138294000"
"519","170900","동아에스티","KOSPI","2018","12","의약품","0.19",,"5000","1000","0.9","105.361","8443868","8438390000"
"520","088130","동아엘텍","KOSDAQ","2018","12","기계·장비","0.91",,"500","150","1.77","8.199","11150296","1604820150"
"521","028100","동아지질","KOSPI","2018","12","건설업","1.03",,"500","200","1.15","12.069","11500000","2260000000"
"522","282690","동아타이어","KOSPI","2018","12","화학","2.03",,"500","300","2.4","25.46","13733015","4119425100"
"523","041930","동아화성","KOSDAQ","2018","12","화학","1",,"500","50","1.26","11.305","15800000","732564950"
"524","001520","동양","KOSPI","2018","12","비금속광물","2.41",,"500","50","2.4","327.136","238684063","10258995200"
"525","084670","동양고속","KOSPI","2018","12","운수창고업","1.02",,"5000","1000","3.4","210.869","2895569","2878362000"
"526","082640","동양생명","KOSPI","2018","12","보험","3.16",,"5000","100","2.1","28.459","161358585","15585858500"
"527","060380","동양에스텍","KOSDAQ","2018","12","금속","1.26",,"500","100","3.1","-164.983","10000000","980000000"
"528","079960","동양이엔피","KOSDAQ","2018","12","IT부품","0.56",,"500","300","3.2","45.65","7860000","2298000000"
"529","008970","동양철관","KOSPI","2018","12","철강금속","2.47",,"500",,,,"118885290",
"530","228340","동양파일","KOSDAQ","2018","12","비금속","0.81",,"500",,,,"20000000",
"531","092780","동양피스톤","KOSPI","2018","12","운수장비","1.73",,"500","120","2.46","13.219","13168460","1552142520"
"532","088910","동우팜투테이블","KOSDAQ","2018","12","음식료·담배","0.7",,"500","50","1.4","7.096","25831764","1286088200"
"533","094170","동운아나텍","KOSDAQ","2018","12","반도체","1.2","0.1","500","20","0.36","-3.107","12482843","244573460"
"534","049770","동원F&B","KOSPI","2018","12","음식료품","1.18",,"5000","3000","1.1","20.405","3859124","11577372000"
"535","013120","동원개발","KOSDAQ","2018","12","건설","1.77",,"500","185","4.3","13.777","90808100","16799498500"
"536","006040","동원산업","KOSPI","2018","12","농업, 임업 및 어업",,,"5000","3000","1.5","14.213","3363200","10089600000"
"537","030720","동원수산","KOSPI","2018","12","농업, 임업 및 어업",,,"5000",,,,"4653805",
"538","014820","동원시스템즈","KOSPI","2018","12","화학","2.03",,"5000","500","1.7","20.211","25618511","12856655900"
"539","163560","동일고무벨트","KOSPI","2018","12","화학","2.03","0.027","500","90","1.4","11.371","13000000","1170000000"
"540","109860","동일금속","KOSDAQ","2018","12","금속","1.26",,"500","230","2.16","15.64","7000000","1480510000"
"541","032960","동일기연","KOSDAQ","2018","12","IT부품","0.56","0.04","500","40","0.3","-17.186","6149683","134563480"
"542","004890","동일산업","KOSPI","2018","12","철강금속","2.47",,"5000","1500","2.6","20.939","2425215","3278020500"
"543","002690","동일제강","KOSPI","2018","12","철강금속","2.47",,"500",,,,"15000000",
"544","023790","동일철강","KOSDAQ","2018","12","금속","1.26",,"500",,,,"7345085",
"545","005290","동진쎄미켐","KOSDAQ","2018","12","반도체","1.2",,"500","90","1.2","9.649","51414494","4627304460"
"546","025900","동화기업","KOSDAQ","2018","12","종이·목재","0.81","0.5","500","250","0.78","5.732","14356756","2920813250"
"547","000020","동화약품","KOSPI","2018","12","의약품","0.19",,"1000","120","1.35","32.906","27931470","3312927600"
"548","000150","두산","KOSPI","2018","12","서비스업","1.23",,"5000","5200","4.5","-30.072","18238102","102398830700"
"549","241560","두산밥캣","KOSPI","2018","12","기타금융",,,"500","900","2.8","34.112","100249166","90224249400"
"550","034020","두산에너빌리티","KOSPI","2018","12","기계","1.38",,"5000",,,"-4.149","117146803","17498108760"
"551","131970","두산테스나","KOSDAQ","2018","12","반도체","1.2",,"500","170","0.9","6.987","6850000","1134120150"
"552","336260","두산퓨얼셀","KOSPI","2018","12","-",,,,,,,,
"553","016740","두올","KOSPI","2018","12","운수장비","1.73",,"2500","80","2.63","17.473","27066680","2599328560"
"554","073190","듀오백","KOSDAQ","2018","12","기타제조","0.91",,"500",,,,"11968040",
"555","176750","듀켐바이오","KONEX","2018","12","-",,,"500",,,,"6870878",
"556","030350","드래곤플라이","KOSDAQ","2018","12","디지털컨텐츠","0.36",,"500",,,,"16008491",
"557","203650","드림시큐리티","KOSDAQ","2018","12","출판·매체복제","0.37",,"100",,,,"35805754",
"558","223250","드림씨아이에스","KOSDAQ","2018","12","-",,,,,,,,
"559","060570","드림어스컴퍼니","KOSDAQ","2018","12","정보기기","0.88",,"500",,,,"55558279",
"560","192650","드림텍","KOSPI","2018","12","-",,,,,,,,
"561","217620","디딤","KOSDAQ","2018","12","숙박·음식",,,"100",,,,"37001905",
"562","016670","디모아","KOSDAQ","2018","12","유통","0.34",,"500",,,,"40078058",
"563","187870","디바이스이엔지","KOSDAQ","2018","12","반도체","1.2",,"500","185","2.4","8.57","6782000","1193671800"
"564","404950","디비금융스팩10호","KOSDAQ","2018","12","-",,,,,,,,
"565","066670","디스플레이텍","KOSDAQ","2018","12","IT부품","0.56",,"500","100","2.5","58.718","18691918","1759191800"
"566","024090","디씨엠","KOSPI","2018","12","철강금속","2.47",,"500","250","2.25","32.458","11700000","2332750000"
"567","003160","디아이","KOSPI","2018","12","의료정밀","0.77",,"500","50","1.4","9.762","31496785","1433580700"
"568","001530","디아이동일","KOSPI","2018","12","섬유의복","1.32","0.025","5000","1500","2.54","18.71","2378309","2586703500"
"569","092200","디아이씨","KOSPI","2018","12","운수장비","1.73",,"500","50","0.81","-15.965","22467410","1112735800"
"570","110990","디아이티","KOSDAQ","2018","12","IT부품","0.56",,"100","120","2","29.524","18900000","2230256640"
"571","078590","디아크","KOSDAQ","2018","12","운송장비·부품","0.65",,"500",,,,"21115475",
"572","263690","디알젬","KOSDAQ","2018","12","의료·정밀기기","0.56",,"500","50","0.7","12.17","11325610","566280500"
"573","214680","디알텍","KOSDAQ","2018","12","의료·정밀기기","0.56",,"100",,,,"44209006",
"574","263720","디앤씨미디어","KOSDAQ","2018","12","디지털컨텐츠","0.36",,"500","0","0","0","12041343","0"
"575","376300","디어유","KOSDAQ","2018","12","-",,,,,,,,
"576","141020","디에스앤엘","KOSDAQ","2018","12","유통","0.34",,"500",,,,"47841410",
"577","109740","디에스케이","KOSDAQ","2018","12","기계·장비","0.91",,"500",,,,"20354763",
"578","196490","디에이테크놀로지","KOSDAQ","2018","12","기계·장비","0.91",,"500",,,,"52359350",
"579","066900","디에이피","KOSDAQ","2018","12","IT부품","0.56",,"500",,,,"22744503",
"580","180400","디엑스앤브이엑스","KOSDAQ","2018","12","기타서비스","0.47",,"500",,,,"19016108",
"581","127120","디엔에이링크","KOSDAQ","2018","12","기타서비스","0.47",,"500",,,,"10737800",
"582","092070","디엔에프","KOSDAQ","2018","12","화학","1",,"500","200","2.6","14.398","10761828","2032365600"
"583","039840","디오","KOSDAQ","2018","12","의료·정밀기기","0.56",,"500",,,,"15171403",
"584","013570","디와이","KOSPI","2018","12","기타금융",,,"500","150","2.6","16.794","26319633","3807221250"
"585","219550","디와이디","KOSDAQ","2018","12","유통","0.34",,"100",,,,"56831270",
"586","310870","디와이씨","KOSDAQ","2018","12","금융","1.01",,"100",,,,"3420000",
"587","210540","디와이파워","KOSPI","2018","12","기계","1.38",,"500","200","1.5","8.655","11041708","2207170200"
"588","104460","디와이피엔에프","KOSDAQ","2018","12","기계·장비","0.91",,"500","150","3.2","14.318","10713625","1433853300"
"589","079810","디이엔티","KOSDAQ","2018","12","기계·장비","0.91",,"500",,,,"8979530",
"590","113810","디젠스","KOSDAQ","2018","12","운송장비·부품","0.65",,"500",,,,"32628051",
"591","043360","디지아이","KOSDAQ","2018","12","정보기기","0.88",,"500","0","0","0","9000000","0"
"592","197140","디지캡","KOSDAQ","2018","12","출판·매체복제","0.37",,"500",,,,"6906676",
"593","068930","디지털대성","KOSDAQ","2018","12","기타서비스","0.47",,"500","200","4.3","38.058","22444723","3749814200"
"594","033130","디지틀조선","KOSDAQ","2018","12","디지털컨텐츠","0.36",,"500","40","2.2","28.883","37115267","1484610680"
"595","105740","디케이락","KOSDAQ","2018","12","기계·장비","0.91",,"500","150","1.6","22.049","8232912","1234936800"
"596","263020","디케이앤디","KOSDAQ","2018","12","화학","1",,"500",,,,"7681025",
"597","290550","디케이티","KOSDAQ","2018","12","IT부품","0.56",,"500",,,,"6879982",
"598","187220","디티앤씨","KOSDAQ","2018","12","기타서비스","0.47",,"500",,,,"9854054",
"599","163430","디피코","KONEX","2018","12","-",,,"500",,,,"2355750",
"600","131180","딜리","KOSDAQ","2018","12","정보기기","0.88",,"100","35","1.8","39.519","29350000","1010104410"
"601","315640","딥노이드","KOSDAQ","2018","12","-",,,,,,,,
"602","317120","라닉스","KOSDAQ","2018","12","-",,,,,,,,
"603","042510","라온시큐어","KOSDAQ","2018","12","소프트웨어","0.86",,"500",,,,"31809612",
"604","232680","라온테크","KOSDAQ","2018","12","-",,,"500",,,,"4267205",
"605","300120","라온피플","KOSDAQ","2018","12","-",,,,,,,,
"606","171120","라이온켐텍","KOSDAQ","2018","12","화학","1",,"500","200","2","158.113","15386005","2972533200"
"607","069540","라이트론","KOSDAQ","2018","12","통신장비","0.43",,"500",,,,"14168017",
"608","285770","라이프사이언스테크놀로지","KONEX","2018","12","-",,,"500",,,,"3193000",
"609","347700","라이프시맨틱스","KOSDAQ","2018","12","-",,,,,,,,
"610","214260","라파스","KOSDAQ","2018","12","-",,,,,,,,
"611","403360","라피치","KONEX","2018","12","-",,,,,,,,
"612","115390","락앤락","KOSPI","2018","12","화학","2.03",,"500","80","0.39","14.245","54186600","4334928000"
"613","200350","래몽래인","KOSDAQ","2018","12","-",,,"500",,,,"1934674",
"614","171010","램테크놀러지","KOSDAQ","2018","12","반도체","1.2",,"500",,,,"11461279",
"615","084650","랩지노믹스","KOSDAQ","2018","12","기타서비스","0.47",,"500",,,,"9103295",
"616","217500","러셀","KOSDAQ","2018","12","기계·장비","0.91",,"100","20","1.3","1275.686","31812000","523031240"
"617","092590","럭스피아","KONEX","2018","12","-",,,"500",,,,"7291098",
"618","141080","레고켐바이오","KOSDAQ","2018","12","기타서비스","0.47",,"500",,,,"10589882",
"619","060300","레드로버","KOSDAQ","2018","12","오락·문화","0.14",,"500",,,,"47637698",
"620","038390","레드캡투어","KOSDAQ","2018","12","기타서비스","0.47",,"500","800","5.3","46.814","8589480","6590510400"
"621","294140","레몬","KOSDAQ","2018","12","-",,,,,,,,
"622","228670","레이","KOSDAQ","2018","12","-",,,,,,,,
"623","228850","레이언스","KOSDAQ","2018","12","의료·정밀기기","0.56",,"500","100","0.6","10.109","16591014","1573644000"
"624","412350","레이저쎌","KOSDAQ","2018","12","-",,,,,,,,
"625","281740","레이크머티리얼즈","KOSDAQ","2018","12","금융","1.01",,"100",,,,"4840000",
"626","277810","레인보우로보틱스","KOSDAQ","2018","12","-",,,,,,,,
"627","179720","렌딩머신","KONEX","2018","12","-",,,"500",,,,"11250000",
"628","215100","로보로보","KOSDAQ","2018","12","디지털컨텐츠","0.36",,"100","29","1.4","20.202","17798454","516154557"
"629","090360","로보스타","KOSDAQ","2018","12","기계·장비","0.91",,"500","50","0.22","-40.829","9750000","487500000"
"630","238500","로보쓰리","KONEX","2018","12","-",,,"500",,,,"4682166",
"631","108490","로보티즈","KOSDAQ","2018","12","소프트웨어","0.86",,"500",,,,"11251000",
"632","900260","로스웰","KOSDAQ","2018","12","금융","1.01",,"무액면","54.58","2.9","5.601","90781250","1684239284"
"633","223220","로지스몬","KONEX","2018","12","-",,,"500",,,,"10787261",
"634","067730","로지시스","KOSDAQ","2018","12","컴퓨터서비스","0.44",,"500","100","3.52","125.888","9340922","934092200"
"635","071280","로체시스템즈","KOSDAQ","2018","12","일반전기전자","0.77",,"500",,,,"15296603",
"636","032350","롯데관광개발","KOSPI","2018","12","서비스업","1.23",,"500",,,,"65163174",
"637","089860","롯데렌탈","KOSPI","2018","12","-",,,,,,,,
"638","000400","롯데손해보험","KOSPI","2018","12","보험","3.16",,"1000",,,,"134280000",
"639","023530","롯데쇼핑","KOSPI","2018","12","유통업","1.44",,"5000","5200","2.4","-31.615","28288755","147007328000"
"640","004000","롯데정밀화학","KOSPI","2018","12","화학","2.03",,"5000","1700","4.1","20.146","25800000","43299000000"
"641","286940","롯데정보통신","KOSPI","2018","12","서비스업","1.23",,"5000","650","1.8","39.734","14286000","9285900000"
"642","280360","롯데제과","KOSPI","2018","12","음식료품","1.18",,"500","1300","0.9","99.012","4209102","8335780700"
"643","004990","롯데지주","KOSPI","2018","12","기타금융",,,"200","800","1.5","51.708","116566237","57245680350"
"644","005300","롯데칠성음료","KOSPI","2018","12","음식료품","1.18",,"5000","27000","1.9","-44.33","799346","22170724250"
"645","011170","롯데케미칼","KOSPI","2018","12","화학","2.03",,"5000","10500","3.7","21.919","34275419","359891899500"
"646","002270","롯데푸드","KOSPI","2018","12","음식료품","1.18",,"5000","15000","2.1","32.081","1131870","13647150000"
"647","071840","롯데하이마트","KOSPI","2018","12","유통업","1.44",,"5000","1700","3.5","46.96","23607712","40133110400"
"648","038060","루멘스","KOSDAQ","2018","12","반도체","1.2",,"500",,,,"47276784",
"649","162120","루켄테크놀러지스","KONEX","2018","12","-",,,"500",,,,"1638104",
"650","253610","루트락","KONEX","2018","12","-",,,,,,,,
"651","085370","루트로닉","KOSDAQ","2018","12","의료·정밀기기","0.56",,"500",,,"-0.995","25214480","152926609"
"652","060240","룽투코리아","KOSDAQ","2018","12","디지털컨텐츠","0.36",,"500",,,,"24176133",
"653","058470","리노공업","KOSDAQ","2018","12","반도체","1.2",,"500","1100","2.2","34.245","15242370","16657542000"
"654","039980","리노스","KOSDAQ","2018","12","유통","0.34","0.05","500",,,,"37754994",
"655","019570","리더스 기술투자","KOSDAQ","2018","12","금융","1.01",,"500",,,,"40000000",
"656","016100","리더스코스메틱","KOSDAQ","2018","12","화학","1",,"500",,,,"18170414",
"657","012700","리드코프","KOSDAQ","2018","12","유통","0.34",,"500","150","2.6","12.4","26749230","3967139300"
"658","302550","리메드","KOSDAQ","2018","12","-",,,"500",,,,"5093615",
"659","377450","리파인","KOSDAQ","2018","12","-",,,,,,,,
"660","277070","린드먼아시아","KOSDAQ","2018","12","금융","1.01",,"500",,,,"13500000",
"661","042500","링네트","KOSDAQ","2018","12","컴퓨터서비스","0.44",,"500",,,,"14936878",
"662","219420","링크제니시스","KOSDAQ","2018","12","소프트웨어","0.86",,"100",,,,"10000000",
"663","027740","마니커","KOSPI","2018","12","음식료품","1.18",,"500",,,,"158472594",
"664","195500","마니커에프앤지","KOSDAQ","2018","12","-",,,,,,,,
"665","222810","마이더스AI","KOSDAQ","2018","12","소프트웨어","0.86",,"100",,,,"15993536",
"666","305090","마이크로디지탈","KOSDAQ","2018","12","-",,,,,,,,
"667","098120","마이크로컨텍솔","KOSDAQ","2018","12","반도체","1.2",,"500",,,,"8312766",
"668","147760","마이크로프랜드","KOSDAQ","2018","12","의료·정밀기기","0.56",,"500",,,,"10819866",
"669","377480","마인즈랩","KOSDAQ","2018","12","-",,,,,,,,
"670","038290","마크로젠","KOSDAQ","2018","12","기타서비스","0.47",,"500",,,,"10605454",
"671","204320","만도","KOSPI","2018","12","운수장비","1.73",,"1000","500","1.6","20.732","46957120","23412320000"
"672","267980","매일유업","KOSDAQ","2018","12","음식료·담배","0.7",,"500","700","0.88","9.408","7843638","5488420700"
"673","005990","매일홀딩스","KOSDAQ","2018","12","금융","1.01",,"500","120","1.13","2.494","13718304","1572025920"
"674","127160","매직마이크로","KOSDAQ","2018","12","반도체","1.2",,"100",,,,"58822777",
"675","093520","매커스","KOSDAQ","2018","12","유통","0.34",,"500","120","2.9","17.249","16163092","1605370080"
"676","377030","맥스트","KOSDAQ","2018","12","-",,,,,,,,
"677","100590","머큐리","KOSDAQ","2018","12","일반전기전자","0.77",,"500",,,,"14763600",
"678","067280","멀티캠퍼스","KOSDAQ","2018","12","디지털컨텐츠","0.36",,"500","500","1.1","16.779","5926779","2945032500"
"679","072870","메가스터디","KOSDAQ","2018","12","출판·매체복제","0.37",,"500","400","4","19.921","11920959","4742800800"
"680","215200","메가스터디교육","KOSDAQ","2018","12","기타서비스","0.47",,"100","850","3.1","23.207","11761880","9932195600"
"681","133750","메가엠디","KOSDAQ","2018","12","기타서비스","0.47",,"500","50","2.1","93.33","22368593","1051825100"
"682","235980","메드팩토","KOSDAQ","2018","12","-",,,,,,,,
"683","200580","메디쎄이","KONEX","2018","12","-",,,"500",,,,"3478159",
"684","041920","메디아나","KOSDAQ","2018","12","의료·정밀기기","0.56",,"500",,,,"8650496",
"685","233250","메디안디노스틱","KONEX","2018","12","-",,,"500",,,,"1746534",
"686","014100","메디앙스","KOSDAQ","2018","12","화학","1",,"500",,,,"11800000",
"687","236340","메디젠휴먼케어","KONEX","2018","12","-",,,"500",,,,"2304892",
"688","054180","메디콕스","KOSDAQ","2018","12","운송장비·부품","0.65",,"500",,,,"24882742",
"689","086900","메디톡스","KOSDAQ","2018","12","제약","0.33","0.03","500","900","0.16","6.815","5656535","4754871900"
"690","078160","메디포스트","KOSDAQ","2018","12","제약","0.33",,"500",,,,"7868421",
"691","065650","메디프론","KOSDAQ","2018","12","유통","0.34",,"500",,,,"29439113",
"692","138040","메리츠금융지주","KOSPI","2018","12","기타금융",,,"500","470","3.9","10.121","140224314","64784163150"
"693","008560","메리츠증권","KOSPI","2018","12","증권","3.02",,"1000","200","4.5","32.125","605641072","139365861096"
"694","000060","메리츠화재","KOSPI","2018","12","보험","3.16",,"500","820","3.8","39.084","113680000","91739436840"
"695","140410","메지온","KOSDAQ","2018","12","기타서비스","0.47",,"500",,,,"8641708",
"696","241770","메카로","KOSDAQ","2018","12","반도체","1.2",,"500","575","4.1","19.592","9991140","5641405500"
"697","090370","메타랩스","KOSPI","2018","12","섬유의복","1.32",,"500",,,,"44549792",
"698","059210","메타바이오메드","KOSDAQ","2018","12","제약","0.33",,"500","10","0.3","-20.998","23862351","233283510"
"699","058110","멕아이씨에스","KOSDAQ","2018","12","의료·정밀기기","0.56",,"500",,,,"5361500",
"700","096640","멜파스","KOSDAQ","2018","12","IT부품","0.56",,"500",,,,"21257151",
"701","017180","명문제약","KOSPI","2018","12","의약품","0.19",,"500",,,,"24540000",
"702","257370","명성티엔에스","KOSDAQ","2018","12","IT부품","0.56",,"500",,,,"6370000",
"703","009900","명신산업","KOSPI","2018","12","-",,,,,,,,
"704","267060","명진홀딩스","KONEX","2018","12","-",,,"500",,,,"7008926",
"705","012690","모나리자","KOSPI","2018","12","종이목재","1.52",,"500","50","1.4","-99.838","36571255","1828038750"
"706","005360","모나미","KOSPI","2018","12","유통업","1.44",,"1000","70","2.6","168.603","18897307","1278011490"
"707","080420","모다이노칩","KOSDAQ","2018","12","IT부품","0.56",,"500",,,,"39860811",
"708","080160","모두투어","KOSDAQ","2018","12","기타서비스","0.47",,"500","350","1.51","51.507","18900000","6272465500"
"709","100030","모바일리더","KOSDAQ","2018","12","소프트웨어","0.86",,"500",,,,"3283714",
"710","087260","모바일어플라이언스","KOSDAQ","2018","12","소프트웨어","0.86",,"500",,,,"15000000",
"711","101330","모베이스","KOSDAQ","2018","12","IT부품","0.56",,"500","100","2.9","11.292","23958188","2371082600"
"712","012860","모베이스전자","KOSDAQ","2018","12","운송장비·부품","0.65",,"500","20","1.3","-3.171","27000000","536016000"
"713","363260","모비데이즈","KOSDAQ","2018","12","-",,,,,,,,
"714","348030","모비릭스","KOSDAQ","2018","12","-",,,,,,,,
"715","250060","모비스","KOSDAQ","2018","12","소프트웨어","0.86",,"100",,,,"32171314",
"716","288980","모아데이타","KOSDAQ","2018","12","-",,,,,,,,
"717","009680","모토닉","KOSPI","2018","12","운수장비","1.73",,"500","300","3","67.694","33000000","6625170000"
"718","118990","모트렉스","KOSDAQ","2018","12","운송장비·부품","0.65",,"100",,,,"27250545",
"719","006920","모헨즈","KOSDAQ","2018","12","비금속","0.81",,"500",,,,"10920000",
"720","009580","무림P&P","KOSPI","2018","12","종이목재","1.52",,"2500","250","4","22.345","62368324","15590944500"
"721","001810","무림SP","KOSDAQ","2018","12","종이·목재","0.81",,"500","35","1.3","6.826","22137500","774812500"
"722","009200","무림페이퍼","KOSPI","2018","12","종이목재","1.52",,"2500","50","1.8","3.381","41609310","2080465500"
"723","135160","무송지오씨","KONEX","2018","12","-",,,"500","25","0.8","16.181","6811112","181388900"
"724","322970","무진메디","KONEX","2018","12","-",,,,,,,,
"725","033920","무학","KOSPI","2018","12","음식료품","1.18",,"200","350","2.6","-48.687","28500000","9865403800"
"726","008420","문배철강","KOSPI","2018","12","철강금속","2.47",,"500","50","1.71","19.677","20503505","979719300"
"727","279600","미디어젠","KOSDAQ","2018","12","-",,,"500",,,,"3680381",
"728","095500","미래나노텍","KOSDAQ","2018","12","IT부품","0.56",,"500",,,,"23289533",
"729","025560","미래산업","KOSPI","2018","12","의료정밀","0.77",,"100",,,,"634818400",
"730","218150","미래생명자원","KOSDAQ","2018","12","음식료·담배","0.7",,"100",,,,"18671428",
"731","007120","미래아이앤지","KOSPI","2018","12","서비스업","1.23",,"500",,,,"103587319",
"732","353490","미래에셋대우스팩 5호","KOSDAQ","2018","12","-",,,,,,,,
"733","328380","미래에셋대우스팩3호","KOSDAQ","2018","12","-",,,,,,,,
"734","100790","미래에셋벤처투자","KOSDAQ","2018","12","-",,,,,,,,
"735","412930","미래에셋비전스팩1호","KOSDAQ","2018","12","-",,,,,,,,
"736","085620","미래에셋생명","KOSPI","2018","12","보험","3.16",,"5000","170","4.01","36.154","177016189","38540920620"
"737","006800","미래에셋증권","KOSPI","2018","12","증권","3.02",,"5000","220","3.3","33.312","658316408","153906749480"
"738","208890","미래엔에듀파트너","KONEX","2018","12","-",,,"1000",,,,"1990820",
"739","049950","미래컴퍼니","KOSDAQ","2018","12","기계·장비","0.91","0.04","500","300","0.57","10.621","7864540","2097690300"
"740","207760","미스터블루","KOSDAQ","2018","12","디지털컨텐츠","0.36",,"100","20","0.8","17.657","24405004","487340080"
"741","002840","미원상사","KOSPI","2018","12","화학","2.03",,"5000","5000","2","0","774940","5000"
"742","268280","미원에스씨","KOSPI","2018","12","화학","2.03",,"500","1200","1.9","17.417","5221276","6265531200"
"743","107590","미원홀딩스","KOSPI","2018","12","기타금융",,,"500","400","1.1","9.576","2331774","932709600"
"744","134380","미원화학","KOSPI","2018","12","화학","2.03",,"1000","1000","2.26","27.271","2189904","2009904000"
"745","003650","미창석유공업","KOSPI","2018","12","화학","2.03",,"5000","1600","2.1","23.663","1739672","2537131200"
"746","059090","미코","KOSDAQ","2018","12","반도체","1.2",,"500","40","0.9","3.811","31316603","1231637680"
"747","214610","미코바이오메드","KOSDAQ","2018","12","-",,,"500",,,,"11463008",
"748","201490","미투온","KOSDAQ","2018","12","디지털컨텐츠","0.36",,"500",,,,"31257770",
"749","950190","미투젠","KOSDAQ","2018","12","-",,,"무액면",,,,,
"750","214180","민앤지","KOSDAQ","2018","12","소프트웨어","0.86",,"500","260","1.4","17.629","11886628","3475764240"
"751","206640","바디텍메드","KOSDAQ","2018","12","제약","0.33",,"1000","50","0.5","-46.821","23418328","1156941950"
"752","018700","바른손","KOSDAQ","2018","12","오락·문화","0.14",,"1000",,,,"16417365",
"753","035620","바른손이앤에이","KOSDAQ","2018","12","디지털컨텐츠","0.36",,"500",,,,"70367278",
"754","064520","바른전자","KOSDAQ","2018","12","반도체","1.2",,"500",,,,"66419511",
"755","053030","바이넥스","KOSDAQ","2018","12","제약","0.33",,"500",,,,"31731048",
"756","301300","바이브컴퍼니","KOSDAQ","2018","12","-",,,,,,,,
"757","064550","바이오니아","KOSDAQ","2018","12","제약","0.33",,"500",,,,"20624568",
