번호,종목코드,종목명,시장구분,사업연도,결산월,업종,업종별 배당률,주식배당,현금배당_액면가,현금배당_주당배당금,현금배당_시가배당률,현금배당_배당성향,현금배당_기말주식수,현금배당_총배당금액
"1274","086460","에스엔피제네틱스","KONEX","2019","12","-",,,"500",,,,"1823850",
"1275","005850","에스엘","KOSPI","2019","12","운수장비","1.7",,"500",,,,"48203277",
"1276","214310","에스엘바이오닉스","KOSDAQ","2019","12","반도체","0.85",,"100",,,,"83729901",
"1277","246250","에스엘에스바이오","KONEX","2019","12","-",,,"500",,,,"6828103",
"1278","041510","에스엠","KOSDAQ","2019","12","오락·문화","0.22",,"500",,,,"23447001",
"1279","010580","에스엠벡셀","KOSPI","2019","12","운수장비","1.7",,"500",,,,"59064395",
"1280","299670","에스엠비나","KONEX","2019","12","-",,,"100",,,,"5450000",
"1281","007820","에스엠코어","KOSDAQ","2019","12","기계·장비","0.86",,"500","70","0.7","30.54","20033946","1402375870"
"1282","109610","에스와이","KOSDAQ","2019","12","금속","1.3",,"500",,,,"24949345",
"1283","012750","에스원","KOSPI","2019","12","서비스업","1.04",,"500","2500","2.6","57.641","37999178","84525597500"
"1284","306040","에스제이그룹","KOSDAQ","2019","12","섬유·의류","0.58",,"500","400","0.68","10.038","3294600","1317840000"
"1285","123700","에스제이엠","KOSPI","2019","12","운수장비","1.7",,"500","125","3.26","25.771","15604898","1950612250"
"1286","025530","에스제이엠홀딩스","KOSPI","2019","12","유통업","1.67",,"500","175","5.3","25.408","14934008","2371598425"
"1287","217910","에스제이켐","KONEX","2019","12","-",,,"100",,,,"12990522",
"1288","326030","에스케이바이오팜","KOSPI","2019","12","-",,,,,,,,
"1289","224020","에스케이씨에스","KONEX","2019","12","-",,,"500",,,,"2700000",
"1290","408920","에스케이증권7호스팩","KOSDAQ","2019","12","-",,,,,,,,
"1291","096630","에스코넥","KOSDAQ","2019","12","IT부품","0.62",,"200",,,,"65265724",
"1292","069510","에스텍","KOSDAQ","2019","12","일반전기전자","0.5",,"500","600","5.03","29.337","10910000","5046000000"
"1293","041910","에스텍파마","KOSDAQ","2019","12","제약","0.3",,"500","100","0.7","7.671","11898263","1168000600"
"1294","234300","에스트래픽","KOSDAQ","2019","12","소프트웨어","0.75",,"500",,,,"11921180",
"1295","039440","에스티아이","KOSDAQ","2019","12","반도체","0.85",,"500","250","1.3","16.371","15830000","3762848000"
"1296","098660","에스티오","KOSDAQ","2019","12","섬유·의류","0.58",,"500","120","5.2","44.486","12500976","1456469760"
"1297","052020","에스티큐브","KOSDAQ","2019","12","IT부품","0.62",,"500",,,,"27150631",
"1298","237690","에스티팜","KOSDAQ","2019","12","제약","0.3",,"500",,,,"18656000",
"1299","050760","에스폴리텍","KOSDAQ","2019","12","화학","0.74",,"500","50","0.9","7.325","16334678","786280100"
"1300","288620","에스퓨얼셀","KOSDAQ","2019","12","일반전기전자","0.5",,"500","50","0.3","18.508","5744316","275215800"
"1301","317830","에스피시스템스","KOSDAQ","2019","12","기계·장비","0.86",,"100","20","0.31","11.214","8145700","148252000"
"1302","058610","에스피지","KOSDAQ","2019","12","IT부품","0.62",,"500","100","1.4","29.516","20876975","2007709300"
"1303","043340","에쎈테크","KOSDAQ","2019","12","기계·장비","0.86",,"500",,,,"72000000",
"1304","023960","에쓰씨엔지니어링","KOSPI","2019","12","건설업","1.87",,"500",,,,"25016587",
"1305","298690","에어부산","KOSPI","2019","12","운수창고업","1.02",,"1000",,,,"52070000",
"1306","187660","에이디엠코리아","KOSDAQ","2019","12","-",,,,,,,,
"1307","054630","에이디칩스","KOSDAQ","2019","12","기타제조","0.85",,"500",,,,"44002396",
"1308","200710","에이디테크놀로지","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"9261533",
"1309","096690","에이루트","KOSDAQ","2019","12","정보기기","1.13",,"1000",,,,"38660656",
"1310","078520","에이블씨엔씨","KOSPI","2019","12","화학","1.96",,"500",,,,"27033459",
"1311","298380","에이비엘바이오","KOSDAQ","2019","12","제약","0.3",,"500",,,,"45303350",
"1312","203400","에이비온","KOSDAQ","2019","12","-",,,"500",,,,"12408976",
"1313","195990","에이비프로바이오","KOSDAQ","2019","12","기계·장비","0.86",,"500",,,,"176763746",
"1314","003800","에이스침대","KOSDAQ","2019","12","기타제조","0.85",,"1000","1100","3.1","18.297","11090000","7747913500"
"1315","088800","에이스테크","KOSDAQ","2019","12","통신장비","0.34",,"500",,,,"38858022",
"1316","241840","에이스토리","KOSDAQ","2019","12","오락·문화","0.22",,"500",,,,"9318240",
"1317","312610","에이에프더블류","KOSDAQ","2019","12","일반전기전자","0.5",,"500","100","0.8","8.878","10128444","497065600"
"1318","015260","에이엔피","KOSPI","2019","12","전기전자","2.14",,"500",,,,"82784868",
"1319","234070","에이원알폼","KONEX","2019","12","-",,,"500",,,,"3533326",
"1320","072990","에이치시티","KOSDAQ","2019","12","기타서비스","0.64","0.008","500","30","0.303","3.362","6869651","204600330"
"1321","227100","에이치앤비디자인","KOSDAQ","2019","12","일반전기전자","0.5",,"500",,,,"2660910",
"1322","044990","에이치엔에스하이텍","KONEX","2019","12","-",,,"500",,,,"7511064",
"1323","239610","에이치엘사이언스","KOSDAQ","2019","12","음식료·담배","0.93",,"500","400","0.7","10.252","5142148","2023990400"
"1324","353070","에이치엠씨제4호스팩","KOSDAQ","2019","12","-",,,,,,,,
"1325","353060","에이치엠씨제5호스팩","KOSDAQ","2019","12","-",,,,,,,,
"1326","044780","에이치케이","KOSDAQ","2019","12","기계·장비","0.86",,"500",,,,"18505787",
"1327","357230","에이치피오","KOSDAQ","2019","12","-",,,,,,,,
"1328","071670","에이테크솔루션","KOSDAQ","2019","12","기계·장비","0.86",,"500",,,,"10000000",
"1329","045660","에이텍","KOSDAQ","2019","12","정보기기","1.13",,"500","100","1.1","12.659","8260000","812977300"
"1330","224110","에이텍티앤","KOSDAQ","2019","12","정보기기","1.13",,"500",,,,"5340000",
"1331","230980","에이트원","KOSDAQ","2019","12","출판·매체복제","0.4",,"100",,,,"12891440",
"1332","021080","에이티넘인베스트","KOSDAQ","2019","12","금융","1.05",,"500","50","2.57","35.562","48000000","2399728750"
"1333","089530","에이티세미콘","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"71142450",
"1334","200470","에이팩트","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"17553680",
"1335","207490","에이펙스인텍","KONEX","2019","12","-",,,"500","50","1.19","30.875","3600000","180000000"
"1336","262260","에이프로","KOSDAQ","2019","12","-",,,,,,,,
"1337","109960","에이프로젠 H&G","KOSDAQ","2019","12","유통","0.38",,"500",,,,"178695217",
"1338","007460","에이프로젠 MED","KOSPI","2019","12","기계","1.84",,"500",,,,"153196027",
"1339","003060","에이프로젠제약","KOSPI","2019","12","의약품","0.21",,"500",,,,"241658328",
"1340","244920","에이플러스에셋","KOSPI","2019","12","-",,,,,,,,
"1341","089970","에이피티씨","KOSDAQ","2019","12","기계·장비","0.86",,"100",,,,"23234595",
"1342","230240","에치에프알","KOSDAQ","2019","12","일반전기전자","0.5",,"500",,,,"11982020",
"1343","230360","에코마케팅","KOSDAQ","2019","12","기타서비스","0.64",,"100","670","2.1","32.541","16198937","10853287790"
"1344","038870","에코바이오","KOSDAQ","2019","12","기타서비스","0.64",,"500",,,,"11610994",
"1345","128540","에코캡","KOSDAQ","2019","12","운송장비·부품","0.41",,"100",,,,"14558800",
"1346","086520","에코프로","KOSDAQ","2019","12","IT부품","0.62",,"500","300","1.5","17.736","22090191","6627057300"
"1347","247540","에코프로비엠","KOSDAQ","2019","12","일반전기전자","0.5",,"500","150","0.3","8.906","20555966","3070948200"
"1348","383310","에코프로에이치엔","KOSDAQ","2019","12","-",,,,,,,,
"1349","038110","에코플라스틱","KOSDAQ","2019","12","운송장비·부품","0.41",,"500","30","2.1","-141.611","25669370","750539070"
"1350","073540","에프알텍","KOSDAQ","2019","12","통신장비","0.34",,"500",,,,"11400000",
"1351","064850","에프앤가이드","KOSDAQ","2019","12","-",,,"500","70","1.89","30.11","11000000","725358130"
"1352","064090","에프앤리퍼블릭","KOSDAQ","2019","12","유통","0.38",,"500",,,,"65561605",
"1353","036810","에프에스티","KOSDAQ","2019","12","반도체","0.85",,"500","80","1.1","7.996","20233814","1461672000"
"1354","173940","에프엔씨엔터","KOSDAQ","2019","12","오락·문화","0.22",,"500",,,,"14364880",
"1355","083500","에프엔에스테크","KOSDAQ","2019","12","기계·장비","0.86",,"500",,,,"7425062",
"1356","054940","엑사이엔씨","KOSDAQ","2019","12","건설","1.97",,"500",,,,"33173548",
"1357","950130","엑세스바이오","KOSDAQ","2019","12","제약","0.3",,"무액면",,,,"33577659",
"1358","205100","엑셈","KOSDAQ","2019","12","소프트웨어","0.75",,"100",,,,"33882273",
"1359","070300","엑스큐어","KOSDAQ","2019","12","소프트웨어","0.75",,"500",,,,"7366074",
"1360","092870","엑시콘","KOSDAQ","2019","12","반도체","0.85",,"500","65","1.02","-13.445","8883500","714444060"
"1361","317870","엔바이오니아","KOSDAQ","2019","12","기타제조","0.85",,"500",,,,"7440555",
"1362","067570","엔브이에이치코리아","KOSDAQ","2019","12","운송장비·부품","0.41",,"500","50","1.8","10.907","28722222","1354502900"
"1363","236810","엔비티","KOSDAQ","2019","12","-",,,,,,,,
"1364","140610","엔솔바이오사이언스","KONEX","2019","12","-",,,"500",,,,"8617530",
"1365","333620","엔시스","KOSDAQ","2019","12","-",,,,,,,,
"1366","101400","엔시트론","KOSDAQ","2019","12","반도체","0.85",,"100",,,,"135396480",
"1367","036570","엔씨소프트","KOSPI","2019","12","서비스업","1.04",,"500","5220","1","29.951","21954022","107570831580"
"1368","217820","엔에스","KOSDAQ","2019","12","기계·장비","0.86",,"500","80","1.6","18.211","9800000","784000000"
"1369","031860","엔에스엔","KOSDAQ","2019","12","유통","0.38",,"500",,,,"23833574",
"1370","238170","엔에스엠","KONEX","2019","12","-",,,"500",,,,"19779660",
"1371","224760","엔에스컴퍼니","KONEX","2019","12","-",,,"500",,,,"3939700",
"1372","380440","엔에이치스팩19호","KOSPI","2019","12","-",,,,,,,,
"1373","391060","엔에이치스팩20호","KOSDAQ","2019","12","-",,,,,,,,
"1374","391710","엔에이치스팩21호","KOSDAQ","2019","12","-",,,,,,,,
"1375","396770","엔에이치스팩22호","KOSDAQ","2019","12","-",,,,,,,,
"1376","422040","엔에이치스팩23호","KOSDAQ","2019","12","-",,,,,,,,
"1377","181710","엔에이치엔","KOSPI","2019","12","서비스업","1.04",,"500",,,,"19565025",
"1378","265740","엔에프씨","KOSDAQ","2019","12","-",,,,,,,,
"1379","354200","엔젠바이오","KOSDAQ","2019","12","-",,,,,,,,
"1380","093510","엔지브이아이","KONEX","2019","12","-",,,"500",,,,"6020000",
"1381","208860","엔지스테크널러지","KOSDAQ","2019","12","소프트웨어","0.75",,"500",,,,"10046564",
"1382","183490","엔지켐생명과학","KOSDAQ","2019","12","제약","0.3",,"500",,,,"7859262",
"1383","085310","엔케이","KOSPI","2019","12","기계","1.84",,"500",,,,"79983352",
"1384","182400","엔케이맥스","KOSDAQ","2019","12","제약","0.3",,"500",,,,"31231064",
"1385","348370","엔켐","KOSDAQ","2019","12","-",,,,,,,,
"1386","069410","엔텔스","KOSDAQ","2019","12","소프트웨어","0.75",,"500",,,,"6899227",
"1387","227950","엔투텍","KOSDAQ","2019","12","기계·장비","0.86",,"100",,,,"25548519",
"1388","291230","엔피","KOSDAQ","2019","12","금융","1.05",,"100",,,,"7550000",
"1389","198080","엔피디","KOSDAQ","2019","12","-",,,,,,,,
"1390","004250","엔피씨","KOSPI","2019","12","화학","1.96",,"500","100","2.6","29.361","36720000","4219167705"
"1391","048830","엔피케이","KOSDAQ","2019","12","화학","0.74",,"500","30","1.65","-67.411","18723923","560861910"
"1392","096870","엘디티","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"6678400",
"1393","276240","엘리비젼","KONEX","2019","12","-",,,"500",,,,"5174400",
"1394","900140","엘브이엠씨","KOSPI","2019","12","유통업","1.67",,"0.25",,,,"51120439",
"1395","376190","엘비루셈","KOSDAQ","2019","12","-",,,,,,,,
"1396","061970","엘비세미콘","KOSDAQ","2019","12","반도체","0.85",,"500","50","0.68","5.99","43784592","2189229600"
"1397","138690","엘아이에스","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"16026971",
"1398","290650","엘앤씨바이오","KOSDAQ","2019","12","제약","0.3",,"500","100","0.41","8.705","7359332","735933200"
"1399","066970","엘앤에프","KOSDAQ","2019","12","IT부품","0.62",,"500","50","0.2","-11.931","24758729","1051001200"
"1400","156100","엘앤케이바이오","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500",,,,"10778736",
"1401","010120","엘에스일렉트릭","KOSPI","2019","12","전기전자","2.14",,"5000","1200","2.2","34.151","30000000","35190031200"
"1402","311060","엘에이티","KONEX","2019","12","-",,,"500",,,,"2251480",
"1403","073110","엘엠에스","KOSDAQ","2019","12","IT부품","0.62",,"500","250","1.4","15.365","8895755","1706997000"
"1404","083310","엘오티베큠","KOSDAQ","2019","12","반도체","0.85","0.02","500",,,,"13258256",
"1405","037950","엘컴텍","KOSDAQ","2019","12","IT부품","0.62",,"500","35","2.2","-519.196","84447519","2954224245"
"1406","170920","엘티씨","KOSDAQ","2019","12","반도체","0.85",,"500","100","0.8","58.543","7519943","731790000"
"1407","058630","엠게임","KOSDAQ","2019","12","디지털컨텐츠","0.37",,"500",,,,"19543877",
"1408","058970","엠로","KOSDAQ","2019","12","-",,,"500",,,,"4815000",
"1409","019590","엠벤처투자","KOSDAQ","2019","12","금융","1.05",,"500",,,,"60142180",
"1410","097520","엠씨넥스","KOSPI","2019","12","IT부품","0.62",,"500","500","1.4","10.433","17863482","8816741000"
"1411","179290","엠아이텍","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500","50","1.2","41.513","30423558","1521052900"
"1412","009780","엠에스씨","KOSDAQ","2019","12","음식료·담배","0.93",,"500","60","1.2","8.985","17600000","1056000000"
"1413","123040","엠에스오토텍","KOSDAQ","2019","12","운송장비·부품","0.41",,"500","75","1.31","7.262","33779509","2530163175"
"1414","323230","엠에프엠코리아","KOSDAQ","2019","12","금융","1.05",,"100",,,,"4310000",
"1415","033160","엠케이전자","KOSDAQ","2019","12","반도체","0.85",,"500","40","0.5","1.086","21807689","835537400"
"1416","347890","엠투아이","KOSDAQ","2019","12","-",,,,,,,,
"1417","033310","엠투엔","KOSDAQ","2019","12","금속","1.3",,"500",,,,"21972411",
"1418","259630","엠플러스","KOSDAQ","2019","12","기계·장비","0.86",,"500",,,,"5147713",
"1419","065150","엠피대산","KOSDAQ","2019","12","유통","0.38",,"100",,,,"80808407",
"1420","115960","연우","KOSDAQ","2019","12","화학","0.74",,"500","160","0.69","11.808","12398000","1983680000"
"1421","090740","연이비앤티","KOSDAQ","2019","12","IT부품","0.62",,"500","50","0.8","12.133","16000000","782320100"
"1422","060850","영림원소프트랩","KOSDAQ","2019","12","-",,,,,,,,
"1423","014440","영보화학","KOSPI","2019","12","화학","1.96",,"500","100","2.9","41.018","20000000","1950000000"
"1424","007530","영신금속","KOSDAQ","2019","12","금속","1.3",,"500",,,,"12832968",
"1425","143540","영우디에스피","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"30193507",
"1426","111770","영원무역","KOSPI","2019","12","유통업","1.67",,"500","400","1.2","10.068","44311468","17546424400"
"1427","009970","영원무역홀딩스","KOSPI","2019","12","기타금융",,,"500","1000","2","5.097","13635592","11604898000"
"1428","003520","영진약품","KOSPI","2019","12","의약품","0.21",,"500",,,,"182892731",
"1429","000670","영풍","KOSPI","2019","12","철강금속","3.04",,"5000","10000","1.6","8.294","1842040","17201340000"
"1430","036560","영풍정밀","KOSDAQ","2019","12","기계·장비","0.86",,"500","300","3.5","37.563","15750000","4725000000"
"1431","006740","영풍제지","KOSPI","2019","12","종이목재","2.57",,"500","40","1.2","7.75","22200000","718942800"
"1432","012280","영화금속","KOSPI","2019","12","운수장비","1.7",,"500",,,,"45451006",
"1433","265560","영화테크","KOSDAQ","2019","12","운송장비·부품","0.41",,"500","50","0.5","-17.09","5345090","253439300"
"1434","012160","영흥","KOSPI","2019","12","철강금속","3.04",,"500","30","2.6","152.593","85826509","1620539490"
"1435","036000","예림당","KOSDAQ","2019","12","출판·매체복제","0.4",,"500",,,,"23034277",
"1436","250930","예선테크","KOSDAQ","2019","12","화학","0.74",,"100",,,,"33000440",
"1437","053280","예스24","KOSDAQ","2019","12","인터넷","0.68",,"500","200","2.68","-2059.88","17200000","3440000000"
"1438","015360","예스코홀딩스","KOSPI","2019","12","기타금융",,,"5000","1750","4.6","33.73","6000000","7465130750"
"1439","122640","예스티","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"14003328",
"1440","900300","오가닉티코스메틱","KOSDAQ","2019","12","금융","1.05",,"무액면","79.96","3.04","10.332","56925000","4552020571"
"1441","045060","오공","KOSDAQ","2019","12","화학","0.74",,"500","50","1.5","11.02","16941974","842725050"
"1442","080520","오디텍","KOSDAQ","2019","12","반도체","0.85",,"500","100","2.1","52.185","11746609","1115724200"
"1443","007310","오뚜기","KOSPI","2019","12","음식료품","1.39",,"5000","7500","1.3","25.495","3605237","25442902500"
"1444","039830","오로라","KOSDAQ","2019","12","기타서비스","0.64",,"500","200","1.55","54.454","10762890","2050742800"
"1445","322310","오로스테크놀로지","KOSDAQ","2019","12","-",,,,,,,,
"1446","046120","오르비텍","KOSDAQ","2019","12","기타서비스","0.64",,"500",,,,"23790573",
"1447","014940","오리엔탈정공","KOSDAQ","2019","12","기계·장비","0.86",,"500",,,,"45573661",
"1448","065500","오리엔트정공","KOSDAQ","2019","12","운송장비·부품","0.41",,"500",,,,"117214562",
"1449","271560","오리온","KOSPI","2019","12","음식료품","1.39",,"500","600","0.6","10.758","39536132","23717273400"
"1450","001800","오리온홀딩스","KOSPI","2019","12","기타금융",,,"500","650","3.8","14.781","62645422","23116282850"
"1451","010470","오리콤","KOSDAQ","2019","12","기타서비스","0.64",,"1000","220","4.3","42.033","11704050","2493421700"
"1452","352910","오비고","KOSDAQ","2019","12","-",,,,,,,,
"1453","053980","오상자이엘","KOSDAQ","2019","12","컴퓨터서비스","0.68",,"500",,,,"17747882",
"1454","052420","오성첨단소재","KOSDAQ","2019","12","IT부품","0.62",,"500",,,,"61966225",
"1455","241790","오션브릿지","KOSDAQ","2019","12","반도체","0.85",,"500","270","2.6","23.432","9789869","2667447990"
"1456","329020","오션스톤","KONEX","2019","12","-",,,,,,,,
"1457","039200","오스코텍","KOSDAQ","2019","12","제약","0.3",,"500",,,,"29200311",
"1458","226400","오스테오닉","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500",,,,"8458466",
"1459","031510","오스템","KOSDAQ","2019","12","운송장비·부품","0.41",,"500",,,,"26000000",
"1460","048260","오스템임플란트","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500",,,,"14285717",
"1461","138080","오이솔루션","KOSDAQ","2019","12","통신장비","0.34",,"500","400","0.8","9.218","7739532","4246074800"
"1462","080580","오킨스전자","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"6939022",
"1463","067170","오텍","KOSDAQ","2019","12","운송장비·부품","0.41",,"500","130","1.2","13.273","15391605","1883532560"
"1464","353590","오토앤","KOSDAQ","2019","12","-",,,,,,,,
"1465","173130","오파스넷","KOSDAQ","2019","12","소프트웨어","0.75",,"500",,,,"4025902",
"1466","049480","오픈베이스","KOSDAQ","2019","12","컴퓨터서비스","0.68",,"500","15","0.47","34.319","31422383","466744125"
"1467","309930","오하임아이엔티","KOSDAQ","2019","12","금융","1.05",,"100",,,,"4590000",
"1468","244460","올리패스","KOSDAQ","2019","12","제약","0.3",,"500",,,,"15886145",
"1469","226950","올릭스","KOSDAQ","2019","12","기타서비스","0.64",,"500",,,,"6530121",
"1470","057540","옴니시스템","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500",,,,"40679015",
"1471","131030","옵투스제약","KOSDAQ","2019","12","제약","0.3",,"500","100","1.3","11.184","16564797","1632478400"
"1472","082210","옵트론텍","KOSDAQ","2019","12","IT부품","0.62",,"500","30","0.41","10.835","22560627","651101640"
"1473","109080","옵티시스","KOSDAQ","2019","12","통신장비","0.34",,"500","50","0.6","8.628","5636000","244611350"
"1474","153710","옵티팜","KOSDAQ","2019","12","제약","0.3",,"500",,,,"14377758",
"1475","321820","와이더플래닛","KOSDAQ","2019","12","-",,,,,,,,
"1476","122990","와이솔","KOSDAQ","2019","12","반도체","0.85",,"500","250","1.7","22.753","28171941","6914133250"
"1477","232140","와이아이케이","KOSDAQ","2019","12","반도체","0.85",,"100",,,,"61788456",
"1478","065530","와이어블","KOSDAQ","2019","12","통신서비스","0.97",,"500","50","1.5","111.185","52860000","2301537950"
"1479","067900","와이엔텍","KOSDAQ","2019","12","기타서비스","0.64",,"500",,,,"18199659",
"1480","155650","와이엠씨","KOSDAQ","2019","12","IT부품","0.62",,"500",,,,"19974358",
"1481","273640","와이엠텍","KOSDAQ","2019","12","-",,,,,,,,
"1482","251370","와이엠티","KOSDAQ","2019","12","화학","0.74",,"500",,,,"7405200",
"1483","066430","와이오엠","KOSDAQ","2019","12","유통","0.38",,"500",,,,"13872632",
"1484","193250","와이제이엠게임즈","KOSDAQ","2019","12","IT부품","0.62",,"100",,,,"54147235",
"1485","273060","와이즈버즈","KOSDAQ","2019","12","금융","1.05",,"100",,,,"7510000",
"1486","019210","와이지-원","KOSDAQ","2019","12","금속","1.3",,"500","120","1.6","623.787","30573819","3773908680"
"1487","122870","와이지엔터테인먼트","KOSDAQ","2019","12","오락·문화","0.22",,"500",,,,"18197609",
"1488","011690","와이투솔루션","KOSPI","2019","12","전기전자","2.14",,"500",,,,"58194201",
"1489","332570","와이팜","KOSDAQ","2019","12","-",,,,,,,,
"1490","079000","와토스코리아","KOSDAQ","2019","12","화학","0.74",,"500","200","3.6","45.749","7200000","1439721400"
"1491","070960","용평리조트","KOSPI","2019","12","서비스업","1.04",,"5000",,,,"48133333",
"1492","316140","우리금융지주","KOSPI","2019","12","기타금융",,,"5000","700","5.8","24.813","722267683","505587376700"
"1493","032820","우리기술","KOSDAQ","2019","12","일반전기전자","0.5",,"500",,,,"99111805",
"1494","041190","우리기술투자","KOSDAQ","2019","12","금융","1.05",,"500",,,,"84000000",
"1495","115440","우리넷","KOSDAQ","2019","12","통신장비","0.34",,"500","50","0.48","23.61","9136944","456847200"
"1496","046970","우리로","KOSDAQ","2019","12","통신장비","0.34",,"500",,,,"26404764",
"1497","082850","우리바이오","KOSDAQ","2019","12","일반전기전자","0.5",,"500",,,,"44917878",
"1498","215360","우리산업","KOSDAQ","2019","12","운송장비·부품","0.41",,"500","120","0.59","14.45","9132163","1095859560"
"1499","072470","우리산업홀딩스","KOSDAQ","2019","12","운송장비·부품","0.41",,"500","25","0.83","14.367","18887341","472093225"
"1500","073560","우리손에프앤지","KOSDAQ","2019","12","음식료·담배","0.93",,"500","25","1.3","40.48","69237643","1730941075"
"1501","037400","우리엔터프라이즈","KOSDAQ","2019","12","일반전기전자","0.5",,"500",,,,"24923346",
"1502","153490","우리이앤엘","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"49900000",
"1503","010050","우리종금","KOSPI","2019","12","기타금융",,,"500",,,,"674203406",
"1504","101170","우림피티에스","KOSDAQ","2019","12","기계·장비","0.86",,"500",,,,"13500000",
"1505","006980","우성","KOSPI","2019","12","음식료품","1.39",,"500","15","0.5","3.25","30900000","385683450"
"1506","066590","우수AMS","KOSDAQ","2019","12","운송장비·부품","0.41",,"500",,,,"24694303",
"1507","017370","우신시스템","KOSPI","2019","12","기계","1.84",,"500",,,,"18314054",
"1508","103840","우양","KOSDAQ","2019","12","음식료·담배","0.93",,"100",,,"2.047","12858000","70000000"
"1509","046940","우원개발","KOSDAQ","2019","12","건설","1.97",,"500",,,,"17827681",
"1510","215380","우정바이오","KOSDAQ","2019","12","기타서비스","0.64",,"500",,,,"10613511",
"1511","065680","우주일렉트로","KOSDAQ","2019","12","IT부품","0.62",,"500","300","3.6","21.194","9934220","2498128500"
"1512","105840","우진","KOSPI","2019","12","의료정밀","0.97",,"500","100","2.4","-14.436","20202234","2020223400"
"1513","018620","우진비앤지","KOSDAQ","2019","12","제약","0.3",,"500",,,,"25967013",
"1514","010400","우진아이엔에스","KOSPI","2019","12","건설업","1.87",,"500","250","3","88.124","7622000","1871750000"
"1515","049800","우진플라임","KOSPI","2019","12","기계","1.84",,"500",,,,"10000000",
"1516","016880","웅진","KOSPI","2019","12","기타금융",,,"500",,,,"79378330",
"1517","095720","웅진씽크빅","KOSPI","2019","12","서비스업","1.04",,"500","310","12.6","-29.107","134173248","41097302640"
"1518","005820","원림","KOSPI","2019","12","섬유의복","1.32",,"5000","250","1.4","11.264","2200000","489852500"
"1519","307280","원바이오젠","KOSDAQ","2019","12","금융","1.05",,"100",,,,"3720000",
"1520","053080","원방테크","KOSDAQ","2019","12","-",,,,,,,,
"1521","032940","원익","KOSDAQ","2019","12","유통","0.38",,"500",,,,"18193230",
"1522","240810","원익IPS","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"49083901",
"1523","074600","원익QnC","KOSDAQ","2019","12","비금속","0.8",,"500",,,,"26288000",
"1524","104830","원익머트리얼즈","KOSDAQ","2019","12","반도체","0.85",,"500","150","0.5","6.729","12608000","1891200000"
"1525","014190","원익큐브","KOSDAQ","2019","12","유통","0.38",,"500",,,,"35399906",
"1526","131390","원익피앤이","KOSDAQ","2019","12","일반전기전자","0.5",,"500",,,,"14280000",
"1527","030530","원익홀딩스","KOSDAQ","2019","12","금융","1.05",,"500",,,,"77237981",
"1528","012620","원일특강","KOSDAQ","2019","12","금속","1.3",,"500","150","1.69","6.642","4400000","660000000"
"1529","382840","원준","KOSDAQ","2019","12","-",,,,,,,,
"1530","336570","원텍","KOSDAQ","2019","12","-",,,"100",,,,"5610000",
"1531","376980","원티드랩","KOSDAQ","2019","12","-",,,,,,,,
"1532","122830","원포유","KONEX","2019","12","-",,,,,,,,
"1533","008370","원풍","KOSDAQ","2019","12","화학","0.74",,"500","150","3.8","91.985","12000000","1710000000"
"1534","008290","원풍물산","KOSDAQ","2019","12","섬유·의류","0.58",,"500",,,,"40693679",
"1535","101160","월덱스","KOSDAQ","2019","12","반도체","0.85",,"500","50","0.6","4.251","16510993","825549650"
"1536","336060","웨이버스","KOSDAQ","2019","12","금융","1.05",,"100",,,,"5930000",
"1537","095270","웨이브일렉트로","KOSDAQ","2019","12","IT부품","0.62",,"500",,,,"11007614",
"1538","010600","웰바이오텍","KOSPI","2019","12","유통업","1.67",,"500",,,,"43010106",
"1539","065950","웰크론","KOSDAQ","2019","12","섬유·의류","0.58",,"500",,,,"27164911",
"1540","076080","웰크론한텍","KOSDAQ","2019","12","건설","1.97",,"500",,,,"19502015",
"1541","196700","웹스","KOSDAQ","2019","12","화학","0.74",,"500",,,,"13698476",
"1542","069080","웹젠","KOSDAQ","2019","12","디지털컨텐츠","0.37",,"500",,,,"35310884",
"1543","053580","웹케시","KOSDAQ","2019","12","금융","1.05",,"500","200","0.5","14.293","6763655","1326231600"
"1544","071460","위니아","KOSDAQ","2019","12","일반전기전자","0.5",,"500",,,,"35967295",
"1545","377460","위니아에이드","KOSDAQ","2019","12","-",,,,,,,,
"1546","044340","위닉스","KOSDAQ","2019","12","일반전기전자","0.5",,"500","500","2","20.499","17873425","8171319500"
"1547","330350","위더스제약","KOSDAQ","2019","12","-",,,,,,,,
"1548","348350","위드텍","KOSDAQ","2019","12","-",,,,,,,,
"1549","112040","위메이드","KOSDAQ","2019","12","디지털컨텐츠","0.37",,"500","600","2","-34.289","16800000","9840476400"
