번호,종목코드,종목명,시장구분,사업연도,결산월,업종,업종별 배당률,주식배당,현금배당_액면가,현금배당_주당배당금,현금배당_시가배당률,현금배당_배당성향,현금배당_기말주식수,현금배당_총배당금액
"64","267250","HD현대","KOSPI","2020","12","화학","0.94",,"5000","18500","5.93","-33.11","15798617","261473191000"
"65","097230","HJ중공업","KOSPI","2020","12","건설업","1.86",,"5000",,,,"83274281",
"66","195940","HK이노엔","KOSDAQ","2020","12","-",,,,,,,,
"67","028300","HLB","KOSDAQ","2020","12","운송장비·부품","0.36",,"500",,,,"52969901",
"68","003580","HLB글로벌","KOSPI","2020","12","광업",,,"500",,,,"32632825",
"69","343090","HLB사이언스","KONEX","2020","12","-",,,"1000",,,,"5458325",
"70","067630","HLB생명과학","KOSDAQ","2020","12","기타서비스","0.48",,"500",,,,"47070453",
"71","047920","HLB제약","KOSDAQ","2020","12","기타서비스","0.48",,"500",,,,"20876896",
"72","115450","HLB테라퓨틱스","KOSDAQ","2020","12","유통","0.18",,"500",,,,"26909342",
"73","011200","HMM","KOSPI","2020","12","운수창고업","0.57",,"5000",,,,"326726323",
"74","036640","HRS","KOSDAQ","2020","12","화학","0.51",,"500","150","3.1","26.029","16354800","2397264750"
"75","082740","HSD엔진","KOSPI","2020","12","기계","1.23",,"1000",,,,"32947142",
"76","335870","IBKS제12호스팩","KOSDAQ","2020","12","금융","1.04",,"100",,,,"3120000",
"77","351340","IBKS제13호스팩","KOSDAQ","2020","12","금융","1.04",,"100",,,,"5170000",
"78","388790","IBKS제16호스팩","KOSDAQ","2020","12","-",,,,,,,,
"79","405350","IBKS제17호스팩","KOSDAQ","2020","12","-",,,,,,,,
"80","095340","ISC","KOSDAQ","2020","12","반도체","0.47",,"500","150","0.6","37.883","14142508","2085469500"
"81","099520","ITX-AI","KOSDAQ","2020","12","통신장비","0.28",,"500",,,,"29301683",
"82","175330","JB금융지주","KOSPI","2020","12","기타금융",,,"5000","374","6.3","18.597","196982894","72684684050"
"83","234080","JW생명과학","KOSPI","2020","12","의약품","0.11",,"2500","500","2.41","46.939","15834554","7917277000"
"84","067290","JW신약","KOSDAQ","2020","12","제약","0.2",,"500",,,,"41667166",
"85","001060","JW중외제약","KOSPI","2020","12","의약품","0.11",,"2500","325","0.9","-46.805","20920054","7149499675"
"86","096760","JW홀딩스","KOSPI","2020","12","기타금융",,,"500","90","1.53","112.672","66452155","5967083790"
"87","035900","JYP Ent.","KOSDAQ","2020","12","오락·문화","0.18",,"500","154","0.416","17.241","35497492","5109566912"
"88","318000","KBG","KOSDAQ","2020","12","화학","0.51",,"200","75","0.9","19.408","8129825","606109575"
"89","024840","KBI메탈","KOSDAQ","2020","12","금속","0.99",,"500",,,,"32950848",
"90","105560","KB금융","KOSPI","2020","12","기타금융",,,"5000","1770","3.9","19.692","415807920","689652772950"
"91","024120","KB오토시스","KOSDAQ","2020","12","운송장비·부품","0.36",,"500","170","2.3","58.921","11500000","1955000000"
"92","021320","KCC건설","KOSDAQ","2020","12","건설","1.65",,"5000","180","2.2","9.635","21400000","3626867880"
"93","036670","KCI","KOSDAQ","2020","12","화학","0.51",,"500","200","2","20.274","11270000","2152040000"
"94","009440","KC그린홀딩스","KOSPI","2020","12","기타금융",,,"500","40","0.79","-1.121","22434980","884999200"
"95","112190","KC산업","KONEX","2020","12","-",,,"500",,,,"7125253",
"96","119650","KC코트렐","KOSPI","2020","12","기계","1.23",,"500",,,,"13000000",
"97","044180","KD","KOSDAQ","2020","12","건설","1.65",,"500",,,,"16525360",
"98","092220","KEC","KOSPI","2020","12","전기전자","1.4",,"500",,,,"116706940",
"99","151860","KG ETS","KOSDAQ","2020","12","기타서비스","0.48",,"500","110","1.8","14.257","36000000","3802294980"
"100","046440","KG모빌리언스","KOSDAQ","2020","12","소프트웨어","0.56",,"500","220","2.2","36.322","38825568","8162664840"
"101","016380","KG스틸","KOSPI","2020","12","철강금속","2.73",,"5000","100","0.9","14.961","100008897","10008137250"
"102","035600","KG이니시스","KOSDAQ","2020","12","소프트웨어","0.56",,"500","350","1.8","17.585","27904434","9316470800"
"103","001390","KG케미칼","KOSPI","2020","12","화학","0.94",,"5000","400","1.7","3.348","13013232","5177387600"
"104","226360","KH 건설","KOSDAQ","2020","12","건설","1.65",,"100",,,,"52516983",
"105","111870","KH 전자","KOSDAQ","2020","12","일반전기전자","0.36",,"500",,,,"96521825",
"106","033180","KH 필룩스","KOSPI","2020","12","전기전자","1.4",,"500",,,,"90043128",
"107","060720","KH바텍","KOSDAQ","2020","12","IT부품","0.51",,"500",,,,"23673903",
"108","001940","KISCO홀딩스","KOSPI","2020","12","철강금속","2.73",,"1000","300","2.1","12.334","18476380","4499849400"
"109","122450","KMH","KOSDAQ","2020","12","방송서비스","1.4",,"500",,,,"22667982",
"110","052900","KMH하이텍","KOSDAQ","2020","12","반도체","0.47",,"500",,,,"46885499",
"111","058400","KNN","KOSDAQ","2020","12","방송서비스","1.4",,"500","15","0.69","32.065","132429720","1986445800"
"112","114450","KPX생명과학","KOSDAQ","2020","12","제약","0.2",,"500",,,,"15000000",
"113","025000","KPX케미칼","KOSPI","2020","12","화학","0.94",,"5000","2750","4.8","20.301","4840000","13076857750"
"114","092230","KPX홀딩스","KOSPI","2020","12","화학","0.94",,"5000","3100","4.9","6.527","4224646","12666277600"
"115","000040","KR모터스","KOSPI","2020","12","운수장비","1.46",,"500",,,,"91661018",
"116","044450","KSS해운","KOSPI","2020","12","운수창고업","0.57",,"500","300","2.87","51.32","23185880","6737737800"
"117","058850","KTcs","KOSPI","2020","12","서비스업","0.68",,"500","80","3.6","28.663","42685000","3245530560"
"118","058860","KTis","KOSPI","2020","12","서비스업","0.68",,"500","80","3.12","35.914","34802000","2652962320"
"119","060370","KT서브마린","KOSDAQ","2020","12","건설","1.65",,"1000","30","0.56","51.514","21900000","616623750"
"120","093050","LF","KOSPI","2020","12","섬유의복","1.59",,"5000","500","3.4","49.762","29240000","14230000000"
"121","003550","LG","KOSPI","2020","12","기타금융",,,"5000","2500","3","28.533","172557131","439593415850"
"122","034220","LG디스플레이","KOSPI","2020","12","전기전자","1.4",,"5000",,,,"357815700",
"123","051900","LG생활건강","KOSPI","2020","12","화학","0.94",,"5000","11000","0.7","22.681","15618197","184421296950"
"124","373220","LG에너지솔루션","KOSPI","2020","12","-",,,,,,,,
"125","032640","LG유플러스","KOSPI","2020","12","통신업","3.81",,"5000","450","3.7","41.098","436611361","196475111100"
"126","011070","LG이노텍","KOSPI","2020","12","전기전자","1.4",,"5000","700","0.4","7.015","23667107","16565154900"
"127","066570","LG전자","KOSPI","2020","12","전기전자","1.4",,"5000","1200","1.1","10.512","163647814","216938190600"
"128","037560","LG헬로비전","KOSPI","2020","12","서비스업","0.68",,"2500","75","1.9","-1.857","77446865","5808514875"
"129","051910","LG화학","KOSPI","2020","12","화학","0.94",,"5000","10000","1.2","114.064","70592343","778382951600"
"130","079550","LIG넥스원","KOSPI","2020","12","기계","1.23",,"5000","900","3","33.694","22000000","19503000000"
"131","006260","LS","KOSPI","2020","12","기타금융",,,"5000","1450","2","20.676","32200000","40262252950"
"132","000680","LS네트웍스","KOSPI","2020","12","유통업","1.53",,"5000",,,,"78803016",
"133","229640","LS전선아시아","KOSPI","2020","12","기타금융",,,"500","200","2.6","72.987","30624879","6045515200"
"134","108320","LX세미콘","KOSDAQ","2020","12","반도체","0.47",,"500","1350","2.5","30.273","16264300","21956805000"
"135","001120","LX인터내셔널","KOSPI","2020","12","유통업","1.53",,"5000","400","1.6","3.979","38760000","14387170400"
"136","108670","LX하우시스","KOSPI","2020","12","화학","0.94",,"5000","300","0.3","-3.832","8967670","3045416450"
"137","383800","LX홀딩스","KOSPI","2020","12","-",,,,,,,,
"138","023150","MH에탄올","KOSPI","2020","12","음식료품","1.16",,"500","350","4.1","59.9","7378526","2277984100"
"139","035420","NAVER","KOSPI","2020","12","서비스업","0.68",,"100","402","0.1","7.015","164263395","59278532070"
"140","160550","NEW","KOSDAQ","2020","12","오락·문화","0.18",,"500",,,,"27906106",
"141","053290","NE능률","KOSDAQ","2020","12","출판·매체복제","0.31",,"500","40","1.4","62.218","16526307","604758920"
"142","104200","NHN벅스","KOSDAQ","2020","12","디지털컨텐츠","0.2",,"500",,,,"14827550",
"143","060250","NHN한국사이버결제","KOSDAQ","2020","12","소프트웨어","0.56","0.07","500",,,,"22971393",
"144","005940","NH투자증권","KOSPI","2020","12","증권","3.13",,"5000","700","6","36.517","281408887","210660877200"
"145","034310","NICE","KOSPI","2020","12","서비스업","0.68",,"500","270","1.5","19.311","37882300","10220981760"
"146","030190","NICE평가정보","KOSDAQ","2020","12","기타서비스","0.48",,"500","275","1.2","34.849","60714820","16440268075"
"147","008260","NI스틸","KOSPI","2020","12","철강금속","2.73",,"500","50","1.97","11.785","28600117","1430005850"
"148","010060","OCI","KOSPI","2020","12","화학","0.94",,"5000",,,,"23849371",
"149","178920","PI첨단소재","KOSPI","2020","12","화학","0.51",,"500","711","2","50.042","29366322","20879454942"
"150","024940","PN풍년","KOSDAQ","2020","12","금속","0.99",,"500","25","0.6","9.626","10000000","222467000"
"151","005490","POSCO홀딩스","KOSPI","2020","12","철강금속","2.73",,"5000","8000","3","34.689","87186835","620287272500"
"152","218410","RFHIC","KOSDAQ","2020","12","일반전기전자","0.36",,"500","100","0.23","150.798","23847620","2369034500"
"153","327260","RF머트리얼즈","KOSDAQ","2020","12","기타제조","0.72",,"500",,,,"3596588",
"154","091340","S&K폴리텍","KOSDAQ","2020","12","IT부품","0.51",,"500","250","5","-33.493","11703721","2802320750"
"155","010950","S-Oil","KOSPI","2020","12","화학","0.94",,"2500","0","0","-0.012","112582792","95946175"
"156","019550","SBI인베스트먼트","KOSDAQ","2020","12","금융","1.04",,"500",,,,"162066575",
"157","034120","SBS","KOSPI","2020","12","서비스업","0.68",,"5000",,,,"18252582",
"158","046140","SBS콘텐츠허브","KOSDAQ","2020","12","오락·문화","0.18",,"500",,,,"21463555",
"159","151910","SBW생명과학","KOSDAQ","2020","12","IT부품","0.51",,"100",,,,"148625347",
"160","036120","SCI평가정보","KOSDAQ","2020","12","기타서비스","0.48",,"500","35","0.8","18.981","35500000","1210581050"
"161","099220","SDN","KOSDAQ","2020","12","유통","0.18",,"500",,,,"48178714",
"162","036540","SFA반도체","KOSDAQ","2020","12","반도체","0.47",,"500",,,,"164460303",
"163","255220","SG","KOSDAQ","2020","12","비금속","0.84",,"100",,,,"36720027",
"164","040610","SG&G","KOSDAQ","2020","12","운송장비·부품","0.36",,"500",,,,"34087196",
"165","049470","SGA","KOSDAQ","2020","12","소프트웨어","0.56",,"1000",,,,"48812249",
"166","184230","SGA솔루션즈","KOSDAQ","2020","12","소프트웨어","0.56",,"100",,,,"36676033",
"167","005090","SGC에너지","KOSPI","2020","12","전기가스업","0.35",,"5000","1500","4.1","83.675","14677004","21934666500"
"168","016250","SGC이테크건설","KOSDAQ","2020","12","건설","1.65","0.3","5000","1500","2","1.225","1581383","2214322500"
"169","001380","SG글로벌","KOSPI","2020","12","운수장비","1.46",,"500",,,,"44964143",
"170","004060","SG세계물산","KOSPI","2020","12","유통업","1.53",,"500",,,,"202424960",
"171","001770","SHD","KOSPI","2020","12","철강금속","2.73",,"5000","100","0.5","24.844","1214878","121487800"
"172","002360","SH에너지화학","KOSPI","2020","12","화학","0.94",,"500",,,,"111133730",
"173","009160","SIMPAC","KOSPI","2020","12","기계","1.23",,"500","60","2.5","10.103","65429516","3449177520"
"174","034730","SK","KOSPI","2020","12","기타금융",,,"200","7000","2.5","-292.585","70360297","317255657400"
"175","337450","SK5호스팩","KOSDAQ","2020","12","금융","1.04",,"100",,,,"4310000",
"176","340350","SK6호스팩","KOSDAQ","2020","12","금융","1.04",,"100",,,,"5710000",
"177","011790","SKC","KOSPI","2020","12","화학","0.94",,"5000","1000","1.1","48.561","37868298","35751306000"
"178","018670","SK가스","KOSPI","2020","12","유통업","1.53",,"5000","4000","3.8","13.529","9230244","35900184000"
"179","001740","SK네트웍스","KOSPI","2020","12","유통업","1.53",,"2500","120","2.5","62.39","248187647","26236680665"
"180","006120","SK디스커버리","KOSPI","2020","12","기타금융",,,"5000","1000","1.5","5.753","19037855","20450555400"
"181","210980","SK디앤디","KOSPI","2020","12","서비스업","0.68",,"1000","600","1.41","25.273","18990164","16708114400"
"182","068400","SK렌터카","KOSPI","2020","12","서비스업","0.68",,"500",,,,"47285840",
"183","302440","SK바이오사이언스","KOSPI","2020","12","-",,,,,,,,
"184","402340","SK스퀘어","KOSPI","2020","12","-",,,,,,,,
"185","260870","SK시그넷","KONEX","2020","12","-",,,"500",,,,"4926071",
"186","361610","SK아이이테크놀로지","KOSPI","2020","12","-",,,,,,,,
"187","096770","SK이노베이션","KOSPI","2020","12","화학","0.94",,"5000",,,,"92465564",
"188","001510","SK증권","KOSPI","2020","12","증권","3.13",,"500","10","1.26","35.69","472590171","4387749740"
"189","285130","SK케미칼","KOSPI","2020","12","화학","0.94",,"5000","2000","0.5","10.249","11741396","26150249950"
"190","017670","SK텔레콤","KOSPI","2020","12","통신업","3.81",,"500","10000","4.1","47.655","80745711","715080825000"
"191","000660","SK하이닉스","KOSPI","2020","12","전기전자","1.4",,"5000","1170","1","16.816","728002365","800282100150"
"192","048550","SM C&C","KOSDAQ","2020","12","방송서비스","1.4",,"500",,,,"94610120",
"193","063440","SM Life Design","KOSDAQ","2020","12","출판·매체복제","0.31",,"500",,,,"45129154",
"194","064960","SNT모티브","KOSPI","2020","12","운수장비","1.46",,"5000","1600","3.2","40.422","14623136","22006139200"
"195","100840","SNT에너지","KOSPI","2020","12","기계","1.23",,"500","800","5.1","55.114","7506711","5394600000"
"196","003570","SNT중공업","KOSPI","2020","12","운수장비","1.46",,"2500","300","5.1","88.506","33252697","7383183150"
"197","036530","SNT홀딩스","KOSPI","2020","12","기타금융",,,"500","650","3.6","12.337","16303886","9608855050"
"198","005610","SPC삼립","KOSPI","2020","12","음식료품","1.16",,"5000","1104","1.6","-47.661","8629009","5900415792"
"199","011810","STX","KOSPI","2020","12","유통업","1.53",,"2500",,,,"19726902",
"200","077970","STX엔진","KOSPI","2020","12","기계","1.23",,"2500",,,,"23008904",
"201","071970","STX중공업","KOSPI","2020","12","기계","1.23",,"2500",,,,"28365976",
"202","002820","SUN&L","KOSPI","2020","12","종이목재","1.96",,"1000",,,,"12607989",
"203","002710","TCC스틸","KOSPI","2020","12","철강금속","2.73","0.022","1000","15","0.2","-20.178","23000000","340407315"
"204","089230","THE E&M","KOSDAQ","2020","12","인터넷","0.69",,"100",,,,"149256665",
"205","161570","THE MIDONG","KOSDAQ","2020","12","정보기기","0.9",,"500",,,,"13791786",
"206","192410","THQ","KOSDAQ","2020","12","통신장비","0.28",,"500",,,,"26903874",
"207","032540","TJ미디어","KOSDAQ","2020","12","일반전기전자","0.36",,"500",,,,"13931609",
"208","022220","TKG애강","KOSDAQ","2020","12","화학","0.51",,"500",,,,"51794579",
"209","048770","TPC","KOSDAQ","2020","12","기계·장비","0.53",,"500","35","0.9","11.405","13480276","471809660"
"210","246690","TS인베스트먼트","KOSDAQ","2020","12","금융","1.04",,"500","25","0.74","7.813","24324534","608113350"
"211","317240","TS트릴리온","KOSDAQ","2020","12","화학","0.51",,"100","10","0.39","-22.115","50454511","498684700"
"212","002900","TYM","KOSPI","2020","12","기계","1.23",,"500",,,,"126004610",
"213","038340","UCI","KOSDAQ","2020","12","기타서비스","0.48",,"500",,,,"37397367",
"214","073570","WI","KOSDAQ","2020","12","반도체","0.47",,"100",,,,"75840849",
"215","024070","WISCOM","KOSPI","2020","12","화학","0.94",,"500","50","1.9","-76.556","15326438","766321900"
"216","057030","YBM넷","KOSDAQ","2020","12","기타서비스","0.48",,"500",,,,"16312697",
"217","037270","YG PLUS","KOSPI","2020","12","서비스업","0.68",,"500",,,,"59496045",
"218","040300","YTN","KOSDAQ","2020","12","방송서비스","1.4",,"1000","30","1","15.752","42000000","1260000000"
"219","051390","YW","KOSDAQ","2020","12","유통","0.18",,"500","100","2.5","26.345","11355368","861206800"
"220","052220","iMBC","KOSDAQ","2020","12","디지털컨텐츠","0.2",,"500",,,,"23000000",
"221","079940","가비아","KOSDAQ","2020","12","인터넷","0.69",,"500","60","0.47","3.293","13535684","782119080"
"222","078890","가온미디어","KOSDAQ","2020","12","통신장비","0.28","0.02","500","50","0.8","36.071","15074293","720338000"
"223","000500","가온전선","KOSPI","2020","12","전기전자","1.4",,"5000","600","2.74","24.812","4160347","2358629400"
"224","399720","가온칩스","KOSDAQ","2020","12","-",,,,,,,,
"225","036620","감성코퍼레이션","KOSDAQ","2020","12","유통","0.18",,"500",,,,"69111364",
"226","000860","강남제비스코","KOSPI","2020","12","화학","0.94",,"1000","500","2.4","12.965","6500000","3250000000"
"227","217730","강스템바이오텍","KOSDAQ","2020","12","제약","0.2",,"500",,,,"24836666",
"228","035250","강원랜드","KOSPI","2020","12","서비스업","0.68",,"500","0",,"0","213940500","0"
"229","114190","강원에너지","KOSDAQ","2020","12","금속","0.99",,"500",,,,"18154911",
"230","094480","갤럭시아머니트리","KOSDAQ","2020","12","소프트웨어","0.56",,"500","55","1.5","46.445","39229838","2084006760"
"231","011420","갤럭시아에스엠","KOSPI","2020","12","서비스업","0.68",,"500",,,,"27549644",
"232","039240","경남스틸","KOSDAQ","2020","12","금속","0.99",,"100","100","5.2","84.005","25000000","2500000000"
"233","053950","경남제약","KOSDAQ","2020","12","제약","0.2",,"500",,,,"17442567",
"234","002100","경농","KOSPI","2020","12","화학","0.94",,"500","250","2.1","33.593","21691750","4466162500"
"235","009450","경동나비엔","KOSPI","2020","12","전기전자","1.4",,"1000","350","0.67","11.339","13604730","4721174500"
"236","267290","경동도시가스","KOSPI","2020","12","전기가스업","0.35",,"2500","875","4.6","27.103","5895406","5154123625"
"237","012320","경동인베스트","KOSPI","2020","12","기타금융",,,"5000","500","1.6","6.614","2365023","1090176000"
"238","011040","경동제약","KOSDAQ","2020","12","제약","0.2",,"500","500","4.4","104.357","30768766","13433883400"
"239","000050","경방","KOSPI","2020","12","유통업","1.53",,"500","125","1.04","24.967","27415270","3251908750"
"240","214390","경보제약","KOSPI","2020","12","의약품","0.11",,"500","100","0.6","25.422","23906860","2390686000"
"241","012610","경인양행","KOSPI","2020","12","화학","0.94",,"500","50","0.7","-27.154","41276365","2058838250"
"242","009140","경인전자","KOSPI","2020","12","전기전자","1.4",,"5000","250","1","24.082","1570797","325346750"
"243","024910","경창산업","KOSDAQ","2020","12","운송장비·부품","0.36",,"500",,,,"35819005",
"244","013580","계룡건설산업","KOSPI","2020","12","건설업","1.86",,"5000","600","2.2","5.57","8930907","5314678200"
"245","012200","계양전기","KOSPI","2020","12","기계","1.23",,"500","35","0.8","11.981","32600000","1197000000"
"246","002140","고려산업","KOSPI","2020","12","음식료품","1.16",,"1000","35","0.9","12.762","24939425","863499700"
"247","198440","고려시멘트","KOSDAQ","2020","12","비금속","0.84",,"100","15",,"10.792","31979960","479699400"
"248","049720","고려신용정보","KOSDAQ","2020","12","기타서비스","0.48",,"500","275","4.4","37.14","14300000","3822848150"
"249","010130","고려아연","KOSPI","2020","12","철강금속","2.73",,"5000","15000","3.6","46.12","18870000","265113600000"
"250","002240","고려제강","KOSPI","2020","12","철강금속","2.73",,"1000","300","1.8","220.041","20000000","5998315200"
"251","014570","고려제약","KOSDAQ","2020","12","제약","0.2",,"500","150","1.41","22.205","11000000","1634320800"
"252","348150","고바이오랩","KOSDAQ","2020","12","기타서비스","0.48",,"500",,,,"15518506",
"253","098460","고영","KOSDAQ","2020","12","기계·장비","0.53",,"500","550","0.6","81.171","13730951","7436040150"
"254","035290","골드앤에스","KOSDAQ","2020","12","출판·매체복제","0.31",,"500",,,,"2570137",
"255","038530","골드퍼시픽","KOSDAQ","2020","12","유통","0.18",,"500",,,,"66197245",
"256","900280","골든센츄리","KOSDAQ","2020","12","금융","1.04",,"0.2","3","0.9","2.193","158780000","476340000"
"257","215000","골프존","KOSDAQ","2020","12","소프트웨어","0.56",,"500","2500","3.6","41.82","6275415","15681175000"
"258","121440","골프존뉴딘홀딩스","KOSDAQ","2020","12","유통","0.18",,"500","117","2.1","17.565","42836818","5002826634"
"259","183410","골프존데카","KONEX","2020","12","-",,,"500",,,,"4111161",
"260","366030","공구우먼","KOSDAQ","2020","12","-",,,,,,,,
"261","076340","관악산업","KONEX","2020","12","-",,,"500","100","1.6","9.162","4871460","486961100"
"262","009290","광동제약","KOSPI","2020","12","의약품","0.11",,"1000","100","0.98","9.009","52420851","4108061200"
"263","014200","광림","KOSDAQ","2020","12","운송장비·부품","0.36",,"500",,,,"52922234",
"264","017040","광명전기","KOSPI","2020","12","전기전자","1.4",,"500","15","0.76","14.35","43337615","650064225"
"265","029480","광무","KOSDAQ","2020","12","통신장비","0.28",,"100",,,,"79665776",
"266","017900","광전자","KOSPI","2020","12","전기전자","1.4",,"500",,,,"57943763",
"267","037710","광주신세계","KOSPI","2020","12","유통업","1.53",,"5000","3500","2.28","12.906","1600000","5570033000"
