번호,종목코드,종목명,시장구분,사업연도,결산월,업종,업종별 배당률,주식배당,현금배당_액면가,현금배당_주당배당금,현금배당_시가배당률,현금배당_배당성향,현금배당_기말주식수,현금배당_총배당금액
"87","035900","JYP Ent.","KOSDAQ","2017","12","오락·문화","0.4",,"500",,,,"34622921",
"88","318000","KBG","KOSDAQ","2017","12","-",,,,,,,,
"89","024840","KBI메탈","KOSDAQ","2017","12","금속","1.08",,"500",,,,"31241496",
"90","105560","KB금융","KOSPI","2017","12","기타금융",,,"5000","1920","3.1","22.932","418111537","766728159360"
"91","024120","KB오토시스","KOSDAQ","2017","12","운송장비·부품","0.9",,"500","250","3.6","23.418","11500000","2875000000"
"92","021320","KCC건설","KOSDAQ","2017","12","건설","1.25",,"5000","130","1.7","12.374","21400000","2782000000"
"93","036670","KCI","KOSDAQ","2017","12","화학","0.65",,"500","180","2.2","48.713","11270000","1936836000"
"94","009440","KC그린홀딩스","KOSPI","2017","12","기타금융",,,"500","110","2.1","25.996","22434980","2433747800"
"95","112190","KC산업","KONEX","2017","12","-",,,"500",,,,"5147879",
"96","119650","KC코트렐","KOSPI","2017","12","기계","1.26",,"500","100","2.1","18.876","13000000","1300000000"
"97","044180","KD","KOSDAQ","2017","12","건설","1.25",,"100",,,,"355691714",
"98","092220","KEC","KOSPI","2017","12","전기전자","0.97",,"500","12","1","97.456","110855877","1330270524"
"99","151860","KG ETS","KOSDAQ","2017","12","기타서비스","0.43",,"500","100","2.33","30.594","36000000","3586541800"
"100","046440","KG모빌리언스","KOSDAQ","2017","12","소프트웨어","0.63",,"500","200","2.5","45.521","29711421","5760728200"
"101","016380","KG스틸","KOSPI","2017","12","철강금속","1.85",,"5000",,,,"25000123",
"102","035600","KG이니시스","KOSDAQ","2017","12","소프트웨어","0.63",,"500","250","1.4","227.924","26734370","6899265000"
"103","001390","KG케미칼","KOSPI","2017","12","화학","1.4",,"5000","350","1.6","41.691","12373409","4255784750"
"104","226360","KH 건설","KOSDAQ","2017","12","기타서비스","0.43",,"100","80","4.22","41.147","25322574","1427798940"
"105","111870","KH 전자","KOSDAQ","2017","12","일반전기전자","0.78",,"500","250","2.28","64.859","9500000","2254500000"
"106","033180","KH 필룩스","KOSPI","2017","12","전기전자","0.97","0.035","500","50","1.7","40.85","31021979","1522052950"
"107","060720","KH바텍","KOSDAQ","2017","12","IT부품","0.53",,"500",,,,"20000000",
"108","001940","KISCO홀딩스","KOSPI","2017","12","기타금융",,,"5000","1250","1.7","-52.802","3695276","3823930000"
"109","122450","KMH","KOSDAQ","2017","12","방송서비스","0.98",,"500",,,,"14143106",
"110","052900","KMH하이텍","KOSDAQ","2017","12","반도체","0.54",,"500",,,,"46885499",
"111","058400","KNN","KOSDAQ","2017","12","방송서비스","0.98",,"500","25","2.4","34.483","132429720","3310743000"
"112","114450","KPX생명과학","KOSDAQ","2017","12","제약","0.14",,"500","234","2.37","157.753","15000000","3510000000"
"113","025000","KPX케미칼","KOSPI","2017","12","화학","1.4",,"5000","2000","2.9","35.073","4840000","9510442000"
"114","092230","KPX홀딩스","KOSPI","2017","12","기타금융",,,"5000","3850","5.8","26.947","4224646","15730699600"
"115","000040","KR모터스","KOSPI","2017","12","운수장비","1.78",,"500",,,,"188265520",
"116","044450","KSS해운","KOSPI","2017","12","운수창고업","0.83",,"500","230","2.56","20.382","23185880","5235846040"
"117","058850","KTcs","KOSPI","2017","12","서비스업","0.81",,"500","80","3.4","45.295","42685000","3345040000"
"118","058860","KTis","KOSPI","2017","12","서비스업","0.81",,"500","80","2.68","32.463","34802000","2706123200"
"119","060370","KT서브마린","KOSDAQ","2017","12","건설","1.25",,"1000","50","1.13","12.468","21900000","1027706250"
"120","093050","LF","KOSPI","2017","12","섬유의복","1.04",,"5000","500","1.6","20.899","29240000","14620000000"
"121","003550","LG","KOSPI","2017","12","기타금융",,,"5000","1300","1.5","9.389","172557131","228667965050"
"122","034220","LG디스플레이","KOSPI","2017","12","전기전자","0.97",,"5000","500","1.7","9.236","357815700","178907850000"
"123","051900","LG생활건강","KOSPI","2017","12","화학","1.4",,"5000","9000","0.8","24.397","15618197","150909217950"
"124","373220","LG에너지솔루션","KOSPI","2017","12","-",,,,,,,,
"125","032640","LG유플러스","KOSPI","2017","12","통신업","2.95",,"5000","400","2.8","31.921","436611361","174644543200"
"126","011070","LG이노텍","KOSPI","2017","12","전기전자","0.97",,"5000","250","0.2","3.385","23667107","5916126750"
"127","066570","LG전자","KOSPI","2017","12","전기전자","0.97",,"5000","400","0.4","3.899","163647814","72885442700"
"128","037560","LG헬로비전","KOSPI","2017","12","서비스업","0.81",,"2500","75","1.1","20.11","77446865","5808514875"
"129","051910","LG화학","KOSPI","2017","12","화학","1.4",,"5000","6000","1.5","22.753","70592343","460057781650"
"130","079550","LIG넥스원","KOSPI","2017","12","기계","1.26",,"5000","500","0.881","-127.492","22000000","11000000000"
"131","006260","LS","KOSPI","2017","12","기타금융",,,"5000","1250","1.8","9.514","32200000","34708838750"
"132","000680","LS네트웍스","KOSPI","2017","12","유통업","0.9",,"5000",,,,"78803016",
"133","229640","LS전선아시아","KOSPI","2017","12","기타금융",,,"500","160","2.5","34.165","30624879","4899980640"
"134","108320","LX세미콘","KOSDAQ","2017","12","반도체","0.54",,"500","700","1.4","24.19","16264300","11385010000"
"135","001120","LX인터내셔널","KOSPI","2017","12","유통업","0.9",,"5000","250","0.9","10.96","38760000","9664812250"
"136","108670","LX하우시스","KOSPI","2017","12","화학","1.4",,"5000","1800","1.8","26.549","8967670","18015016250"
"137","383800","LX홀딩스","KOSPI","2017","12","-",,,,,,,,
"138","023150","MH에탄올","KOSPI","2017","12","음식료품","0.89",,"500","350","5.4","56.058","7378526","2415000000"
"139","035420","NAVER","KOSPI","2017","12","서비스업","0.81",,"500","1446","0.2","5.515","32962679","42469708296"
"140","160550","NEW","KOSDAQ","2017","12","오락·문화","0.4",,"500",,,,"27406106",
"141","053290","NE능률","KOSDAQ","2017","12","출판·매체복제","0.7",,"500","50","1.2","83.153","13497842","604525400"
"142","104200","NHN벅스","KOSDAQ","2017","12","디지털컨텐츠","0.31",,"500",,,,"14827550",
"143","060250","NHN한국사이버결제","KOSDAQ","2017","12","소프트웨어","0.63","0.1","500",,,,"19587503",
"144","005940","NH투자증권","KOSPI","2017","12","증권","1.64",,"5000","500","3.6","43.077","281408887","150609806200"
"145","034310","NICE","KOSPI","2017","12","기타금융",,,"500","130","0.9","4.97","37882300","4610034130"
"146","030190","NICE평가정보","KOSDAQ","2017","12","기타서비스","0.43",,"500","140","1.6","27.289","60714820","8369591020"
"147","008260","NI스틸","KOSPI","2017","12","철강금속","1.85",,"500","50","1.69","12.95","28426850","1421342500"
"148","010060","OCI","KOSPI","2017","12","화학","1.4",,"5000","1950","1.5","19.991","23849371","46506273450"
"149","178920","PI첨단소재","KOSPI","2017","12","화학","0.65",,"500",,,,"29366322",
"150","024940","PN풍년","KOSDAQ","2017","12","금속","1.08",,"500","25","0.93","16.374","10000000","234967000"
"151","005490","POSCO홀딩스","KOSPI","2017","12","철강금속","1.85",,"5000","8000","2.4","21.523","87186835","639991403500"
"152","218410","RFHIC","KOSDAQ","2017","12","일반전기전자","0.78",,"500","50","0.31","17.834","22036928","1092689750"
"153","327260","RF머트리얼즈","KOSDAQ","2017","12","-",,,,,,,,
"154","091340","S&K폴리텍","KOSDAQ","2017","12","IT부품","0.53",,"500",,,,"11703721",
"155","010950","S-Oil","KOSPI","2017","12","화학","1.4",,"2500","5900","4.7","55.113","112582792","686977716275"
"156","019550","SBI인베스트먼트","KOSDAQ","2017","12","금융","0.75",,"500",,,,"162066575",
"157","034120","SBS","KOSPI","2017","12","서비스업","0.81",,"5000","250","0.9","27.839","18252582","4422517000"
"158","046140","SBS콘텐츠허브","KOSDAQ","2017","12","오락·문화","0.4",,"500",,,,"21463555",
"159","151910","SBW생명과학","KOSDAQ","2017","12","IT부품","0.53",,"100",,,,"490837980",
"160","036120","SCI평가정보","KOSDAQ","2017","12","기타서비스","0.43",,"500",,,,"35500000",
"161","099220","SDN","KOSDAQ","2017","12","유통","0.22",,"500",,,,"35169296",
"162","036540","SFA반도체","KOSDAQ","2017","12","반도체","0.54",,"500",,,,"141076607",
"163","255220","SG","KOSDAQ","2017","12","-",,,,"50",,"4.155",,"500000000"
"164","040610","SG&G","KOSDAQ","2017","12","운송장비·부품","0.9",,"500",,,,"34087196",
"165","049470","SGA","KOSDAQ","2017","12","소프트웨어","0.63",,"500",,,,"89935452",
"166","184230","SGA솔루션즈","KOSDAQ","2017","12","소프트웨어","0.63","0.05","100","15","0.5","21.416","31418992","475649025"
"167","005090","SGC에너지","KOSPI","2017","12","비금속광물","1.62",,"5000","350","0.81","0","4854418","941646300"
"168","016250","SGC이테크건설","KOSDAQ","2017","12","건설","1.25",,"5000","750","0.6","3.119","2800000","2034180750"
"169","001380","SG글로벌","KOSPI","2017","12","운수장비","1.78",,"500",,,,"44964143",
"170","004060","SG세계물산","KOSPI","2017","12","유통업","0.9",,"500",,,,"202424960",
"171","001770","SHD","KOSPI","2017","12","철강금속","1.85",,"5000","100","0.6","-5.846","1214878","121487800"
"172","002360","SH에너지화학","KOSPI","2017","12","화학","1.4",,"500","43","3.1","48.273","111133730","4768891490"
"173","009160","SIMPAC","KOSPI","2017","12","기계","1.26",,"500","80","1.9","15.427","29084925","1989424960"
"174","034730","SK","KOSPI","2017","12","기타금융",,,"200","4000","1.4","4.452","70360297","225582891850"
"175","337450","SK5호스팩","KOSDAQ","2017","12","-",,,,,,,,
"176","340350","SK6호스팩","KOSDAQ","2017","12","-",,,,,,,,
"177","011790","SKC","KOSPI","2017","12","화학","1.4",,"5000","900","2","23.38","37534555","31878498600"
"178","018670","SK가스","KOSPI","2017","12","유통업","0.9","0.01","5000","2600","2.8","15.051","8967396","22560704400"
"179","001740","SK네트웍스","KOSPI","2017","12","유통업","0.9",,"2500","120","1.83","83.448","248187647","28881341190"
"180","006120","SK디스커버리","KOSPI","2017","12","화학","1.4",,"5000","750","0.9","1.142","22364135","9165873500"
"181","210980","SK디앤디","KOSPI","2017","12","서비스업","0.81",,"1000","600","1.87","14.909","16155000","9692616000"
"182","068400","SK렌터카","KOSPI","2017","12","서비스업","0.81",,"500",,,,"22146300",
"183","302440","SK바이오사이언스","KOSPI","2017","12","-",,,,,,,,
"184","402340","SK스퀘어","KOSPI","2017","12","-",,,,,,,,
"185","260870","SK시그넷","KONEX","2017","12","-",,,"500",,,,"4589048",
"186","361610","SK아이이테크놀로지","KOSPI","2017","12","-",,,,,,,,
"187","096770","SK이노베이션","KOSPI","2017","12","기타금융",,,"5000","8000","3.9","34.758","92465564","745602638500"
"188","001510","SK증권","KOSPI","2017","12","증권","1.64",,"500",,,,"320117171",
"189","285130","SK케미칼","KOSPI","2017","12","-",,,,,,,,
"190","017670","SK텔레콤","KOSPI","2017","12","통신업","2.95",,"500","10000","3.6","26.569","80745711","706091600000"
"191","000660","SK하이닉스","KOSPI","2017","12","전기전자","0.97",,"5000","1000","1.3","6.634","728002365","706001795000"
"192","048550","SM C&C","KOSDAQ","2017","12","오락·문화","0.4",,"500",,,,"94041026",
"193","063440","SM Life Design","KOSDAQ","2017","12","출판·매체복제","0.7",,"500",,,,"38307875",
"194","064960","SNT모티브","KOSPI","2017","12","운수장비","1.78",,"5000","1000","2.2","24.761","14623136","14623136000"
"195","100840","SNT에너지","KOSPI","2017","12","기계","1.26","0.03","500",,,,"7084612",
"196","003570","SNT중공업","KOSPI","2017","12","운수장비","1.78",,"2500",,,,"32473439",
"197","036530","SNT홀딩스","KOSPI","2017","12","기타금융",,"0.03","500","200","1.3","12.213","15830105","3158544200"
"198","005610","SPC삼립","KOSPI","2017","12","음식료품","0.89",,"5000","956","0.6","13.441","8629009","5134103908"
"199","011810","STX","KOSPI","2017","12","유통업","0.9",,"2500",,,,"17862430",
"200","077970","STX엔진","KOSPI","2017","12","기계","1.26",,"2500",,,,"23008904",
"201","071970","STX중공업","KOSPI","2017","12","기계","1.26",,"2500",,,,"24665351",
"202","002820","SUN&L","KOSPI","2017","12","종이목재","1.77",,"1000",,,,"12607989",
"203","002710","TCC스틸","KOSPI","2017","12","철강금속","1.85",,"1000",,,,"22342500",
"204","089230","THE E&M","KOSDAQ","2017","12","인터넷","0.63",,"100",,,,"91860980",
"205","161570","THE MIDONG","KOSDAQ","2017","12","정보기기","0.75",,"500",,,,"13791786",
"206","192410","THQ","KOSDAQ","2017","12","통신장비","0.26",,"500",,,,"24435800",
"207","032540","TJ미디어","KOSDAQ","2017","12","일반전기전자","0.78",,"500","80","1.8","66.579","13931609","1114528720"
"208","022220","TKG애강","KOSDAQ","2017","12","화학","0.65",,"500",,,,"51794579",
"209","048770","TPC","KOSDAQ","2017","12","기계·장비","0.59",,"500","25","0.41","7.881","12900000","322500000"
"210","246690","TS인베스트먼트","KOSDAQ","2017","12","금융","0.75",,"500","15","0.48","19.772","22421004","336315060"
"211","317240","TS트릴리온","KOSDAQ","2017","12","-",,,,,,,,
"212","002900","TYM","KOSPI","2017","12","기계","1.26",,"500","15","0.9","65.433","65388900","980833500"
"213","038340","UCI","KOSDAQ","2017","12","일반전기전자","0.78",,"500",,,,"11486547",
"214","073570","WI","KOSDAQ","2017","12","반도체","0.54",,"500",,,,"6102160",
"215","024070","WISCOM","KOSPI","2017","12","화학","1.4",,"500","0","0","0","15025920","0"
"216","057030","YBM넷","KOSDAQ","2017","12","기타서비스","0.43",,"500","100","3.5","-25.299","16312697","683829300"
"217","037270","YG PLUS","KOSPI","2017","12","서비스업","0.81",,"500",,,,"58170704",
"218","040300","YTN","KOSDAQ","2017","12","방송서비스","0.98",,"1000","20","0.9","18.514","42000000","840000000"
"219","051390","YW","KOSDAQ","2017","12","유통","0.22",,"500","100","2.5","32.438","11355368","926116100"
"220","052220","iMBC","KOSDAQ","2017","12","디지털컨텐츠","0.31",,"500",,,,"23000000",
"221","079940","가비아","KOSDAQ","2017","12","인터넷","0.63",,"500","30","0.52","4.044","13535684","391059540"
"222","078890","가온미디어","KOSDAQ","2017","12","통신장비","0.26",,"500","120","1","25.356","13408230","1566463920"
"223","000500","가온전선","KOSPI","2017","12","전기전자","0.97",,"5000","600","2.8","162.058","4160347","2356330200"
"224","399720","가온칩스","KOSDAQ","2017","12","-",,,,,,,,
"225","036620","감성코퍼레이션","KOSDAQ","2017","12","유통","0.22",,"500",,,,"25560977",
"226","000860","강남제비스코","KOSPI","2017","12","화학","1.4",,"1000","550","1.5","16.225","6500000","3575000000"
"227","217730","강스템바이오텍","KOSDAQ","2017","12","제약","0.14",,"500",,,,"16251712",
"228","035250","강원랜드","KOSPI","2017","12","서비스업","0.81",,"500","990","2.84","45.873","213940500","200711608020"
"229","114190","강원에너지","KOSDAQ","2017","12","금속","1.08",,"500",,,,"15253030",
"230","094480","갤럭시아머니트리","KOSDAQ","2017","12","소프트웨어","0.63",,"500","30","0.5","32.695","34829838","1004730960"
"231","011420","갤럭시아에스엠","KOSPI","2017","12","서비스업","0.81",,"500",,,,"27549644",
"232","039240","경남스틸","KOSDAQ","2017","12","금속","1.08",,"500","350","3.5","41.138","5000000","1750000000"
"233","053950","경남제약","KOSDAQ","2017","12","제약","0.14",,"500",,,,"11248376",
"234","002100","경농","KOSPI","2017","12","화학","1.4",,"500","295","4.84","52.288","21691750","5270071750"
"235","009450","경동나비엔","KOSPI","2017","12","전기전자","0.97",,"1000","200","0.38","9.344","12739510","2524770000"
"236","267290","경동도시가스","KOSPI","2017","12","전기가스업","4.33",,"2500","750","2.1","19.861","4717063","3535031250"
"237","012320","경동인베스트","KOSPI","2017","12","기타금융",,,"5000","500","1.2","2.189","2365023","1136564000"
"238","011040","경동제약","KOSDAQ","2017","12","제약","0.14",,"1000","800","3.6","46.63","13275000","9431301600"
"239","000050","경방","KOSPI","2017","12","섬유의복","1.04",,"500","180","1.26","19.493","27415270","4934748600"
"240","214390","경보제약","KOSPI","2017","12","의약품","0.25",,"500","250","2","33.272","23906860","5976715000"
"241","012610","경인양행","KOSPI","2017","12","화학","1.4",,"500","50","0.9","41.522","40396365","1984320450"
"242","009140","경인전자","KOSPI","2017","12","전기전자","0.97",,"5000","250","1.2","-11.511","1570797","342921750"
"243","024910","경창산업","KOSDAQ","2017","12","운송장비·부품","0.9",,"500","20","0.6","-1.406","17560000","342220000"
"244","013580","계룡건설산업","KOSPI","2017","12","건설업","0.89",,"5000",,,,"8930907",
"245","012200","계양전기","KOSPI","2017","12","기계","1.26",,"500","55","1.2","20.581","32600000","1877000000"
"246","002140","고려산업","KOSPI","2017","12","음식료품","0.89",,"1000","35","1.3","0","24939425","863499700"
"247","198440","고려시멘트","KOSDAQ","2017","12","비금속","0.98",,"100","55","3.2","158.98","30479960","1596155605"
"248","049720","고려신용정보","KOSDAQ","2017","12","기타서비스","0.43",,"500","200","6.3","77.596","14300000","2780253200"
"249","010130","고려아연","KOSPI","2017","12","철강금속","1.85",,"5000","10000","2.05","27.876","18870000","176742400000"
"250","002240","고려제강","KOSPI","2017","12","철강금속","1.85",,"1000","350","1","28.055","18000000","6298590900"
"251","014570","고려제약","KOSDAQ","2017","12","제약","0.14",,"500","90","1.37","20.974","11000000","982203390"
"252","348150","고바이오랩","KOSDAQ","2017","12","-",,,,,,,,
"253","098460","고영","KOSDAQ","2017","12","기계·장비","0.59",,"500","700","0.8","34.262","13685951","9159537100"
"254","035290","골드앤에스","KOSDAQ","2017","12","출판·매체복제","0.7",,"500",,,,"22173875",
"255","038530","골드퍼시픽","KOSDAQ","2017","12","유통","0.22",,"500",,,,"6655713",
"256","900280","골든센츄리","KOSDAQ","2017","12","금융","0.75",,"0.2","82","1.3","3.722","29800000","680600000"
"257","215000","골프존","KOSDAQ","2017","12","소프트웨어","0.63",,"500","2400","5.2","18.962","6275415","15053928000"
"258","121440","골프존뉴딘홀딩스","KOSDAQ","2017","12","금융","0.75",,"500","117","2.2","-23.177","42836818","5002826634"
"259","183410","골프존데카","KONEX","2017","12","-",,,"500",,,,"3943255",
"260","366030","공구우먼","KOSDAQ","2017","12","-",,,,,,,,
"261","076340","관악산업","KONEX","2017","12","-",,,"500","60","1.1","6.4","4871460","292287600"
"262","009290","광동제약","KOSPI","2017","12","의약품","0.25",,"1000","80","0.91","14.064","52420851","3246448960"
"263","014200","광림","KOSDAQ","2017","12","운송장비·부품","0.9",,"500",,,,"48498486",
"264","017040","광명전기","KOSPI","2017","12","전기전자","0.97",,"500",,,,"43337615",
"265","029480","광무","KOSDAQ","2017","12","통신장비","0.26",,"500",,,,"25099998",
"266","017900","광전자","KOSPI","2017","12","전기전자","0.97",,"500","50","1.8","89.541","57943763","2618188150"
"267","037710","광주신세계","KOSPI","2017","12","유통업","0.9",,"5000","1250","0.55","4.18","1600000","2000000000"
"268","026910","광진실업","KOSDAQ","2017","12","금속","1.08",,"500",,,,"6405405",
"269","355150","교보10호기업인수목적","KOSDAQ","2017","12","-",,,,,,,,
